gameid	Trial	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	SceneVariation	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	ColorTypicality	OtherColorTypicality	OtherColor	TypicalityDiff	normTypicality	ColorTypicalityModified	ColorTypicalityUnModified	OtherColorTypicalityModified	OtherColorTypicalityUnModified	TypicalityDiffModified	normTypicalityModified	TypicalityDiffUnModified	normTypicalityUnModified	alt1Name	alt1SpLocs	alt1LisLocs	alt2Name	alt2SpLocs	alt2LisLocs	alt3Name	alt3SpLocs	alt3LisLocs	alt4Name	alt4SpLocs	alt4LisLocs
3791-8	31	big_red_bike	color	minimal	color	size redundant	3	2	0.333333333333333	red		red	1	0	bike	big	red	TRUE	FALSE	FALSE	FALSE	FALSE	0.868	0.349	purple	0.519	0.713229252259655	0.814736842105263	0.76	0.701666666666667	0.625	0.113070175438596	0.53728235089952	0.135	0.548736462093863	big_purple_bike	4	1	big_purple_bike	3	4	small_purple_bike	2	3	undefined	undefined	undefined
3791-8	32	big_white_phone	size and color	redundant	size	color redundant	3	2	0.333333333333333	big white		big white	0	1	phone	big	white	TRUE	TRUE	FALSE	FALSE	FALSE	0.812380952380952	0.273157894736842	pink	0.53922305764411	0.748366541223189	0.516111111111111	0.33875	0.504444444444444	0.341428571428571	0.0116666666666669	0.505715841045183	-0.00267857142857103	0.498030979259648	small_pink_phone	2	4	small_white_phone	1	3	small_white_phone	4	1	undefined	undefined	undefined
3791-8	34	small_purple_butterfly	color	minimal	color	size redundant	2	2	0	purple		purple	1	0	butterfly	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE	0.39047619047619	0.646842105263158	blue	-0.256365914786968	0.37642851965498	0.690555555555556	0.717	0.752857142857143	0.628333333333333	-0.062301587301587	0.478418650684555	0.088666666666667	0.532953419226957	small_blue_butterfly	3	3	small_blue_butterfly	2	4	undefined	undefined	undefined	undefined	undefined	undefined
3791-8	36	small_purple_coathanger	color	minimal	color	size redundant	4	4	0	purple		purple	1	0	coathanger	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE	0.191363636363636	0.187777777777778	orange	0.00358585858585803	0.504728919674969	0.574166666666667	0.407	0.479473684210526	0.3	0.0946929824561411	0.544936102901386	0.107	0.575671852899576	small_orange_coathanger	4	5	small_orange_coathanger	1	1	small_orange_coathanger	5	4	small_orange_coathanger	3	3
3791-8	39	big_white_weddingcake	color	minimal	color	size redundant	3	3	0	white		white	1	0	weddingcake	big	white	TRUE	FALSE	FALSE	FALSE	FALSE	0.88625	0.400416666666667	pink	0.485833333333333	0.688795336787565	0.781739130434783	0.745384615384615	0.760666666666667	0.443333333333333	0.021072463768116	0.506831037528424	0.302051282051282	0.627049180327869	big_pink_weddingcake	4	3	big_pink_weddingcake	1	4	big_pink_weddingcake	3	1	undefined	undefined	undefined
3791-8	41	small_blue_candle	color	minimal	color	size redundant	4	2	0.5	blue		blue	1	0	candle	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE	0.494444444444444	0.731818181818182	red	-0.237373737373738	0.40321252059308	0.760555555555556	0.608	0.8232	0.853333333333333	-0.0626444444444441	0.480222817774909	-0.245333333333333	0.416058394160584	big_red_candle	3	2	small_red_candle	4	1	small_red_candle	5	4	big_red_candle	1	3
3791-8	43	big_green_chair	color	minimal	color	size redundant	4	1	0.75	green		green	1	0	chair	big	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.164210526315789	0.606190476190476	red	-0.441979949874687	0.213149419304466	0.703333333333333	0.409166666666667	0.692777777777778	0.678	0.010555555555555	0.503780342220453	-0.268833333333333	0.376360570289744	big_red_chair	5	1	small_red_chair	2	3	small_red_chair	4	4	small_red_chair	1	5
3791-8	45	small_yellow_balloon	color	minimal	color	size redundant	2	1	0.5	yellow		yellow	1	0	balloon	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE	0.661111111111111	0.693181818181818	pink	-0.032070707070707	0.488159612157375	0.892727272727273	0.813333333333333	0.85258064516129	0.851111111111111	0.0401466275659831	0.511501302192725	-0.037777777777778	0.488651535380507	small_pink_balloon	2	2	big_pink_balloon	3	4	undefined	undefined	undefined	undefined	undefined	undefined
3791-8	46	big_pink_hairdryer	color	minimal	color	size redundant	4	1	0.75	pink		pink	1	0	hairdryer	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE	0.2975	0.332	purple	-0.0345	0.472597299444003	0.497058823529412	0.589444444444444	0.688823529411765	0.47625	-0.191764705882353	0.419146825396825	0.113194444444444	0.553108301837612	small_purple_hairdryer	1	1	big_purple_hairdryer	5	4	small_purple_hairdryer	3	2	small_purple_hairdryer	2	5
3791-8	47	small_black_avocado	size and color	redundant	size	color redundant	3	2	0.333333333333333	small black		small black	0	1	avocado	small	black	TRUE	TRUE	FALSE	FALSE	FALSE	0.643478260869565	0.863529411764706	green	-0.220051150895141	0.426990699884597	0.769565217391304	0.909166666666667	0.903571428571429	0.856363636363636	-0.134006211180125	0.459953596287703	0.052803030303031	0.514953872559537	big_black_avocado	2	4	big_green_avocado	4	1	big_black_avocado	1	2	undefined	undefined	undefined
3791-8	51	small_purple_rock	color	minimal	color	size redundant	4	2	0.5	purple		purple	1	0	rock	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE	0.108666666666667	0.1796	green	-0.070933333333333	0.376965772432933	0.412592592592593	0.27	0.300454545454545	0.16	0.112138047138048	0.578632983118877	0.11	0.627906976744186	small_green_rock	1	3	big_green_rock	3	4	small_green_rock	2	2	big_green_rock	4	1
3791-8	52	big_red_pepper	size and color	redundant	size	color redundant	4	1	0.75	big red		big red	0	1	pepper	big	red	TRUE	TRUE	FALSE	FALSE	FALSE	0.922916666666667	0.873125	green	0.049791666666667	0.513861500985965	0.88875	0.847857142857143	0.8	0.8875	0.08875	0.526276831976314	-0.039642857142857	0.488577896686561	small_green_pepper	1	4	small_red_pepper	4	5	small_green_pepper	5	2	small_green_pepper	2	1
3791-8	53	small_yellow_napkin	size	minimal	size	color redundant	3	3	0	small		small	1	0	napkin	small	yellow	FALSE	TRUE	FALSE	FALSE	FALSE	0.347058823529412	0.464347826086957	orange	-0.117289002557545	0.427724894408372	0.786666666666667	0.622	0.705384615384615	0.72125	0.0812820512820519	0.527238357106032	-0.0992499999999999	0.463056020844966	big_yellow_napkin	3	3	big_yellow_napkin	2	4	big_yellow_napkin	4	2	undefined	undefined	undefined
3791-8	59	big_black_turtle	size and color	redundant	size	color redundant	3	1	0.666666666666667	big black		big black	0	1	turtle	big	black	TRUE	TRUE	FALSE	FALSE	FALSE	0.110526315789474	0.866666666666667	brown	-0.756140350877193	0.113105924596051	0.664117647058823	0.539	0.826363636363636	0.807272727272727	-0.162245989304813	0.445572617680827	-0.268272727272727	0.400364643122426	small_brown_turtle	4	3	small_brown_turtle	1	4	small_black_turtle	3	2	undefined	undefined	undefined
3791-8	63	small_blue_tack	size	minimal	size	color redundant	3	3	0	small		small	1	0	tack	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE	0.705625	0.781666666666667	red	-0.076041666666667	0.474436195545595	0.794	0.875714285714286	0.88	0.835	-0.086	0.474313022700119	0.040714285714286	0.511899791231733	big_blue_tack	1	3	big_blue_tack	3	2	big_blue_tack	2	4	undefined	undefined	undefined
3791-8	64	small_green_binder	color	minimal	color	size redundant	3	2	0.333333333333333	green		green	1	0	binder	small	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.588181818181818	0.765555555555556	blue	-0.177373737373738	0.434487389941799	0.676153846153846	0.5825	0.673529411764706	0.642222222222222	0.00262443438913995	0.500972240847526	-0.059722222222222	0.475618053980495	big_blue_binder	1	2	small_blue_binder	4	4	small_blue_binder	2	1	undefined	undefined	undefined
3791-8	66	big_white_shoe	size	minimal	size	color redundant	4	4	0	big 		big 	1	0	shoe	big	white	FALSE	TRUE	FALSE	FALSE	FALSE	0.6905	0.3075	yellow	0.383	0.69188376753507	0.688947368421053	0.67125	0.65	0.486666666666667	0.038947368421053	0.514544025157233	0.184583333333333	0.579704929830874	small_white_shoe	2	5	small_white_shoe	5	4	small_white_shoe	3	3	small_white_shoe	1	1
3791-8	67	big_blue_book	size	minimal	size	color redundant	2	2	0	big		big	1	0	book	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE	0.67952380952381	0.853684210526316	black	-0.174160401002506	0.44320392317123	0.775	0.757857142857143	0.85304347826087	0.709230769230769	-0.07804347826087	0.476031512885565	0.048626373626374	0.516572413018239	small_blue_book	2	2	small_blue_book	4	4	undefined	undefined	undefined	undefined	undefined	undefined
3791-8	70	small_blue_guitar	color	minimal	color	size redundant	2	1	0.5	blue		blue	1	0	guitar	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE	0.526842105263158	0.305238095238095	green	0.221604010025063	0.63316265060241	0.75	0.622352941176471	0.7665	0.628333333333333	-0.0165	0.494559841740851	-0.00598039215686197	0.497609155757624	small_green_guitar	4	3	big_green_guitar	2	4	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	1	small_white_phone	size and color	redundant	size	color redundant	4	3	0.25	white phone___smallest phone		white phone	0	1	phone	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	0.812380952380952	0.273157894736842	pink	0.53922305764411	0.748366541223189	0.516111111111111	0.33875	0.504444444444444	0.341428571428571	0.0116666666666669	0.505715841045183	-0.00267857142857103	0.498030979259648	big_white_phone	4	1	big_white_phone	2	5	big_pink_phone	1	2	big_white_phone	3	3
5664-b	2	small_blue_ornament	size	minimal	size	color redundant	4	4	0	smallest one		smallest one	1	0	ornament	small	blue	FALSE	TRUE	FALSE	TRUE	FALSE	0.801052631578947	0.674761904761905	purple	0.126290726817042	0.542786787806742	0.881428571428571	0.909	0.797083333333333	0.81	0.084345238095238	0.525125004432781	0.099	0.528795811518325	big_blue_ornament	5	1	big_blue_ornament	4	5	big_blue_ornament	3	3	big_blue_ornament	1	2
5664-b	3	small_blue_cap	color	minimal	color	size redundant	3	1	0.666666666666667	blue one		blue one	1	0	cap	small	blue	TRUE	FALSE	FALSE	TRUE	FALSE	0.397692307692308	0.376296296296296	orange	0.021396011396012	0.513821916295506	0.664	0.546666666666667	0.658064516129032	0.636153846153846	0.00593548387096798	0.502244778450127	-0.089487179487179	0.46217212226317	big_orange_cap	3	4	big_orange_cap	2	1	small_orange_cap	4	3	undefined	undefined	undefined
5664-b	4	small_yellow_balloon	color	minimal	color	size redundant	3	2	0.333333333333333	yellow		yellow	1	0	balloon	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE	0.661111111111111	0.693181818181818	pink	-0.032070707070707	0.488159612157375	0.892727272727273	0.813333333333333	0.85258064516129	0.851111111111111	0.0401466275659831	0.511501302192725	-0.037777777777778	0.488651535380507	big_pink_balloon	3	3	small_pink_balloon	4	2	small_pink_balloon	2	1	undefined	undefined	undefined
5664-b	12	big_green_framee	color	minimal	color	size redundant	3	3	0	green		green	1	0	framee	big	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.235	0.26	pink	-0.025	0.474747474747475	0.663809523809524	0.455555555555556	0.647272727272727	0.4475	0.016536796536797	0.506306544277884	0.00805555555555598	0.504460166102738	big_pink_framee	2	4	big_pink_framee	1	2	big_pink_framee	4	3	undefined	undefined	undefined
5664-b	13	big_brown_turtle	color	minimal	color	size redundant	4	3	0.25	light-colored turtle		light-colored turtle	1	0	turtle	big	brown	TRUE	FALSE	TRUE	FALSE	FALSE	0.866666666666667	0.110526315789474	black	0.756140350877193	0.886894075403949	0.826363636363636	0.807272727272727	0.664117647058823	0.539	0.162245989304813	0.554427382319173	0.268272727272727	0.599635356877574	big_black_turtle	4	3	big_black_turtle	5	1	small_black_turtle	3	2	big_black_turtle	1	4
5664-b	14	big_red_stapler	size	minimal	size	color redundant	2	2	0	biggest one		biggest one	1	0	stapler	big	red	FALSE	TRUE	FALSE	TRUE	FALSE	0.531052631578947	0.326666666666667	purple	0.20438596491228	0.619145019431376	0.8605	0.594444444444444	0.772727272727273	0.702222222222222	0.087772727272727	0.526870947093039	-0.107777777777778	0.458440445586975	small_red_stapler	3	4	small_red_stapler	2	2	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	16	small_green_pepper	size	minimal	size	color redundant	4	4	0	smallest one		smallest one	1	0	pepper	small	green	FALSE	TRUE	FALSE	TRUE	FALSE	0.873125	0.922916666666667	red	-0.049791666666667	0.486138499014035	0.8	0.8875	0.88875	0.847857142857143	-0.08875	0.473723168023686	0.039642857142857	0.511422103313439	big_green_pepper	2	3	big_green_pepper	3	4	big_green_pepper	1	5	big_green_pepper	4	1
5664-b	17	small_purple_coathanger	size	minimal	size	color redundant	3	3	0	smallest one	doing great	smallest one	1	0	coathanger	small	purple	FALSE	TRUE	FALSE	TRUE	FALSE	0.191363636363636	0.187777777777778	orange	0.00358585858585803	0.504728919674969	0.574166666666667	0.407	0.479473684210526	0.3	0.0946929824561411	0.544936102901386	0.107	0.575671852899576	big_purple_coathanger	3	3	big_purple_coathanger	1	4	big_purple_coathanger	2	2	undefined	undefined	undefined
5664-b	19	small_purple_yarn	size	minimal	size	color redundant	3	3	0	smallest one		smallest one	1	0	yarn	small	purple	FALSE	TRUE	FALSE	TRUE	FALSE	0.599090909090909	0.744444444444444	red	-0.145353535353535	0.44590632283287	0.86	0.747	0.906	0.85	-0.046	0.486976217440544	-0.103	0.467752035065748	big_purple_yarn	1	3	big_purple_yarn	3	2	big_purple_yarn	4	1	undefined	undefined	undefined
5664-b	21	big_black_book	color	minimal	color	size redundant	4	1	0.75	black		black	1	0	book	big	black	TRUE	FALSE	FALSE	FALSE	FALSE	0.853684210526316	0.67952380952381	blue	0.174160401002506	0.55679607682877	0.85304347826087	0.709230769230769	0.775	0.757857142857143	0.07804347826087	0.523968487114435	-0.048626373626374	0.483427586981761	small_blue_book	2	1	big_blue_book	4	5	small_blue_book	1	3	small_blue_book	5	4
5664-b	25	big_pink_weddingcake	color	minimal	color	size redundant	4	2	0.5	pink		pink	1	0	weddingcake	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE	0.400416666666667	0.88625	white	-0.485833333333333	0.311204663212435	0.760666666666667	0.443333333333333	0.781739130434783	0.745384615384615	-0.021072463768116	0.493168962471576	-0.302051282051282	0.372950819672131	big_white_weddingcake	5	4	small_white_weddingcake	1	5	small_white_weddingcake	2	2	big_white_weddingcake	3	1
5664-b	26	small_blue_toothbrush	color	minimal	color	size redundant	2	2	0	blue		blue	1	0	toothbrush	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE	0.776315789473684	0.752380952380952	red	0.0239348370927319	0.50782851053365	0.848888888888889	0.801428571428571	0.698947368421053	0.617142857142857	0.149941520467836	0.548435847060601	0.184285714285714	0.564954682779456	small_red_toothbrush	2	2	small_red_toothbrush	4	4	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	27	small_green_rock	color	minimal	color	size redundant	4	1	0.75	green		green	1	0	rock	small	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.1796	0.108666666666667	purple	0.070933333333333	0.623034227567067	0.300454545454545	0.16	0.412592592592593	0.27	-0.112138047138048	0.421367016881123	-0.11	0.372093023255814	big_purple_rock	1	1	big_purple_rock	3	2	big_purple_rock	4	3	small_purple_rock	2	5
5664-b	28	small_green_avocado	size and color	redundant	size	color redundant	4	1	0.75	smallest green		smallest green	0	1	avocado	small	green	TRUE	TRUE	FALSE	FALSE	FALSE	0.863529411764706	0.643478260869565	black	0.220051150895141	0.573009300115403	0.903571428571429	0.856363636363636	0.769565217391304	0.909166666666667	0.134006211180125	0.540046403712297	-0.052803030303031	0.485046127440463	big_black_avocado	5	3	big_black_avocado	3	2	big_green_avocado	2	1	big_black_avocado	4	4
5664-b	29	small_orange_napkin	size and color	redundant	size	color redundant	3	1	0.666666666666667	smallest orange		smallest orange	0	1	napkin	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE	0.464347826086957	0.347058823529412	yellow	0.117289002557545	0.572275105591628	0.705384615384615	0.72125	0.786666666666667	0.622	-0.0812820512820519	0.472761642893968	0.0992499999999999	0.536943979155034	big_orange_napkin	2	2	big_yellow_napkin	4	1	big_yellow_napkin	1	3	undefined	undefined	undefined
5664-b	33	small_purple_bike	color	minimal	color	size redundant	4	2	0.5	purple		purple	1	0	bike	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE	0.349	0.868	red	-0.519	0.286770747740345	0.701666666666667	0.625	0.814736842105263	0.76	-0.113070175438596	0.46271764910048	-0.135	0.451263537906137	big_red_bike	4	5	small_red_bike	1	3	big_red_bike	5	2	small_red_bike	3	4
5664-b	34	small_red_candle	color	minimal	color	size redundant	2	1	0.5	red		red	1	0	candle	small	red	TRUE	FALSE	FALSE	FALSE	FALSE	0.731818181818182	0.494444444444444	blue	0.237373737373738	0.59678747940692	0.8232	0.853333333333333	0.760555555555556	0.608	0.0626444444444441	0.519777182225091	0.245333333333333	0.583941605839416	big_blue_candle	4	3	small_blue_candle	2	4	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	36	small_white_teacup	color	minimal	color	size redundant	3	2	0.333333333333333	white one		white one	1	0	teacup	small	white	TRUE	FALSE	FALSE	TRUE	FALSE	0.852592592592593	0.194615384615385	pink	0.657977207977208	0.814157847484833	0.870952380952381	0.912	0.581111111111111	0.59	0.28984126984127	0.59980323567993	0.322	0.607190412782956	small_pink_teacup	3	3	small_pink_teacup	4	1	big_pink_teacup	2	4	undefined	undefined	undefined
5664-b	37	big_orange_cushion	color	minimal	color	size redundant	4	4	0	orange		orange	1	0	cushion	big	orange	TRUE	FALSE	FALSE	FALSE	FALSE	0.62625	0.618333333333333	blue	0.00791666666666702	0.503180448610646	0.767272727272727	0.67875	0.8225	0.699230769230769	-0.055227272727273	0.482630450321658	-0.020480769230769	0.492568557672179	big_blue_cushion	5	2	big_blue_cushion	3	1	big_blue_cushion	2	5	big_blue_cushion	4	4
5664-b	43	small_red_bucket	size and color	redundant	size	color redundant	4	1	0.75	smallest red		smallest red	0	1	bucket	small	red	TRUE	TRUE	FALSE	FALSE	FALSE	0.802857142857143	0.351923076923077	pink	0.450934065934066	0.695246705048294	0.913076923076923	0.741428571428571	0.735357142857143	0.5025	0.17771978021978	0.553905638051431	0.238928571428571	0.59603789836348	big_red_bucket	1	3	big_pink_bucket	5	1	big_pink_bucket	2	4	big_pink_bucket	4	2
5664-b	46	big_purple_flower	size and color	redundant	size	color redundant	4	3	0.25	biggest pink one		biggest pink one	0	1	flower	big	purple	TRUE	TRUE	FALSE	TRUE	FALSE	0.813703703703704	0.839230769230769	red	-0.025527065527065	0.492278258471509	0.788947368421053	0.750714285714286	0.832857142857143	0.828333333333333	-0.04390977443609	0.486462679647659	-0.077619047619047	0.475422195416164	small_purple_flower	3	3	small_red_flower	1	1	small_purple_flower	4	5	small_purple_flower	2	4
5664-b	49	big_purple_hairdryer	size	minimal	size	color redundant	2	2	0	biggest one		biggest one	1	0	hairdryer	big	purple	FALSE	TRUE	FALSE	TRUE	FALSE	0.332	0.2975	pink	0.0345	0.527402700555997	0.688823529411765	0.47625	0.497058823529412	0.589444444444444	0.191764705882353	0.580853174603175	-0.113194444444444	0.446891698162388	small_purple_hairdryer	4	3	small_purple_hairdryer	3	2	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	50	small_red_tack	size and color	redundant	size	color redundant	3	2	0.333333333333333	smallest red		smallest red	0	1	tack	small	red	TRUE	TRUE	FALSE	FALSE	FALSE	0.781666666666667	0.705625	blue	0.076041666666667	0.525563804454406	0.88	0.835	0.794	0.875714285714286	0.086	0.525686977299881	-0.040714285714286	0.488100208768267	big_blue_tack	1	3	big_red_tack	2	2	big_red_tack	4	4	undefined	undefined	undefined
5664-b	55	small_brown_jacket	size and color	redundant	size	color redundant	2	1	0.5	smallest brown		smallest brown	0	1	jacket	small	brown	TRUE	TRUE	FALSE	FALSE	FALSE	0.703125	0.48625	green	0.216875	0.5911718339464	0.667142857142857	0.571	0.663181818181818	0.64	0.00396103896103905	0.501488748962757	-0.0690000000000001	0.471511147811726	big_brown_jacket	4	4	big_green_jacket	2	3	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	57	big_green_guitar	color	minimal	color	size redundant	4	3	0.25	green		green	1	0	guitar	big	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.305238095238095	0.526842105263158	blue	-0.221604010025063	0.36683734939759	0.7665	0.628333333333333	0.75	0.622352941176471	0.0165	0.505440158259149	0.00598039215686197	0.502390844242376	small_blue_guitar	4	2	big_blue_guitar	3	5	big_blue_guitar	5	3	big_blue_guitar	2	4
5664-b	58	small_yellow_shoe	color	minimal	color	size redundant	3	3	0	yellow		yellow	1	0	shoe	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE	0.3075	0.6905	white	-0.383	0.30811623246493	0.65	0.486666666666667	0.688947368421053	0.67125	-0.038947368421053	0.485455974842767	-0.184583333333333	0.420295070169126	small_white_shoe	2	3	small_white_shoe	1	2	small_white_shoe	4	1	undefined	undefined	undefined
5664-b	59	big_blue_rug	color	minimal	color	size redundant	3	1	0.666666666666667	blue		blue	1	0	rug	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE	0.604736842105263	0.288095238095238	purple	0.316641604010025	0.677324275769144	0.72	0.665454545454546	0.817222222222222	0.577142857142857	-0.097222222222222	0.468377303939285	0.088311688311689	0.535535117056856	big_purple_rug	2	3	small_purple_rug	1	2	small_purple_rug	3	1	undefined	undefined	undefined
5664-b	60	big_pink_golfball	size and color	redundant	size	color redundant	4	2	0.5	biggest pink		biggest pink	0	1	golfball	big	pink	TRUE	TRUE	FALSE	FALSE	FALSE	0.185	0.762916666666667	blue	-0.577916666666667	0.195164835164835	0.799444444444444	0.390666666666667	0.828235294117647	0.941	-0.028790849673203	0.491155861625876	-0.550333333333333	0.293366708385482	small_blue_golfball	1	5	small_blue_golfball	2	2	small_pink_golfball	5	3	small_pink_golfball	4	4
5664-b	64	big_purple_butterfly	size and color	redundant	size	color redundant	3	2	0.333333333333333	biggest pink		biggest pink	0	1	butterfly	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE	0.39047619047619	0.646842105263158	blue	-0.256365914786968	0.37642851965498	0.690555555555556	0.717	0.752857142857143	0.628333333333333	-0.062301587301587	0.478418650684555	0.088666666666667	0.532953419226957	small_blue_butterfly	1	2	small_purple_butterfly	2	3	small_purple_butterfly	4	4	undefined	undefined	undefined
5664-b	65	big_orange_billiardball	size and color	redundant	size	color redundant	3	1	0.666666666666667	biggest orange		biggest orange	0	1	billiardball	big	orange	TRUE	TRUE	FALSE	FALSE	FALSE	0.827826086956522	0.645294117647059	purple	0.182531969309463	0.56195420059376	0.8408	0.798888888888889	0.860588235294118	0.641111111111111	-0.019788235294118	0.494184679638772	0.157777777777778	0.554783950617284	small_orange_billiardball	4	4	small_purple_billiardball	3	2	small_purple_billiardball	1	1	undefined	undefined	undefined
5664-b	66	small_green_binder	color	minimal	color	size redundant	2	1	0.5	green		green	1	0	binder	small	green	TRUE	FALSE	FALSE	FALSE	FALSE	0.588181818181818	0.765555555555556	blue	-0.177373737373738	0.434487389941799	0.676153846153846	0.5825	0.673529411764706	0.642222222222222	0.00262443438913995	0.500972240847526	-0.059722222222222	0.475618053980495	big_blue_binder	3	2	small_blue_binder	4	4	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	67	big_green_bracelet	size and color	redundant	size	color redundant	2	1	0.5	biggest green		biggest green	0	1	bracelet	big	green	TRUE	TRUE	FALSE	FALSE	FALSE	0.514545454545455	0.564444444444444	purple	-0.049898989898989	0.476876989327842	0.718947368421053	0.67	0.7465	0.644166666666667	-0.0275526315789471	0.490599242192972	0.025833333333333	0.509828788839569	small_purple_bracelet	4	3	small_green_bracelet	2	2	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	68	big_red_chair	color	minimal	color	size redundant	2	2	0	orange		orange	1	0	chair	big	red	TRUE	FALSE	FALSE	FALSE	FALSE	0.606190476190476	0.164210526315789	green	0.441979949874687	0.786850580695534	0.692777777777778	0.678	0.703333333333333	0.409166666666667	-0.010555555555555	0.496219657779547	0.268833333333333	0.623639429710256	big_green_chair	3	4	big_green_chair	2	2	undefined	undefined	undefined	undefined	undefined	undefined
5664-b	69	big_black_belt	size and color	redundant	size	color redundant	4	2	0.5	biggest black		biggest black	0	1	belt	big	black	TRUE	TRUE	FALSE	FALSE	FALSE	0.909130434782609	0.870588235294118	brown	0.038542199488491	0.510828171928665	0.877894736842105	0.928181818181818	0.81625	0.782142857142857	0.0616447368421049	0.518193468214826	0.146038961038961	0.542693344470177	small_brown_belt	2	5	small_black_belt	3	1	small_brown_belt	4	3	small_black_belt	1	2
0082-3	2	small_pink_phone	size and color	redundant	size	color redundant	4	2	0.5	smallest pink communication device		smallest pink communication device	0	1	phone	small	pink	TRUE	TRUE	TRUE	FALSE	FALSE	0.273157894736842	0.812380952380952	white	-0.53922305764411	0.251633458776811	0.504444444444444	0.341428571428571	0.516111111111111	0.33875	-0.0116666666666669	0.494284158954817	0.00267857142857103	0.501969020740351	big_pink_phone	4	1	big_white_phone	2	4	big_white_phone	5	3	big_pink_phone	3	5
0082-3	4	big_green_framee	size and color	redundant	size	color redundant	4	2	0.5	largest green item		largest green item	0	1	framee	big	green	TRUE	TRUE	FALSE	TRUE	FALSE	0.235	0.26	pink	-0.025	0.474747474747475	0.663809523809524	0.455555555555556	0.647272727272727	0.4475	0.016536796536797	0.506306544277884	0.00805555555555598	0.504460166102738	small_pink_framee	1	4	small_green_framee	4	1	small_green_framee	2	2	small_pink_framee	3	5
0082-3	5	small_white_shoe	color	minimal	color	size redundant	4	4	0	white item		white item	1	0	shoe	small	white	TRUE	FALSE	FALSE	TRUE	FALSE	0.6905	0.3075	yellow	0.383	0.69188376753507	0.688947368421053	0.67125	0.65	0.486666666666667	0.038947368421053	0.514544025157233	0.184583333333333	0.579704929830874	small_yellow_shoe	5	2	small_yellow_shoe	4	5	small_yellow_shoe	1	1	small_yellow_shoe	3	4
0082-3	6	big_purple_bracelet	size and color	redundant	size	color redundant	4	1	0.75	largest pink/purple item		largest pink/purple item	0	1	bracelet	big	purple	TRUE	TRUE	FALSE	TRUE	FALSE	0.564444444444444	0.514545454545455	green	0.049898989898989	0.523123010672158	0.7465	0.644166666666667	0.718947368421053	0.67	0.0275526315789471	0.509400757807029	-0.025833333333333	0.490171211160431	small_green_bracelet	5	5	small_green_bracelet	3	4	small_green_bracelet	1	2	small_purple_bracelet	4	1
0082-3	10	big_green_rock	color	minimal	color	size redundant	3	2	0.333333333333333	green item		green item	1	0	rock	big	green	TRUE	FALSE	FALSE	TRUE	FALSE	0.1796	0.108666666666667	purple	0.070933333333333	0.623034227567067	0.300454545454545	0.16	0.412592592592593	0.27	-0.112138047138048	0.421367016881123	-0.11	0.372093023255814	big_purple_rock	2	2	small_purple_rock	1	3	big_purple_rock	3	4	undefined	undefined	undefined
0082-3	11	small_blue_guitar	size	minimal	size	color redundant	2	2	0	smallest instrument		smallest instrument	1	0	guitar	small	blue	FALSE	TRUE	TRUE	FALSE	FALSE	0.526842105263158	0.305238095238095	green	0.221604010025063	0.63316265060241	0.75	0.622352941176471	0.7665	0.628333333333333	-0.0165	0.494559841740851	-0.00598039215686197	0.497609155757624	big_blue_guitar	4	2	big_blue_guitar	3	4	undefined	undefined	undefined	undefined	undefined	undefined
