Item,Color,Utterance,Typicality,CI.low,CI.high
banana,yellow,green,0.053,0.0242424242424242,0.0860681818181818
banana,yellow,orange,0.243,0.173529411764706,0.322102941176471
banana,yellow,purple,0.044,0.0183870967741935,0.0712903225806452
banana,yellow,red,0.076,0.0317820512820513,0.128467948717949
banana,yellow,yellow,0.736,0.688244791666667,0.78628125
carrot,brown,black,0.135,0.0568793103448276,0.21726724137931
carrot,brown,blue,0.042,0.0146583333333333,0.0760083333333333
carrot,brown,brown,0.789,0.713892156862745,0.853338235294118
carrot,brown,green,0.053,0.023,0.0890083333333333
carrot,brown,orange,0.069,0.0289121621621622,0.121371621621622
carrot,brown,purple,0.055,0.0225,0.0977777777777778
carrot,brown,red,0.098,0.0374193548387097,0.182911290322581
carrot,brown,yellow,0.079,0.0282758620689655,0.13726724137931
carrot,orange,black,0.069,0.0332602040816327,0.114091836734694
carrot,orange,blue,0.056,0.0302102272727273,0.09
carrot,orange,brown,0.143,0.0776029411764706,0.21475
carrot,orange,green,0.05,0.0215320512820513,0.0807692307692308
carrot,orange,orange,0.902,0.865411458333333,0.934481770833333
carrot,orange,purple,0.018,0.00787878787878788,0.0321212121212121
carrot,orange,red,0.176,0.105279411764706,0.258838235294118
carrot,orange,yellow,0.163,0.105,0.237360294117647
carrot,purple,black,0.042,0.01975,0.06776875
carrot,purple,blue,0.069,0.0277777777777778,0.121111111111111
carrot,purple,brown,0.044,0.0235,0.06825
carrot,purple,green,0.039,0.00723275862068966,0.0927758620689655
carrot,purple,orange,0.06,0.0244127906976744,0.107447674418605
carrot,purple,purple,0.875,0.838566326530612,0.907142857142857
carrot,purple,red,0.161,0.110232142857143,0.218583333333333
carrot,purple,yellow,0.056,0.028327380952381,0.0895238095238095
pear,green,black,0.036,0.00972297297297297,0.0746081081081081
pear,green,blue,0.07,0.03665,0.103783333333333
pear,green,brown,0.059,0.0179928571428571,0.110864285714286
pear,green,green,0.651,0.601015625,0.690231770833333
pear,green,orange,0.083,0.038328125,0.138130208333333
pear,green,purple,0.057,0.0220588235294118,0.104125
pear,green,red,0.054,0.0189121621621622,0.100810810810811
pear,green,yellow,0.367,0.279211538461538,0.44925
pear,orange,black,0.062,0.0295867346938775,0.106734693877551
pear,orange,blue,0.057,0.00942857142857143,0.127721428571429
pear,orange,brown,0.144,0.0905642857142857,0.199178571428571
pear,orange,green,0.03,0.005,0.0632232142857143
pear,orange,orange,0.787,0.738953125,0.8320078125
pear,orange,purple,0.057,0.0210743243243243,0.10947972972973
pear,orange,red,0.227,0.161622093023256,0.299308139534884
pear,orange,yellow,0.09,0.0455486111111111,0.139222222222222
pear,yellow,black,0.045,0.0202166666666667,0.0737833333333333
pear,yellow,blue,0.084,0.032695945945946,0.150810810810811
pear,yellow,brown,0.216,0.152121212121212,0.288787878787879
pear,yellow,green,0.1,0.045921875,0.1734453125
pear,yellow,orange,0.35,0.272,0.4285125
pear,yellow,purple,0.051,0.0167741935483871,0.100653225806452
pear,yellow,red,0.064,0.0275,0.108895833333333
pear,yellow,yellow,0.676,0.628229166666667,0.720106770833333
pepper,black,black,0.819,0.731960784313725,0.886485294117647
pepper,black,blue,0.182,0.1046875,0.2606953125
pepper,black,brown,0.104,0.0541597222222222,0.163076388888889
pepper,black,green,0.081,0.0366666666666667,0.133636363636364
pepper,black,orange,0.057,0.0219134615384615,0.099625
pepper,black,purple,0.093,0.0413541666666667,0.153625
pepper,black,red,0.078,0.0208333333333333,0.15334375
pepper,black,yellow,0.073,0.0284375,0.1290703125
pepper,green,black,0.059,0.0237151162790698,0.106290697674419
pepper,green,blue,0.087,0.0423809523809524,0.142386904761905
pepper,green,brown,0.061,0.0341025641025641,0.0923076923076923
pepper,green,green,0.914,0.874575520833333,0.942296875
pepper,green,orange,0.12,0.054468085106383,0.194042553191489
pepper,green,purple,0.02,0.0108108108108108,0.0305472972972973
pepper,green,red,0.056,0.0168289473684211,0.116315789473684
pepper,green,yellow,0.082,0.039301724137931,0.133474137931034
pepper,orange,black,0.023,0.00914285714285714,0.042
pepper,orange,blue,0.052,0.0151439393939394,0.106371212121212
pepper,orange,brown,0.295,0.212182926829268,0.37684756097561
pepper,orange,green,0.071,0.0385364583333333,0.1123125
pepper,orange,orange,0.781,0.741041666666667,0.8186015625
pepper,orange,purple,0.052,0.0124,0.11562
pepper,orange,red,0.134,0.0882,0.1834
pepper,orange,yellow,0.161,0.10355,0.220894444444444
pepper,red,black,0.057,0.0119038461538462,0.130807692307692
pepper,red,blue,0.041,0.0148571428571429,0.0851428571428571
pepper,red,brown,0.085,0.0423139534883721,0.133720930232558
pepper,red,green,0.073,0.0390639534883721,0.114895348837209
pepper,red,orange,0.304,0.224483870967742,0.39066935483871
pepper,red,purple,0.059,0.0248189655172414,0.100379310344828
pepper,red,red,0.855,0.8216640625,0.885104166666667
pepper,red,yellow,0.052,0.0263579545454545,0.0825056818181818
tomato,green,black,0.033,0.0136170212765957,0.0546914893617021
tomato,green,blue,0.061,0.0149886363636364,0.125920454545455
tomato,green,brown,0.07,0.0305642857142857,0.122864285714286
tomato,green,green,0.82,0.779890625,0.856466145833333
tomato,green,orange,0.063,0.033953125,0.0947916666666667
tomato,green,purple,0.052,0.0149926470588235,0.104433823529412
tomato,green,red,0.049,0.012,0.100857142857143
tomato,green,yellow,0.093,0.0481015625,0.13971875
tomato,purple,black,0.017,0.00789473684210526,0.0294736842105263
tomato,purple,blue,0.076,0.0395765306122449,0.11655612244898
tomato,purple,brown,0.031,0.00665740740740741,0.0741018518518518
tomato,purple,green,0.064,0.0292307692307692,0.104621794871795
tomato,purple,orange,0.085,0.0296774193548387,0.149693548387097
tomato,purple,purple,0.869,0.821828125,0.908755208333333
tomato,purple,red,0.098,0.0629662162162162,0.13622972972973
tomato,purple,yellow,0.028,0.0128951612903226,0.0467741935483871
tomato,red,black,0.029,0.00727272727272727,0.061219696969697
tomato,red,blue,0.061,0.0293478260869565,0.0971902173913043
tomato,red,brown,0.136,0.0806666666666667,0.204005555555556
tomato,red,green,0.076,0.0351111111111111,0.125355555555556
tomato,red,orange,0.129,0.0807073170731707,0.183189024390244
tomato,red,purple,0.095,0.0431214285714286,0.166592857142857
tomato,red,red,0.867,0.8404140625,0.890731770833333
tomato,red,yellow,0.039,0.0173333333333333,0.0706833333333333
