gameid	context	NormedTypicality	UtteranceType	Color	ColorAndType	Type	ColorMentioned	ItemMentioned	Other	Item	TargetColor	Target	Dist1	Dist2	UttforBDA
2293-2	informative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	black_avocado	purple_tomato	green_tomato
2293-2	overinformative-cc	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	red_pepper	carrot
2293-2	informative	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	red_tomato	purple_carrot	orange_carrot
2293-2	overinformative	0.841	type	0	0	1	FALSE	TRUE	FALSE	pepper	orange	orange_pepper	purple_carrot	green_avocado	pepper
2293-2	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	orange_pear	green_apple	green_pear
2293-2	informative	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	red_avocado	blue_banana	black_avocado
2293-2	overinformative-cc	0.462	type	0	0	1	FALSE	TRUE	FALSE	apple	blue	blue_apple	yellow_banana	blue_banana	apple
2293-2	overinformative	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	black_pepper	brown_banana	pear
2293-2	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	green_pear	orange_carrot	orange_pear
2293-2	informative-cc	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	green_avocado	red_apple	red_avocado
2293-2	informative	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	yellow_banana	black_pepper	orange_pepper
2293-2	overinformative-cc	0.966	type	0	0	1	FALSE	TRUE	FALSE	avocado	green	green_avocado	green_pepper	orange_pepper	avocado
2293-2	informative	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	green_avocado	blue_banana	yellow_banana
2293-2	overinformative-cc	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	black_avocado	green_pear	pepper
2293-2	informative	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	orange_carrot	green_tomato	purple_tomato
2293-2	informative-cc	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	purple_tomato	red_tomato
2293-2	overinformative	0.696	type	0	0	1	FALSE	TRUE	FALSE	avocado	red	red_avocado	blue_banana	yellow_pear	avocado
2293-2	overinformative	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	yellow_pear	yellow_banana	apple
2293-2	overinformative	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	brown_carrot	blue_apple	tomato
2293-2	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	green_avocado	purple_carrot	tomato
2293-2	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	orange_pepper	red_pepper
2293-2	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	red_tomato	green_apple	red_apple
2293-2	informative	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	blue_apple	black_avocado	green_avocado
2293-2	informative	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	red_apple	blue_banana	brown_banana
2293-2	overinformative-cc	0.503	type	0	0	1	FALSE	TRUE	FALSE	carrot	purple	purple_carrot	purple_tomato	yellow_banana	carrot
2293-2	informative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	red_apple	green_avocado	blue_apple
2293-2	overinformative	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	red_avocado	black_avocado	carrot
2293-2	informative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	blue_apple	purple_carrot	green_apple
2293-2	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	green_tomato	purple_tomato
2293-2	informative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	brown_banana	blue_apple	blue_banana
2293-2	overinformative-cc	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	orange_pear	pepper
2293-2	overinformative	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	yellow_pear	green_apple	avocado
2293-2	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	brown_banana	yellow_pear	green_pear
2293-2	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	yellow_banana	brown_carrot	brown_banana
2293-2	overinformative	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	green_pear	orange_pepper	purple_carrot
2293-2	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	orange_pepper	red_tomato	apple
2293-2	informative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	red_apple	yellow_banana	blue_banana
2293-2	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	green_avocado	yellow_pear	banana
2293-2	overinformative	0.686	type	0	0	1	FALSE	TRUE	FALSE	pear	orange	orange_pear	black_pepper	blue_apple	pear
2293-2	informative	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	orange_pear	blue_banana	yellow_pear
2293-2	informative	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	green_apple	orange_carrot	brown_carrot
2293-2	informative	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	orange_pepper	purple_carrot	black_pepper
8646-f	overinformative	0.966	OTHER	0	0	0	TRUE	FALSE	TRUE	avocado	green	green_avocado	red_apple	brown_banana	other
8646-f	overinformative	0.979	color	1	0	0	TRUE	FALSE	FALSE	banana	yellow	yellow_banana	red_avocado	green_pear	yellow
8646-f	overinformative	0.962	OTHER	0	0	0	TRUE	FALSE	TRUE	tomato	red	red_tomato	green_pear	orange_carrot	other
8646-f	overinformative-cc	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	yellow_pear	orange_pear	pepper
8646-f	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	purple_carrot	orange_pepper	orange_carrot
8646-f	informative	0.419	color	1	0	0	TRUE	FALSE	FALSE	banana	blue	blue_banana	yellow_banana	orange_pear	blue
8646-f	overinformative-cc	0.841	type	0	0	1	FALSE	TRUE	FALSE	pepper	orange	orange_pepper	green_avocado	purple_tomato	pepper
8646-f	overinformative	0.412	color	1	0	0	TRUE	FALSE	FALSE	tomato	purple	purple_tomato	blue_apple	red_pepper	purple
8646-f	informative	0.412	color	1	0	0	TRUE	FALSE	FALSE	tomato	purple	purple_tomato	green_tomato	red_pepper	purple
8646-f	overinformative-cc	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	black_avocado	tomato
8646-f	informative-cc	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	black_avocado	green_pepper	green_avocado
8646-f	overinformative-cc	0.503	type	0	0	1	FALSE	TRUE	FALSE	carrot	purple	purple_carrot	black_pepper	purple_tomato	carrot
8646-f	overinformative-cc	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	purple_tomato	green_tomato	apple
8646-f	informative-cc	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	blue_apple	green_tomato	green_apple
8646-f	overinformative	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	brown_banana	green_apple	pepper
8646-f	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	red_apple	orange_carrot	pear
8646-f	informative	0.686	color	1	0	0	TRUE	FALSE	FALSE	pear	orange	orange_pear	yellow_pear	green_tomato	orange
8646-f	overinformative-cc	0.462	type	0	0	1	FALSE	TRUE	FALSE	apple	blue	blue_apple	red_avocado	blue_banana	apple
8646-f	informative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	blue_banana	green_apple	blue_apple
8646-f	informative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	brown_banana	green_tomato
8646-f	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	yellow_pear	orange_pear
8646-f	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	blue_apple	green_apple	pear
8646-f	overinformative	0.503	type	0	0	1	FALSE	TRUE	FALSE	carrot	purple	purple_carrot	green_pear	orange_pepper	carrot
8646-f	informative	0.657	color	1	0	0	TRUE	FALSE	FALSE	banana	brown	brown_banana	orange_pear	yellow_banana	brown
8646-f	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	purple_tomato	yellow_banana	pear
8646-f	informative	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	blue_banana	green_pear	yellow_banana
8646-f	overinformative-cc	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	blue_apple	carrot
8646-f	overinformative	0.419	type	0	0	1	FALSE	TRUE	FALSE	banana	blue	blue_banana	black_pepper	orange_carrot	banana
8646-f	informative	0.841	color	1	0	0	TRUE	FALSE	FALSE	pepper	orange	orange_pepper	black_pepper	green_tomato	orange
8646-f	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	purple_carrot	red_tomato	apple
8646-f	overinformative	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	red_pepper	yellow_banana	avocado
8646-f	overinformative	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	green_pear	red_pepper	carrot
8646-f	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	blue_banana	purple_carrot	tomato
8646-f	informative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	black_pepper	red_avocado	black_avocado
8646-f	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	blue_banana	brown_banana
8646-f	overinformative	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	purple_carrot	red_pepper	pear
8646-f	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	blue_apple	red_tomato	red_apple
8646-f	overinformative-cc	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	black_avocado	green_tomato	pepper
8646-f	overinformative-cc	0.696	type	0	0	1	FALSE	TRUE	FALSE	avocado	red	red_avocado	blue_banana	red_apple	avocado
8646-f	overinformative	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	yellow_pear	orange_pepper	carrot
6753-d	overinformative-cc	0.412	OTHER	0	0	0	TRUE	FALSE	TRUE	tomato	purple	purple_tomato	green_apple	green_pear	other
6753-d	overinformative	0.962	OTHER	0	0	0	TRUE	FALSE	TRUE	tomato	red	red_tomato	green_avocado	green_apple	other
6753-d	informative	0.953	color	1	0	0	TRUE	FALSE	FALSE	pear	green	green_pear	brown_banana	yellow_pear	green
6753-d	informative	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	red_pepper	green_avocado	orange_pepper
6753-d	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	green_apple	yellow_banana	pear
6753-d	informative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	black_pepper	red_avocado	black_avocado
6753-d	overinformative-cc	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	black_avocado	green_tomato	apple
6753-d	overinformative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	blue_apple	orange_carrot	blue_banana
6753-d	overinformative-cc	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	red_pepper	orange_pepper	carrot
6753-d	overinformative	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	blue_apple	blue_banana	pepper
6753-d	overinformative-cc	0.657	type	0	0	1	FALSE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	purple_carrot	banana
6753-d	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	orange_pear	yellow_pear	apple
6753-d	informative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	yellow_banana	purple_tomato	green_tomato
6753-d	informative-cc	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	purple_tomato	purple_carrot	red_tomato
6753-d	informative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	black_pepper	red_apple	green_apple
6753-d	overinformative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	yellow_banana	yellow_pear	red_avocado
6753-d	informative	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	green_avocado	black_pepper	red_pepper
6753-d	informative-cc	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	green_pepper	black_avocado	green_avocado
6753-d	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	yellow_pear	orange_carrot	orange_pear
6753-d	informative-cc	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	black_pepper	green_avocado	orange_pepper
6753-d	overinformative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	purple_tomato	green_tomato	purple_carrot
6753-d	overinformative	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	orange_pear	green_apple	brown_carrot
6753-d	overinformative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	orange_pepper	orange_pear	blue_apple
6753-d	informative-cc	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	green_pear	yellow_pear
6753-d	overinformative	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	purple_carrot	green_pear	banana
6753-d	overinformative-cc	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	brown_banana	green_tomato
6753-d	overinformative	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	brown_banana	red_pepper	orange_pear
6753-d	informative-cc	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	black_avocado	orange_pepper	black_pepper
6753-d	overinformative-cc	0.966	type	0	0	1	FALSE	TRUE	FALSE	avocado	green	green_avocado	green_pepper	purple_carrot	avocado
6753-d	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	purple_carrot	yellow_banana	pear
6753-d	overinformative	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	blue_apple	red_tomato	black_pepper
6753-d	informative	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	yellow_banana	green_avocado	brown_banana
6753-d	informative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_banana	black_pepper	blue_banana
6753-d	overinformative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	yellow_banana	black_pepper	black_avocado
6753-d	informative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	purple_carrot	brown_banana	brown_carrot
6753-d	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	green_avocado	yellow_pear	banana
6753-d	informative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	green_apple	purple_tomato	blue_apple
6753-d	informative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	orange_pear	green_avocado	red_avocado
6753-d	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	yellow_pear	red_tomato	apple
6753-d	informative	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	purple_carrot	brown_banana	orange_carrot
6753-d	overinformative	0.503	color	1	0	0	TRUE	FALSE	FALSE	carrot	purple	purple_carrot	green_pear	green_avocado	purple
6753-d	informative	0.412	color	1	0	0	TRUE	FALSE	FALSE	tomato	purple	purple_tomato	red_avocado	red_tomato	purple
9994-5	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	black_pepper	green_avocado	apple
9994-5	overinformative-cc	0.966	type	0	0	1	FALSE	TRUE	FALSE	avocado	green	green_avocado	brown_banana	green_pepper	avocado
9994-5	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	black_avocado	pear
9994-5	overinformative	0.738	color	1	0	0	TRUE	FALSE	FALSE	tomato	green	green_tomato	orange_pear	orange_carrot	green
9994-5	informative-cc	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	orange_pepper	orange_pear	pepper
9994-5	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	yellow_pear	orange_pear	banana
9994-5	overinformative	0.462	color	1	0	0	TRUE	FALSE	FALSE	apple	blue	blue_apple	orange_pear	yellow_pear	blue
9994-5	overinformative	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	orange_carrot	orange_pear	tomato
9994-5	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	green_pear	orange_pear
9994-5	informative	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	red_pepper	brown_carrot	orange_pepper
9994-5	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	green_apple	orange_pear	green_pear
9994-5	informative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	purple_tomato	yellow_banana	green_tomato
9994-5	informative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	purple_carrot	brown_banana	blue_banana
9994-5	informative	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	yellow_banana	green_tomato	purple_tomato
9994-5	informative	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	black_pepper	black_avocado	green_avocado
9994-5	overinformative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	green_tomato	brown_banana	brown_carrot
9994-5	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	orange_pepper	brown_carrot	orange_carrot
9994-5	overinformative-cc	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	purple_carrot	orange_pear	pepper
9994-5	informative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	black_pepper	green_avocado	black_avocado
9994-5	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	red_tomato	green_apple	red_apple
9994-5	informative-cc	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	red_apple	green_tomato	green_apple
9994-5	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	green_tomato	purple_tomato
9994-5	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	blue_banana	brown_carrot	brown_banana
9994-5	overinformative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	red_avocado	orange_pepper	orange_carrot
9994-5	informative	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	red_pepper	blue_apple	black_pepper
9994-5	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	orange_carrot	purple_tomato	purple_carrot
9994-5	informative-cc	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	orange_pear	yellow_pear
9994-5	overinformative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	blue_apple	brown_banana	red_avocado
9994-5	overinformative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	orange_pepper	orange_carrot	green_apple
9994-5	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	blue_banana	tomato
9994-5	informative	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	green_pear	blue_apple	orange_pear
9994-5	overinformative	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	yellow_banana	red_apple	orange_pepper
9994-5	overinformative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	green_apple	brown_banana
9994-5	overinformative	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	red_avocado	green_tomato	purple_carrot
9994-5	overinformative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	purple_tomato	blue_banana	blue_apple
9994-5	informative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	black_avocado	yellow_banana	red_avocado
9994-5	overinformative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	red_pepper	orange_carrot	blue_banana
9994-5	overinformative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	blue_apple	black_pepper	black_avocado
9994-5	overinformative-cc	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	black_avocado	yellow_pear	pepper
9994-5	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	yellow_pear	yellow_banana	green_pear
3819-9	overinformative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	orange_pepper	green_tomato	blue_apple
3819-9	informative	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	black_avocado	brown_carrot	orange_carrot
3819-9	informative	0.962	OTHER	0	0	0	TRUE	FALSE	TRUE	tomato	red	red_tomato	green_tomato	blue_banana	other
3819-9	overinformative	0.637	color	1	0	0	TRUE	FALSE	FALSE	pepper	black	black_pepper	brown_banana	red_avocado	black
3819-9	informative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	blue_apple	brown_banana	blue_banana
3819-9	overinformative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	green_avocado	brown_carrot
3819-9	informative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	brown_banana	red_apple	green_apple
3819-9	informative	0.841	color	1	0	0	TRUE	FALSE	FALSE	pepper	orange	orange_pepper	black_pepper	green_pear	orange
3819-9	overinformative-cc	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	green_apple	yellow_pear	yellow_banana
3819-9	informative-cc	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	red_apple	green_tomato	green_apple
3819-9	overinformative-cc	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	red_pepper	red_tomato	green_tomato
3819-9	overinformative	0.924	color	1	0	0	TRUE	FALSE	FALSE	pear	yellow	yellow_pear	green_avocado	black_avocado	yellow
3819-9	overinformative-cc	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	green_apple	orange_pepper	carrot
3819-9	overinformative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	orange_carrot	purple_tomato
3819-9	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	purple_tomato	brown_carrot	purple_carrot
3819-9	informative	0.924	color	1	0	0	TRUE	FALSE	FALSE	pear	yellow	yellow_pear	purple_tomato	green_pear	yellow
3819-9	overinformative-cc	0.934	OTHER	0	0	0	TRUE	FALSE	TRUE	pepper	red	red_pepper	blue_apple	orange_pear	other
3819-9	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	purple_carrot	yellow_banana	apple
3819-9	informative	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	brown_banana	brown_carrot	purple_carrot
3819-9	overinformative	0.696	color	1	0	0	TRUE	FALSE	FALSE	avocado	red	red_avocado	purple_tomato	orange_carrot	red
3819-9	informative	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_tomato	red_avocado	purple_tomato
3819-9	informative-cc	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	black_avocado	orange_pepper	black_pepper
3819-9	overinformative	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	red_apple	red_tomato	brown_banana
3819-9	overinformative	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	orange_pepper	brown_banana	black_avocado
3819-9	overinformative	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	green_avocado	red_avocado	brown_carrot
3819-9	overinformative	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	blue_apple	brown_banana	red_tomato
3819-9	overinformative	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	red_pepper	blue_apple	green_avocado
3819-9	informative	0.953	color	1	0	0	TRUE	FALSE	FALSE	pear	green	green_pear	blue_apple	orange_pear	green
3819-9	overinformative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	green_pear	red_tomato	blue_banana
3819-9	informative	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	green_avocado	green_apple	black_avocado
3819-9	informative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	black_avocado	yellow_banana	red_avocado
3819-9	informative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	green_apple	blue_banana	blue_apple
3819-9	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	orange_pepper	red_pepper
3819-9	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	black_avocado	green_apple	red_apple
3819-9	overinformative	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	black_pepper	blue_apple	banana
3819-9	overinformative-cc	0.657	type	0	0	1	FALSE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	black_pepper	banana
