gameid	Trial	condition	TargetItem	basiclevelClickedObj	superdomainClickedObj	speakerMessages	listenerMessages	refExp	clickedType	sub	basic	super	moreThanOneLevelMentioned	additionalAttrMentioned	oneMentioned	theMentioned	fullSentence	spLocsClickedObj	lisLocsClickedObj	alt1Name	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain
7949-f	49	basic33	catfish	fish	animal	fish		fish	catfish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	wardrobe	3	4	NA	furniture	ambulance	4	2	NA	vehicle
7949-f	51	basic22	pandaBear	bear	animal	panda		panda	pandaBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	rhino	2	3	NA	animal	elephant	3	4	NA	animal
7949-f	53	basic12	hummingBird	bird	animal	hum		hum	hummingBird	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	elephant	3	3	NA	animal	sparrow	2	4	bird	animal
7949-f	54	basic12	gummyBears	candy	snack	gummy		gummy	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	candyCorn	3	2	candy	snack	popcorn	4	3	NA	snack
7949-f	55	basic23	eagle	bird	animal	eag		eag	eagle	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	lobster	4	3	NA	animal	bookcase	3	4	NA	furniture
7949-f	60	basic33	minivan	car	vehicle	suv		suv	minivan	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bathrobe	3	3	NA	clothing	rosemary	2	4	NA	plant
7949-f	63	basic23	skittles	candy	snack	mms		mms	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	cookies	2	3	NA	snack	pottedPlant	4	4	NA	plant
7949-f	68	basic33	grizzlyBear	bear	animal	bear		bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	lamp	3	4	NA	furniture	pretzels	4	3	NA	snack
7949-f	69	basic22	jellyBeans	candy	snack	jelly		jelly	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	pretzels	2	2	NA	snack	chips	4	4	NA	snack
7949-f	70	basic23	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	crocodile	2	3	NA	animal	lamp	4	4	NA	furniture
7949-f	71	basic12	mnMs	candy	snack	mms	You rock :)	mms	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	pretzels	2	3	NA	snack	candyCorn	3	2	candy	snack
0071-5	10	basic23	daisy	flower	plant	pretty flower		pretty flower	daisy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3	pottedPlant	3	2	NA	plant	squirrel	2	4	NA	animal
0071-5	11	basic33	convertible	car	vehicle	convertible		convertible	convertible	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	rhino	4	4	NA	animal	chips	3	3	NA	snack
0071-5	12	basic12	pigeon	bird	animal	city bird		city bird	pigeon	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	snake	2	3	NA	animal	sparrow	3	2	bird	animal
0071-5	17	basic33	tulip	flower	plant	flower		flower	tulip	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	train	4	4	NA	vehicle	pig	2	2	NA	animal
0071-5	28	basic33	eagle	bird	animal	bird		bird	eagle	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	cookies	4	3	NA	snack	motorcycle	2	4	NA	vehicle
0071-5	30	basic22	goldFish	fish	animal	fish		fish	goldFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	squirrel	2	3	NA	animal	lobster	4	2	NA	animal
0071-5	33	basic22	picnicTable	table	furniture	piknik		piknik	picnicTable	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	lamp	2	3	NA	furniture	bed	4	4	NA	furniture
0071-5	60	basic12	suv	car	vehicle	SUV		SUV	suv	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	ambulance	2	4	NA	vehicle	sedan	3	2	car	vehicle
0071-5	69	basic33	polarBear	bear	animal	polar.~~~		polar.~~~	polarBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	train	2	3	NA	vehicle	lamp	4	4	NA	furniture
3676-c	3	basic23	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	kitten	2	4	NA	animal	wardrobe	3	2	NA	furniture
3676-c	4	basic12	swordFish	fish	animal	swordfish		swordfish	swordFish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	discusFish	3	3	fish	animal	squirrel	2	2	NA	animal
3676-c	5	basic12	rose	flower	plant	rose		rose	rose	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	lily	3	3	flower	plant	grasses	4	2	NA	plant
3676-c	7	basic33	sportsCar	car	vehicle	car		car	sportsCar	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	cow	2	4	NA	animal	grasses	3	2	NA	plant
3676-c	9	basic23	tShirt	shirt	clothing	shirt		shirt	tShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	dress	3	2	NA	clothing	pretzels	2	3	NA	snack
3676-c	12	basic33	sunflower	flower	plant	dandelion		dandelion	sunflower	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bathrobe	2	3	NA	clothing	horse	3	4	NA	animal
3676-c	13	basic12	husky	dog	animal	huskie		huskie	husky	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	greyhound	4	4	dog	animal	sheep	2	2	NA	animal
3676-c	14	basic23	germanShepherd	dog	animal	dog		dog	germanShepherd	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bed	2	4	NA	furniture	elephant	4	3	NA	animal
3676-c	15	basic22	grizzlyBear	bear	animal	bear		bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	hamster	2	2	NA	animal	kitten	3	3	NA	animal
3676-c	20	basic33	goldFish	fish	animal	fish		fish	goldFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	dress	3	4	NA	clothing	cookies	4	2	NA	snack
3676-c	22	basic22	catfish	fish	animal	bass		bass	catfish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	snake	3	4	NA	animal	kitten	4	3	NA	animal
3676-c	23	basic12	polarBear	bear	animal	polar		polar	polarBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	koalaBear	2	4	bear	animal	pig	3	3	NA	animal
3676-c	24	basic22	minivan	car	vehicle	van		van	minivan	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	firetruck	4	4	NA	vehicle	motorcycle	2	3	NA	vehicle
3676-c	25	basic22	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	wardrobe	2	4	NA	furniture	bookcase	4	2	NA	furniture
3676-c	26	basic12	hawaiiShirt	shirt	clothing	flower shirt		flower shirt	hawaiiShirt	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	gloves	4	4	NA	clothing	campShirt	3	3	shirt	clothing
3676-c	28	basic23	hummingBird	bird	animal	bird		bird	hummingBird	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	pretzels	4	3	NA	snack	sheep	3	2	NA	animal
3676-c	29	basic12	clownFish	fish	animal	gold and black fish		gold and black fish	clownFish	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	discusFish	2	3	fish	animal	iguana	3	2	NA	animal
3676-c	34	basic23	dalmatian	dog	animal	dalmatian		dalmatian	dalmatian	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	lobster	4	4	NA	animal	firetruck	2	3	NA	vehicle
3676-c	35	basic33	convertible	car	vehicle	car		car	convertible	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	cow	4	3	NA	animal	rosemary	2	4	NA	plant
3676-c	36	basic23	gummyBears	candy	snack	gummi		gummi	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	rosemary	4	4	NA	plant	chips	2	3	NA	snack
3676-c	39	basic33	skittles	candy	snack	skittles		skittles	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bookcase	2	3	NA	furniture	hamster	4	4	NA	animal
3676-c	40	basic33	suv	car	vehicle	car		car	suv	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	dress	4	4	NA	clothing	elephant	2	2	NA	animal
3676-c	41	basic23	jellyBeans	candy	snack	jelly		jelly	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	cookies	3	3	NA	snack	iguana	4	2	NA	animal
3676-c	48	basic22	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	crocodile	2	2	NA	animal	pig	3	4	NA	animal
3676-c	51	basic23	parrot	bird	animal	parrot		parrot	parrot	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	lobster	4	4	NA	animal	ivy	2	2	NA	plant
3676-c	52	basic22	pandaBear	bear	animal	panda		panda	pandaBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	bison	2	4	NA	animal	hamster	4	2	NA	animal
3676-c	53	basic33	tulip	flower	plant	rose		rose	tulip	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	bed	2	4	NA	furniture	dress	3	2	NA	clothing
3676-c	54	basic12	eagle	bird	animal	eagle		eagle	eagle	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	sheep	3	3	NA	animal	sparrow	2	2	bird	animal
3676-c	60	basic22	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	rabbit	2	4	NA	animal	iguana	4	3	NA	animal
3676-c	66	basic12	daisy	flower	plant	dandelion		dandelion	daisy	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	lily	2	3	flower	plant	ivy	4	2	NA	plant
3676-c	68	basic33	poloShirt	shirt	clothing	shirt		shirt	poloShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	ivy	2	2	NA	plant	cow	4	4	NA	animal
3676-c	69	basic22	pigeon	bird	animal	bird		bird	pigeon	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bison	2	3	NA	animal	sheep	3	4	NA	animal
3676-c	70	basic22	dressShirt	shirt	clothing	shirt		shirt	dressShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bathrobe	2	4	NA	clothing	socks	3	3	NA	clothing
3676-c	71	basic23	mnMs	candy	snack	m&m		m&m	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	popcorn	3	4	NA	snack	motorcycle	4	2	NA	vehicle
6426-3	3	basic12	pug	dog	animal	pug dog with black ears and muzzle that is standing up		pug dog with black ears and muzzle that is standing up	pug	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	2	2	kitten	3	3	NA	animal	greyhound	4	4	dog	animal
6426-3	4	basic23	picnicTable	table	furniture	outdoor wooden table	Let's set a fast pace!	outdoor wooden table	picnicTable	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	firetruck	3	3	NA	vehicle	bookcase	4	2	NA	furniture
6426-3	10	basic22	germanShepherd	dog	animal	standing german shepard dog___ facing left		standing german shepard dog  facing left	germanShepherd	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	4	2	squirrel	2	3	NA	animal	iguana	3	4	NA	animal
6426-3	11	basic23	rose	flower	plant	single red rose with stem and leaves		single red rose with stem and leaves	rose	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3	ivy	3	4	NA	plant	elephant	4	2	NA	animal
6426-3	12	basic22	eagle	bird	animal	bald headed eagle___ standing and looking right		bald headed eagle  standing and looking right	eagle	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	hamster	3	3	NA	animal	kitten	4	2	NA	animal
6426-3	13	basic33	hummingBird	bird	animal	humming bird in flight ___facing right		humming bird in flight  facing right	hummingBird	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	dress	4	2	NA	clothing	grasses	2	3	NA	plant
6426-3	15	basic23	sunflower	flower	plant	sunflower with stem and one leaf___ facing left		sunflower with stem and one leaf  facing left	sunflower	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	4	train	2	2	NA	vehicle	rosemary	3	3	NA	plant
6426-3	16	basic12	mnMs	candy	snack	multi colored m and m candies		multi colored m and m candies	mnMs	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	3	4	cookies	4	2	NA	snack	candyCorn	2	3	candy	snack
6426-3	17	basic33	gummyBears	candy	snack	gummy bears___ only one green on in the pile 		gummy bears  only one green on in the pile 	gummyBears	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	2	4	squirrel	3	3	NA	animal	ambulance	4	2	NA	vehicle
6426-3	21	basic22	daisy	flower	plant	daisy flower___ no stem___ facing right		daisy flower  no stem  facing right	daisy	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	3	2	ivy	4	4	NA	plant	rosemary	2	3	NA	plant
6426-3	27	basic33	tShirt	shirt	clothing	blue short sleeve shirt___large		blue short sleeve shirt	tShirt	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2	hamster	3	3	NA	animal	cookies	4	4	NA	snack
6426-3	30	basic23	jellyBeans	candy	snack	jelly beans___ lots of colors		jelly beans  lots of colors	jellyBeans	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3	snake	3	4	NA	animal	pretzels	2	2	NA	snack
6426-3	31	basic23	minivan	car	vehicle	white mini van___ face left		white mini van  face left	minivan	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	2	3	motorcycle	4	4	NA	vehicle	hamster	3	2	NA	animal
6426-3	36	basic12	coffeeTable	table	furniture	medium coffee table___ wood		medium coffee table  wood	coffeeTable	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	sideTable	2	3	table	furniture	bookcase	4	2	NA	furniture
6426-3	37	basic33	convertible	car	vehicle	silver top down sports car		silver top down sports car	convertible	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	gloves	2	2	NA	clothing	wardrobe	4	3	NA	furniture
6426-3	39	basic22	pigeon	bird	animal	pigeon___ standing___ facing left		pigeon  standing  facing left	pigeon	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	horse	4	3	NA	animal	iguana	3	2	NA	animal
6426-3	43	basic23	blackBear	bear	animal	black bear___ standing___ looking right	Hurry up computer___ you take too long!	black bear  standing  looking right	blackBear	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	pretzels	2	3	NA	snack	crocodile	3	2	NA	animal
6426-3	44	basic22	dalmatian	dog	animal	dalamtion___ standing looking left		dalamtion  standing looking left	dalmatian	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	crocodile	3	3	NA	animal	rabbit	2	2	NA	animal
6426-3	49	basic23	suv	car	vehicle	white suv facing left		white suv facing left	suv	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	ambulance	3	3	NA	vehicle	snake	4	2	NA	animal
6426-3	50	basic12	polarBear	bear	animal	seated polar bear looking at camera		seated polar bear looking at camera	polarBear	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3	koalaBear	3	2	bear	animal	crocodile	4	4	NA	animal
6426-3	51	basic22	grizzlyBear	bear	animal	grizzly bear___ walking right		grizzly bear  walking right	grizzlyBear	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2	sheep	4	3	NA	animal	kitten	3	4	NA	animal
6426-3	57	basic22	sportsCar	car	vehicle	silver hard top sport car face right		silver hard top sport car face right	sportsCar	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3	firetruck	3	2	NA	vehicle	train	2	4	NA	vehicle
6426-3	58	basic23	catfish	fish	animal	catfish___ gross looking		catfish  gross looking	catfish	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	hamster	4	3	NA	animal	train	2	2	NA	vehicle
6426-3	61	basic33	goldFish	fish	animal	orange goldfish___ facing right		orange goldfish  facing right	goldFish	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	gloves	3	2	NA	clothing	lamp	2	3	NA	furniture
6426-3	62	basic22	swordFish	fish	animal	swordfish___ facing left		swordfish  facing left	swordFish	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	bison	2	3	NA	animal	pig	3	2	NA	animal
6426-3	64	basic33	tulip	flower	plant	red tulip with stem and leaves		red tulip with stem and leaves	tulip	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	snake	2	2	NA	animal	popcorn	3	3	NA	snack
6426-3	66	basic33	diningTable	table	furniture	coffee table thin looking		coffee table thin looking	diningTable	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	bison	2	2	NA	animal	dress	4	3	NA	clothing
6426-3	69	basic33	husky	dog	animal	husky dog facing left		husky dog facing left	husky	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	3	3	pretzels	4	2	NA	snack	rosemary	2	4	NA	plant
6426-3	70	basic22	parrot	bird	animal	colorful parrot facing left 		colorful parrot facing left 	parrot	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3	cow	2	4	NA	animal	lion	3	2	NA	animal
6426-3	72	basic12	pandaBear	bear	animal	panda___ standing facing camera 		panda  standing facing camera 	pandaBear	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	3	4	squirrel	4	2	NA	animal	koalaBear	2	3	bear	animal
1984-6	1	basic33	poloShirt	shirt	clothing	shirt		shirt	poloShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	cookies	2	4	NA	snack	lion	3	3	NA	animal
1984-6	4	basic23	convertible	car	vehicle	silver car		silver car	convertible	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	socks	4	4	NA	clothing	motorcycle	2	3	NA	vehicle
1984-6	7	basic22	grizzlyBear	bear	animal	bear		bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	lobster	4	4	NA	animal	snake	3	3	NA	animal
1984-6	8	basic12	germanShepherd	dog	animal	dog		dog	germanShepherd	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	pig	3	2	NA	animal	greyhound	2	3	dog	animal
1984-6	10	basic12	polarBear	bear	animal	polar		polar	polarBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	snake	3	3	NA	animal	koalaBear	2	4	bear	animal
1984-6	11	basic23	bedsideTable	table	furniture	nightstand		nightstand	bedsideTable	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	bed	2	3	NA	furniture	bison	3	2	NA	animal
1984-6	14	basic23	goldFish	fish	animal	fish		fish	goldFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	hamster	4	3	NA	animal	dress	2	4	NA	clothing
1984-6	15	basic33	mnMs	candy	snack	mm		mm	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	lamp	3	2	NA	furniture	motorcycle	4	4	NA	vehicle
1984-6	16	basic23	rose	flower	plant	rose		rose	rose	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	ivy	2	3	NA	plant	lobster	4	2	NA	animal
1984-6	17	basic23	dalmatian	dog	animal	dog		dog	dalmatian	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	crocodile	3	2	NA	animal	gloves	2	3	NA	clothing
1984-6	21	basic22	gummyBears	candy	snack	gummy		gummy	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	pretzels	2	4	NA	snack	chips	3	3	NA	snack
1984-6	23	basic33	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	lobster	3	4	NA	animal	popcorn	4	2	NA	snack
1984-6	24	basic12	minivan	car	vehicle	suv		suv	minivan	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	sedan	2	4	car	vehicle	motorcycle	3	3	NA	vehicle
1984-6	25	basic23	jellyBeans	candy	snack	jelly		jelly	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	cookies	3	3	NA	snack	lion	2	2	NA	animal
1984-6	29	basic22	tulip	flower	plant	rose		rose	tulip	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	ivy	2	4	NA	plant	rosemary	3	3	NA	plant
1984-6	31	basic22	tShirt	shirt	clothing	shirt		shirt	tShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bathrobe	2	3	NA	clothing	socks	3	4	NA	clothing
1984-6	34	basic22	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	bookcase	4	2	NA	furniture	wardrobe	3	3	NA	furniture
1984-6	35	basic33	pandaBear	bear	animal	bear		bear	pandaBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	grasses	2	2	NA	plant	bookcase	3	4	NA	furniture
1984-6	36	basic22	hawaiiShirt	shirt	clothing	flower shirt		flower shirt	hawaiiShirt	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	dress	3	3	NA	clothing	bathrobe	4	4	NA	clothing
1984-6	43	basic33	dressShirt	shirt	clothing	shirt		shirt	dressShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	bison	2	3	NA	animal	lamp	3	2	NA	furniture
1984-6	47	basic33	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	popcorn	2	4	NA	snack	rosemary	4	2	NA	plant
1984-6	52	basic22	hummingBird	bird	animal	bird		bird	hummingBird	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	bison	2	4	NA	animal	iguana	4	2	NA	animal
1984-6	53	basic23	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	hamster	3	3	NA	animal	firetruck	2	2	NA	vehicle
1984-6	54	basic12	swordFish	fish	animal	swordfish		swordfish	swordFish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	discusFish	2	4	fish	animal	squirrel	3	2	NA	animal
1984-6	56	basic12	husky	dog	animal	wolf		wolf	husky	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	crocodile	4	4	NA	animal	greyhound	3	3	dog	animal
1984-6	57	basic12	suv	car	vehicle	suv		suv	suv	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	train	3	3	NA	vehicle	sedan	2	2	car	vehicle
1984-6	59	basic23	pigeon	bird	animal	pigeon		pigeon	pigeon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rhino	4	2	NA	animal	pretzels	3	3	NA	snack
1984-6	62	basic33	daisy	flower	plant	flower		flower	daisy	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	firetruck	2	2	NA	vehicle	socks	4	3	NA	clothing
1984-6	63	basic22	sunflower	flower	plant	flower		flower	sunflower	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	rosemary	2	4	NA	plant	ivy	4	2	NA	plant
1984-6	64	basic23	picnicTable	table	furniture	table		table	picnicTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	train	3	3	NA	vehicle	bookcase	4	2	NA	furniture
1984-6	65	basic33	skittles	candy	snack	mm		mm	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rosemary	4	2	NA	plant	bookcase	3	3	NA	furniture
1984-6	66	basic33	clownFish	fish	animal	fish		fish	clownFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	pottedPlant	3	4	NA	plant	bathrobe	2	3	NA	clothing
1984-6	68	basic22	eagle	bird	animal	eagle		eagle	eagle	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	rhino	4	4	NA	animal	snake	2	2	NA	animal
3909-d	1	basic22	mnMs	candy	snack	m&ms		m&ms	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	pretzels	2	3	NA	snack	popcorn	3	2	NA	snack
3909-d	2	basic12	clownFish	fish	animal	orange and white fish		orange and white fish	clownFish	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	3	discusFish	4	2	fish	animal	crocodile	2	4	NA	animal
3909-d	3	basic23	hawaiiShirt	shirt	clothing	shirt		shirt	hawaiiShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	gloves	4	4	NA	clothing	snake	3	3	NA	animal
3909-d	4	basic12	bedsideTable	table	furniture	two-drawer stand		two-drawer stand	bedsideTable	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	bookcase	4	3	NA	furniture	sideTable	3	2	table	furniture
3909-d	5	basic23	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	cow	2	3	NA	animal	pretzels	3	2	NA	snack
