gameid	Trial	condition	TargetItem	basiclevelClickedObj	superdomainClickedObj	speakerMessages	listenerMessages	refExp	clickedType	sub	basic	super	moreThanOneLevelMentioned	additionalAttrMentioned	oneMentioned	theMentioned	fullSentence	spLocsClickedObj	lisLocsClickedObj	alt1Name	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain
4855-c	8	basic23	sportsCar	car	vehicle	sports car		sports car	sportsCar	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	bookcase	4	4	NA	furniture	firetruck	3	3	NA	vehicle
4855-c	9	basic12	tulip	flower	plant	red rose		red rose	tulip	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	pottedPlant	4	4	NA	plant	lily	2	3	flower	plant
4855-c	10	basic22	germanShepherd	dog	animal	dog		dog	germanShepherd	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	hamster	3	4	NA	animal	crocodile	2	2	NA	animal
4855-c	14	basic23	convertible	car	vehicle	convertable car		convertable car	convertible	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2	4	ambulance	3	3	NA	vehicle	cow	4	2	NA	animal
4855-c	22	basic22	daisy	flower	plant	flower		flower	daisy	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rosemary	4	2	NA	plant	ivy	3	3	NA	plant
4855-c	24	basic12	hummingBird	bird	animal	hummingbird		hummingbird	hummingBird	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	sparrow	4	3	bird	animal	elephant	3	2	NA	animal
4855-c	26	basic23	clownFish	fish	animal	fish		fish	clownFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	cow	2	4	NA	animal	lamp	3	3	NA	furniture
4855-c	27	basic22	swordFish	fish	animal	fish		fish	swordFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bison	2	4	NA	animal	horse	4	3	NA	animal
4855-c	30	basic23	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	pretzels	3	2	NA	snack	wardrobe	2	4	NA	furniture
4855-c	32	basic33	jellyBeans	candy	snack	jellybeans		jellybeans	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	firetruck	2	3	NA	vehicle	ivy	4	4	NA	plant
4855-c	33	basic22	goldFish	fish	animal	fish		fish	goldFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	hamster	2	2	NA	animal	kitten	4	3	NA	animal
4855-c	34	basic33	parrot	bird	animal	bird		bird	parrot	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	bed	4	2	NA	furniture	gloves	2	4	NA	clothing
4855-c	38	basic22	polarBear	bear	animal	bear		bear	polarBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	lion	2	3	NA	animal	elephant	4	2	NA	animal
4855-c	39	basic22	picnicTable	table	furniture	table		table	picnicTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	wardrobe	4	3	NA	furniture	bed	2	4	NA	furniture
4855-c	40	basic12	skittles	candy	snack	skittles		skittles	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	candyCorn	2	2	candy	snack	pretzels	3	4	NA	snack
4855-c	41	basic12	grizzlyBear	bear	animal	bear___bear___brown	brown or grey?	bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	lobster	3	2	NA	animal	koalaBear	4	3	bear	animal
4855-c	42	basic33	gummyBears	candy	snack	gummies		gummies	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	bathrobe	4	2	NA	clothing	sheep	2	4	NA	animal
4855-c	44	basic33	minivan	car	vehicle	minivan		minivan	minivan	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	dress	3	2	NA	clothing	popcorn	4	4	NA	snack
4855-c	51	basic22	dressShirt	shirt	clothing	blue shirt		blue shirt	dressShirt	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	gloves	2	3	NA	clothing	bathrobe	4	4	NA	clothing
4855-c	54	basic23	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rabbit	4	2	NA	animal	rosemary	3	3	NA	plant
4855-c	56	basic12	husky	dog	animal	husky		husky	husky	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	rabbit	2	3	NA	animal	greyhound	3	4	dog	animal
4855-c	58	basic33	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	lamp	3	4	NA	furniture	dress	4	3	NA	clothing
4855-c	59	basic23	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	wardrobe	3	3	NA	furniture	motorcycle	4	4	NA	vehicle
4855-c	61	basic23	dalmatian	dog	animal	dog		dog	dalmatian	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rhino	4	2	NA	animal	popcorn	3	3	NA	snack
4855-c	64	basic33	suv	car	vehicle	suv		suv	suv	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bison	4	4	NA	animal	popcorn	2	3	NA	snack
4855-c	65	basic22	tShirt	shirt	clothing	shirt 		shirt 	tShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	bathrobe	4	2	NA	clothing	gloves	3	3	NA	clothing
4855-c	67	basic33	catfish	fish	animal	fish		fish	catfish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	cookies	2	4	NA	snack	wardrobe	4	2	NA	furniture
4855-c	68	basic33	mnMs	candy	snack	m and ms		m and ms	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	bison	4	2	NA	animal	lamp	2	3	NA	furniture
4855-c	69	basic12	hawaiiShirt	shirt	clothing	hawaii shirt		hawaii shirt	hawaiiShirt	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	bathrobe	3	4	NA	clothing	campShirt	4	3	shirt	clothing
4855-c	70	basic23	sunflower	flower	plant	flower		flower	sunflower	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	kitten	3	3	NA	animal	ivy	4	2	NA	plant
4855-c	72	basic33	rose	flower	plant	flower		flower	rose	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	socks	4	3	NA	clothing	pretzels	3	4	NA	snack
4886-d	2	basic12	gummyBears	candy	snack	bmmy bears		bmmy bears	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	candyCorn	4	2	candy	snack	popcorn	2	4	NA	snack
4886-d	6	basic12	germanShepherd	dog	animal	gSheo___shep		gSheo	germanShepherd	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	greyhound	3	3	dog	animal	sheep	2	2	NA	animal
4886-d	13	basic33	jellyBeans	candy	snack	je bean		je bean	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	motorcycle	3	2	NA	vehicle	bookcase	2	4	NA	furniture
4886-d	15	basic23	picnicTable	table	furniture	picnic		picnic	picnicTable	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	hamster	4	4	NA	animal	lamp	3	3	NA	furniture
4886-d	16	basic33	mnMs	candy	snack	MM		MM	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	bookcase	3	2	NA	furniture	sheep	2	4	NA	animal
4886-d	18	basic33	skittles	candy	snack	s		s	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	pig	3	4	NA	animal	grasses	2	3	NA	plant
4886-d	19	basic23	sunflower	flower	plant	sun___flowe		sun	sunflower	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	squirrel	3	4	NA	animal	pottedPlant	4	2	NA	plant
4886-d	22	basic12	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	koalaBear	2	2	bear	animal	sheep	3	3	NA	animal
4886-d	23	basic23	convertible	car	vehicle	car		car	convertible	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bookcase	2	3	NA	furniture	ambulance	3	4	NA	vehicle
4886-d	25	basic23	minivan	car	vehicle	van		van	minivan	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	bed	4	2	NA	furniture	firetruck	2	4	NA	vehicle
4886-d	34	basic22	clownFish	fish	animal	fish		fish	clownFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	rhino	3	2	NA	animal	horse	4	3	NA	animal
4886-d	37	basic22	husky	dog	animal	dog		dog	husky	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	rhino	2	4	NA	animal	hamster	3	3	NA	animal
4886-d	39	basic22	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	wardrobe	3	2	NA	furniture	lamp	2	4	NA	furniture
4886-d	40	basic23	polarBear	bear	animal	bear		bear	polarBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	iguana	4	3	NA	animal	motorcycle	3	4	NA	vehicle
4886-d	41	basic22	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	snake	3	4	NA	animal	crocodile	4	3	NA	animal
4886-d	42	basic23	tulip	flower	plant	rodse___rose		rodse	tulip	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	pottedPlant	2	4	NA	plant	kitten	4	2	NA	animal
4886-d	47	basic33	sportsCar	car	vehicle	car		car	sportsCar	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	hamster	3	2	NA	animal	ivy	4	4	NA	plant
4886-d	48	basic23	pandaBear	bear	animal	bear		bear	pandaBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bookcase	2	4	NA	furniture	rhino	3	3	NA	animal
4886-d	49	basic22	rose	flower	plant	rose		rose	rose	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	pottedPlant	2	2	NA	plant	grasses	4	3	NA	plant
4886-d	50	basic12	hummingBird	bird	animal	humming		humming	hummingBird	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	lobster	2	2	NA	animal	sparrow	4	3	bird	animal
4886-d	54	basic33	goldFish	fish	animal	fish		fish	goldFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	ivy	2	3	NA	plant	bathrobe	4	4	NA	clothing
4886-d	62	basic23	pigeon	bird	animal	pink___bird		pink	pigeon	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	4	train	2	2	NA	vehicle	lion	3	3	NA	animal
4886-d	64	basic22	eagle	bird	animal	nice eagle		nice eagle	eagle	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3	lion	2	4	NA	animal	iguana	3	2	NA	animal
4886-d	65	basic12	coffeeTable	table	furniture	table not tall		table not tall	coffeeTable	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	sideTable	2	4	table	furniture	wardrobe	4	3	NA	furniture
4886-d	71	basic33	daisy	flower	plant	rose		rose	daisy	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	wardrobe	3	4	NA	furniture	pig	4	3	NA	animal
4886-d	72	basic22	grizzlyBear	bear	animal	bear		bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	cow	2	4	NA	animal	crocodile	3	2	NA	animal
6879-8	2	basic12	sunflower	flower	plant	yellow flower		yellow flower	sunflower	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	pottedPlant	4	2	NA	plant	lily	3	3	flower	plant
6879-8	3	basic22	goldFish	fish	animal	goldfish		goldfish	goldFish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	iguana	2	2	NA	animal	lobster	3	3	NA	animal
6879-8	4	basic12	eagle	bird	animal	eagle		eagle	eagle	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	snake	4	4	NA	animal	sparrow	3	3	bird	animal
6879-8	6	basic12	grizzlyBear	bear	animal	grizzly		grizzly	grizzlyBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	lobster	2	2	NA	animal	koalaBear	3	4	bear	animal
6879-8	8	basic12	poloShirt	shirt	clothing	blue polo shirt		blue polo shirt	poloShirt	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	socks	4	4	NA	clothing	campShirt	2	3	shirt	clothing
6879-8	10	basic33	convertible	car	vehicle	car		car	convertible	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	bathrobe	2	2	NA	clothing	pig	4	3	NA	animal
6879-8	12	basic12	polarBear	bear	animal	polar bear		polar bear	polarBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	elephant	3	4	NA	animal	koalaBear	2	3	bear	animal
6879-8	13	basic33	parrot	bird	animal	parrot		parrot	parrot	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	train	2	2	NA	vehicle	gloves	4	3	NA	clothing
6879-8	14	basic33	suv	car	vehicle	car		car	suv	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	popcorn	3	4	NA	snack	snake	2	3	NA	animal
6879-8	16	basic22	minivan	car	vehicle	car___van		car	minivan	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2	4	firetruck	4	3	NA	vehicle	train	3	2	NA	vehicle
6879-8	18	basic23	pandaBear	bear	animal	panda?		panda?	pandaBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	wardrobe	4	3	NA	furniture	hamster	2	2	NA	animal
6879-8	22	basic33	catfish	fish	animal	fish		fish	catfish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	pottedPlant	2	4	NA	plant	dress	3	3	NA	clothing
6879-8	24	basic22	gummyBears	candy	snack	gummy bear		gummy bear	gummyBears	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	cookies	3	3	NA	snack	chips	2	2	NA	snack
6879-8	25	basic22	germanShepherd	dog	animal	dog		dog	germanShepherd	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	rhino	3	3	NA	animal	elephant	2	4	NA	animal
6879-8	31	basic23	rose	flower	plant	rose		rose	rose	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	lobster	4	2	NA	animal	pottedPlant	2	3	NA	plant
6879-8	32	basic22	husky	dog	animal	dog		dog	husky	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	rabbit	2	4	NA	animal	crocodile	3	3	NA	animal
6879-8	34	basic23	hawaiiShirt	shirt	clothing	shirt		shirt	hawaiiShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	crocodile	3	4	NA	animal	socks	2	2	NA	clothing
6879-8	35	basic23	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	bed	3	2	NA	furniture	dress	2	4	NA	clothing
6879-8	37	basic33	picnicTable	table	furniture	bench		bench	picnicTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	popcorn	3	4	NA	snack	bathrobe	4	2	NA	clothing
6879-8	39	basic22	tShirt	shirt	clothing	shirt		shirt	tShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	gloves	2	4	NA	clothing	bathrobe	3	3	NA	clothing
6879-8	40	basic33	dalmatian	dog	animal	dog		dog	dalmatian	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	pottedPlant	4	2	NA	plant	bookcase	2	4	NA	furniture
6879-8	41	basic12	mnMs	candy	snack	mms		mms	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	chips	2	4	NA	snack	candyCorn	4	3	candy	snack
6879-8	42	basic23	skittles	candy	snack	skittles		skittles	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	cookies	2	3	NA	snack	lion	4	2	NA	animal
6879-8	44	basic33	daisy	flower	plant	white flower		white flower	daisy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	chips	2	2	NA	snack	lamp	4	3	NA	furniture
6879-8	45	basic23	jellyBeans	candy	snack	jellybean		jellybean	jellyBeans	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	popcorn	4	4	NA	snack	rabbit	2	3	NA	animal
6879-8	48	basic23	swordFish	fish	animal	sword		sword	swordFish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	gloves	2	4	NA	clothing	lion	4	2	NA	animal
6879-8	50	basic22	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	snake	2	4	NA	animal	lobster	4	3	NA	animal
6879-8	51	basic23	dressShirt	shirt	clothing	dress shirt		dress shirt	dressShirt	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	snake	2	4	NA	animal	dress	4	3	NA	clothing
6879-8	57	basic33	sportsCar	car	vehicle	car		car	sportsCar	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	grasses	2	4	NA	plant	bathrobe	4	2	NA	clothing
6879-8	58	basic23	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	lion	4	3	NA	animal	lamp	2	2	NA	furniture
6879-8	59	basic12	pigeon	bird	animal	pidgeon		pidgeon	pigeon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	sparrow	2	4	bird	animal	elephant	3	3	NA	animal
6879-8	60	basic22	bedsideTable	table	furniture	stand		stand	bedsideTable	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	bed	2	2	NA	furniture	lamp	4	3	NA	furniture
6879-8	62	basic33	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	popcorn	3	2	NA	snack	bookcase	2	4	NA	furniture
6879-8	66	basic22	hummingBird	bird	animal	bird		bird	hummingBird	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	elephant	2	4	NA	animal	horse	3	3	NA	animal
0842-a	1	basic23	coffeeTable	table	furniture	table		table	coffeeTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	socks	3	2	NA	clothing	bookcase	2	3	NA	furniture
0842-a	2	basic12	jellyBeans	candy	snack	multicolor candies___there are some black ones among them	beans or corns	multicolor candies	jellyBeans	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2	popcorn	4	4	NA	snack	candyCorn	2	3	candy	snack
0842-a	6	basic12	goldFish	fish	animal	golden fish		golden fish	goldFish	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	3	discusFish	2	4	fish	animal	snake	4	2	NA	animal
0842-a	8	basic33	hawaiiShirt	shirt	clothing	shirt		shirt	hawaiiShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	bison	3	3	NA	animal	bed	2	4	NA	furniture
0842-a	10	basic33	pigeon	bird	animal	dove		dove	pigeon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	pretzels	4	3	NA	snack	bed	2	2	NA	furniture
0842-a	14	basic12	swordFish	fish	animal	swordfish		swordfish	swordFish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	discusFish	2	3	fish	animal	elephant	3	4	NA	animal
0842-a	15	basic12	grizzlyBear	bear	animal	bear		bear	grizzlyBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	squirrel	2	2	NA	animal	koalaBear	4	4	bear	animal
0842-a	18	basic33	minivan	car	vehicle	car		car	minivan	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	bathrobe	2	3	NA	clothing	lobster	3	2	NA	animal
0842-a	19	basic33	pug	dog	animal	dog		dog	pug	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	bookcase	3	4	NA	furniture	cookies	4	2	NA	snack
0842-a	25	basic22	tShirt	shirt	clothing	shirt		shirt	tShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	socks	3	2	NA	clothing	dress	2	3	NA	clothing
0842-a	28	basic33	rose	flower	plant	rose		rose	rose	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	wardrobe	4	3	NA	furniture	motorcycle	3	4	NA	vehicle
0842-a	29	basic33	daisy	flower	plant	flower		flower	daisy	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	train	3	2	NA	vehicle	socks	4	4	NA	clothing
0842-a	30	basic12	polarBear	bear	animal	bear		bear	polarBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	koalaBear	3	3	bear	animal	sheep	2	4	NA	animal
0842-a	31	basic12	catfish	fish	animal	catfish		catfish	catfish	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	discusFish	3	4	fish	animal	iguana	2	2	NA	animal
0842-a	33	basic12	skittles	candy	snack	mm		mm	skittles	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	chips	3	4	NA	snack	candyCorn	4	2	candy	snack
0842-a	36	basic22	sportsCar	car	vehicle	racing car		racing car	sportsCar	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	ambulance	4	4	NA	vehicle	train	2	2	NA	vehicle
0842-a	40	basic22	poloShirt	shirt	clothing	shirt		shirt	poloShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2	socks	2	3	NA	clothing	dress	3	4	NA	clothing
0842-a	41	basic22	husky	dog	animal	wolf		wolf	husky	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	rhino	2	2	NA	animal	kitten	4	3	NA	animal
0842-a	42	basic22	suv	car	vehicle	offroad car		offroad car	suv	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4	ambulance	4	2	NA	vehicle	motorcycle	3	3	NA	vehicle
0842-a	47	basic23	germanShepherd	dog	animal	dog		dog	germanShepherd	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	elephant	3	2	NA	animal	bathrobe	4	4	NA	clothing
0842-a	49	basic33	eagle	bird	animal	eagle		eagle	eagle	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	chips	4	4	NA	snack	ambulance	3	3	NA	vehicle
0842-a	51	basic23	tulip	flower	plant	flower		flower	tulip	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bathrobe	2	4	NA	clothing	ivy	4	3	NA	plant
0842-a	53	basic33	mnMs	candy	snack	mm		mm	mnMs	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3	firetruck	3	2	NA	vehicle	rhino	2	4	NA	animal
0842-a	54	basic23	dalmatian	dog	animal	dog		dog	dalmatian	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	firetruck	4	2	NA	vehicle	crocodile	2	3	NA	animal
0842-a	57	basic33	clownFish	fish	animal	fish		fish	clownFish	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	pretzels	3	2	NA	snack	lamp	4	3	NA	furniture
0842-a	58	basic22	sunflower	flower	plant	sunflower		sunflower	sunflower	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	pottedPlant	2	4	NA	plant	ivy	4	3	NA	plant
0842-a	59	basic23	diningTable	table	furniture	table		table	diningTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	bookcase	2	4	NA	furniture	crocodile	4	3	NA	animal
0842-a	60	basic23	picnicTable	table	furniture	bench		bench	picnicTable	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	bed	4	2	NA	furniture	rhino	3	3	NA	animal
0842-a	61	basic22	hummingBird	bird	animal	bird		bird	hummingBird	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	4	sheep	4	2	NA	animal	lion	2	3	NA	animal
0842-a	65	basic23	dressShirt	shirt	clothing	shirt		shirt	dressShirt	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	hamster	4	4	NA	animal	dress	2	3	NA	clothing
0842-a	66	basic22	pandaBear	bear	animal	panda		panda	pandaBear	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	iguana	3	2	NA	animal	rabbit	4	3	NA	animal
0842-a	67	basic22	blackBear	bear	animal	bear		bear	blackBear	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	lion	2	3	NA	animal	snake	3	2	NA	animal
0842-a	70	basic12	parrot	bird	animal	parrot		parrot	parrot	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	rabbit	4	2	NA	animal	sparrow	2	4	bird	animal
5222-f	2	basic12	tShirt	shirt	clothing	blue shirt no buttons		blue shirt no buttons	tShirt	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4	campShirt	4	3	shirt	clothing	dress	2	2	NA	clothing
5222-f	4	basic22	mnMs	candy	snack	candy 		candy 	mnMs	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4	pretzels	3	2	NA	snack	cookies	4	3	NA	snack
