gameid,time,roundNum,sender,contents
3602-8,1479923738824,1,speaker,"pepper"
3602-8,1479923751494,2,speaker,"reddish brown thing"
3602-8,1479923758327,3,speaker,"carrot"
3602-8,1479923765362,4,speaker,"purple tomato"
3602-8,1479923770336,5,speaker,"pear"
3602-8,1479923786343,6,speaker,"orange pear"
3602-8,1479923792981,7,speaker,"green tomato"
3602-8,1479923800028,8,speaker,"blue banana"
3602-8,1479923808543,9,speaker,"blue apple"
3602-8,1479923813589,10,speaker,"pepper"
3602-8,1479923821416,11,speaker,"purple tomato"
3602-8,1479923827765,12,speaker,"avocado"
3602-8,1479923832661,13,speaker,"apple"
3602-8,1479923834900,13,listener,"whoops, sorry!"
3602-8,1479923843863,14,speaker,"it's okay! Orange carrot"
3602-8,1479923849820,15,speaker,"purple carrot"
3602-8,1479923856253,16,speaker,"orange pear"
3602-8,1479923862475,17,speaker,"green pear"
3602-8,1479923869386,18,speaker,"blue apple"
3602-8,1479923877124,19,speaker,"orange carrot"
3602-8,1479923881806,20,speaker,"apple"
3602-8,1479923888104,21,speaker,"brown carrot"
3602-8,1479923893650,22,speaker,"avocado"
3602-8,1479923899619,23,speaker,"green apple"
3602-8,1479923905466,24,speaker,"banana"
3602-8,1479923910866,25,speaker,"red tomato"
3602-8,1479923917138,26,speaker,"green pear"
3602-8,1479923926487,27,speaker,"black pepper"
3602-8,1479923933490,28,speaker,"red avocado"
3602-8,1479923941479,29,speaker,"yellow banana"
3602-8,1479923947414,30,speaker,"avocado"
3602-8,1479923953049,31,speaker,"red pepper"
3602-8,1479923958587,32,speaker,"red apple"
3602-8,1479923963955,33,speaker,"blue banana"
3602-8,1479923970962,34,speaker,"green avocado"
3602-8,1479923977634,35,speaker,"black pepper"
3602-8,1479923983359,36,speaker,"banana"
3602-8,1479923988364,37,speaker,"tomato"
3602-8,1479923993720,38,speaker,"tomato"
3602-8,1479924001434,39,speaker,"yellow pepper"
3602-8,1479924006913,40,speaker,"banana"
3602-8,1479924013943,41,speaker,"yellow pear"
3602-8,1479924019518,42,speaker,"purple carrot"
