Item,Color,Utterance,Typicality,CI.low,CI.high
tomato,purple,red pepper,0.038,0.0126086956521739,0.0726086956521739
tomato,purple,red tomato,0.218,0.1807453125,0.2543140625
tomato,purple,yellow banana,0.026,0.0083125,0.0466666666666667
tomato,purple,yellow pear,0.031,0.0114285714285714,0.055
tomato,red,black avocado,0.044,0.0136842105263158,0.086328947368421
tomato,red,black pepper,0.125,0.043109375,0.25753125
tomato,red,blue apple,0.024,0,0.0626666666666667
tomato,red,blue banana,0.023,0.0075,0.0400125
tomato,red,brown banana,0.026,0.00866666666666667,0.048
tomato,red,brown carrot,0.017,0.00166666666666667,0.0408541666666666
tomato,red,green apple,0.051,0.0110526315789474,0.116328947368421
tomato,red,green avocado,0.022,0.00831944444444445,0.0394444444444444
tomato,red,green pear,0.034,0.0152794117647059,0.0547058823529412
tomato,red,green pepper,0.024,0.0121428571428571,0.0371428571428571
tomato,red,green tomato,0.214,0.1814359375,0.2472546875
tomato,red,orange carrot,0.056,0.0121428571428571,0.13075
tomato,red,orange pear,0.084,0.0166666666666667,0.188375
tomato,red,orange pepper,0.034,0.00785714285714286,0.0721428571428571
tomato,red,purple carrot,0.003,0,0.00777777777777778
tomato,red,purple tomato,0.141,0.0963112244897959,0.195933673469388
tomato,red,red apple,0.077,0.0218181818181818,0.144590909090909
tomato,red,red avocado,0.199,0.04725,0.391863636363636
tomato,red,red pepper,0.11,0.044,0.182025
tomato,red,red tomato,0.969,0.949684375,0.9845640625
tomato,red,yellow banana,0.019,0.00615384615384615,0.0353846153846154
tomato,red,yellow pear,0.023,0.004,0.056
