Item,Color,Utterance,Typicality,CI.low,CI.high
pear,orange,green,0.03,0.005,0.0653660714285714
pear,orange,orange,0.787,0.739268229166667,0.8352265625
pear,orange,purple,0.057,0.0210743243243243,0.11
pear,orange,red,0.227,0.162290697674419,0.30071511627907
pear,orange,yellow,0.09,0.0452777777777778,0.141944444444444
pear,yellow,black,0.045,0.0206555555555556,0.0795555555555556
pear,yellow,blue,0.084,0.030527027027027,0.155689189189189
pear,yellow,brown,0.216,0.150295454545455,0.286681818181818
pear,yellow,green,0.1,0.0484296875,0.1656328125
pear,yellow,orange,0.35,0.27173125,0.43325
pear,yellow,purple,0.051,0.0187096774193548,0.100653225806452
pear,yellow,red,0.064,0.0266666666666667,0.110006944444444
pear,yellow,yellow,0.676,0.6272734375,0.721888020833333
pepper,black,black,0.819,0.739401960784314,0.892191176470588
pepper,black,blue,0.182,0.1025,0.2641015625
pepper,black,brown,0.104,0.0563680555555556,0.156111111111111
pepper,black,green,0.081,0.0372727272727273,0.132121212121212
pepper,black,orange,0.057,0.0203557692307692,0.102307692307692
pepper,black,purple,0.093,0.0433125,0.159166666666667
pepper,black,red,0.078,0.0183229166666667,0.149604166666667
pepper,black,yellow,0.073,0.0246875,0.13659375
pepper,green,black,0.059,0.0213837209302326,0.107011627906977
pepper,green,blue,0.087,0.0409523809523809,0.145005952380952
pepper,green,brown,0.061,0.0338461538461538,0.0915448717948718
pepper,green,green,0.914,0.87728125,0.9434375
pepper,green,orange,0.12,0.0542340425531915,0.202579787234043
pepper,green,purple,0.02,0.0110810810810811,0.030554054054054
pepper,green,red,0.056,0.0157894736842105,0.112131578947368
pepper,green,yellow,0.082,0.0372327586206897,0.137258620689655
pepper,orange,black,0.023,0.00885,0.0420071428571429
pepper,orange,blue,0.052,0.013030303030303,0.0994242424242424
pepper,orange,brown,0.295,0.218018292682927,0.370774390243902
pepper,orange,green,0.071,0.0391666666666667,0.113369791666667
pepper,orange,orange,0.781,0.743958333333333,0.8170859375
pepper,orange,purple,0.052,0.01079,0.116
pepper,orange,red,0.134,0.08798,0.18482
pepper,orange,yellow,0.161,0.103977777777778,0.214694444444444
pepper,red,black,0.057,0.0126923076923077,0.128480769230769
pepper,red,blue,0.041,0.0137142857142857,0.0842857142857143
pepper,red,brown,0.085,0.0448779069767442,0.13581976744186
pepper,red,green,0.073,0.0357906976744186,0.116976744186047
pepper,red,orange,0.304,0.225475806451613,0.386822580645161
pepper,red,purple,0.059,0.0255086206896552,0.100008620689655
pepper,red,red,0.855,0.821033854166667,0.885848958333333
pepper,red,yellow,0.052,0.026125,0.0815965909090909
tomato,green,black,0.033,0.0138191489361702,0.0538404255319149
tomato,green,blue,0.061,0.0145454545454545,0.120909090909091
tomato,green,brown,0.07,0.0305642857142857,0.120578571428571
tomato,green,green,0.82,0.783015625,0.858546875
tomato,green,orange,0.063,0.0352083333333333,0.09584375
tomato,green,purple,0.052,0.0146985294117647,0.113242647058824
tomato,green,red,0.049,0.0122857142857143,0.100578571428571
tomato,green,yellow,0.093,0.0481171875,0.1425078125
tomato,purple,black,0.017,0.00763157894736842,0.0292171052631579
tomato,purple,blue,0.076,0.0383622448979592,0.115107142857143
tomato,purple,brown,0.031,0.0062962962962963,0.0748240740740741
tomato,purple,green,0.064,0.028974358974359,0.106179487179487
tomato,purple,orange,0.085,0.0296774193548387,0.156153225806452
tomato,purple,purple,0.869,0.825,0.910640625
tomato,purple,red,0.098,0.06025,0.134337837837838
tomato,purple,yellow,0.028,0.0132177419354839,0.0458145161290323
tomato,red,black,0.029,0.00757575757575758,0.0581818181818182
tomato,red,blue,0.061,0.0289021739130435,0.100652173913043
tomato,red,brown,0.136,0.0768833333333333,0.202011111111111
tomato,red,green,0.076,0.0362166666666667,0.122227777777778
tomato,red,orange,0.129,0.0736463414634146,0.185865853658537
tomato,red,purple,0.095,0.042,0.163428571428571
tomato,red,red,0.867,0.838333333333333,0.892513020833333
tomato,red,yellow,0.039,0.0163333333333333,0.068
