alpha,lengthCost,freqCost,typWeight,logLikelihood,outputProb
11.71996824751054,2.6879462518019723,0.01244500626376376,1,-1270.1681390714675,-6.907755278982137
11.574912474968936,2.626082643187647,0.0013417306704822517,1,-1270.2054699704545,-6.907755278982137
11.526459971723906,2.5980742567914334,0.011693093595976365,1,-1270.4790020302246,-6.907755278982137
11.526459971723906,2.656460861705568,0.011693093595976365,1,-1270.4932491815557,-6.907755278982137
11.561831733298536,2.537309882256469,0.011693093595976365,1,-1270.6347810202008,-6.907755278982137
11.60514955439345,2.5635641117035406,0.0009451272775110955,1,-1270.3203668715676,-6.907755278982137
11.586773511566705,2.538288156344014,0.0009451272775110955,1,-1270.476410457711,-6.907755278982137
11.62988529416958,2.554917310460543,0.0009451272775110955,1,-1270.3372300624471,-6.907755278982137
11.509500549203938,2.6292397165319334,0.06488529746476818,1,-1271.4174118462447,-6.907755278982137
11.493207105667272,2.573710014898217,0.02711063803125979,1,-1270.8147875269253,-6.907755278982137
11.409374408817197,2.618039334783028,0.09564661146041518,1,-1272.2929970927153,-6.907755278982137
11.377291057020582,2.5433613894068294,0.016429255333997198,1,-1270.9935032598466,-6.907755278982137
11.401284628506918,2.5618028161104194,0.016429255333997198,1,-1270.8848666283584,-6.907755278982137
11.401284628506918,2.6284916396621196,0.024031100856880802,1,-1270.9862662776766,-6.907755278982137
11.42099858905216,2.5385837506994298,0.024031100856880802,1,-1271.021754454373,-6.907755278982137
11.337771554142398,2.5777199423893817,0.010601813268219589,1,-1270.9264473235553,-6.907755278982137
11.38050605288641,2.5777199423893817,0.010601813268219589,1,-1270.8160719662721,-6.907755278982137
11.441066999735542,2.5870757280985037,0.010601813268219589,1,-1270.658482282959,-6.907755278982137
11.441066999735542,2.5129333739473454,0.05986667625443671,1,-1271.5851062846457,-6.907755278982137
11.393118201578849,2.511412212484841,0.05986667625443671,1,-1271.6963143806556,-6.907755278982137
11.34111822499003,2.5146160458382205,0.007086674002969347,1,-1271.0710443313283,-6.907755278982137
11.344048984920484,2.542796170450165,0.002968179848829066,1,-1270.8849883418145,-6.907755278982137
11.338255611619612,2.623435912182908,0.012982712848786866,1,-1270.974253676387,-6.907755278982137
11.287871119457058,2.5926868657950797,0.0014618288391009422,1,-1270.9131716231154,-6.907755278982137
11.130460972405825,2.56234380728403,0.0014618288391009422,1,-1271.4405843545142,-6.907755278982137
11.226697399365843,2.5583736623955953,0.023933327759371095,1,-1271.4866787514966,-6.907755278982137
11.250125570410624,2.496687382217157,0.14771501362773345,1,-1273.6720363239776,-6.907755278982137
11.447846448257327,2.524151839622925,0.164422338567305,1,-1273.3396132703956,-6.907755278982137
11.487571087882394,2.4273566796830326,0.11707666536926845,1,-1272.7817265338251,-6.907755278982137
11.508327302953713,2.4954024370190107,0.07871622532991043,1,-1271.8014968928703,-6.907755278982137
11.551541642221352,2.4889777037792022,0.16448114031505318,1,-1273.0901736593512,-6.907755278982137
11.662546939850062,2.4429177734086394,0.012554434894838339,1,-1271.4059597721134,-6.907755278982137
11.621540403636777,2.420651957844138,0.08193038413428774,1,-1272.2732187101199,-6.907755278982137
11.444421702842465,2.4492064506602755,0.04744163034549867,1,-1271.8191530787306,-6.907755278982137
11.409310133021123,2.518706182162585,0.0940075635635196,1,-1272.1699330746658,-6.907755278982137
11.416963752908327,2.527872431621968,0.0940075635635196,1,-1272.1329477765116,-6.907755278982137
11.430127118455225,2.6417260093373125,0.06566730428397678,1,-1271.713033521202,-6.907755278982137
11.419470932906243,2.6787652555642163,0.06566730428397678,1,-1271.941385440473,-6.907755278982137
11.419470932906243,2.637234202176983,0.14378911196536726,1,-1273.419874173253,-6.907755278982137
11.288190318364382,2.517453795825418,0.15194131134602343,1,-1273.6271735617042,-6.907755278982137
11.288190318364382,2.4217210102809577,0.197168095696301,1,-1274.603655730094,-6.907755278982137
11.332172863241782,2.4217210102809577,0.29322950643171053,1,-1276.4685276096,-6.907755278982137
11.362785499639957,2.3758407053050794,0.29322950643171053,1,-1276.4004868634936,-6.907755278982137
11.299223064559747,2.3450786409250775,0.22487197456203284,1,-1275.433120655888,-6.907755278982137
11.215825755984534,2.3751499936030944,0.14520216178364803,1,-1274.1768378050247,-6.907755278982137
11.236575256273426,2.3751499936030944,0.06592060043650075,1,-1273.0861730206248,-6.907755278982137
11.15321855745257,2.4424280341588718,0.044577900947021194,1,-1272.448775526241,-6.907755278982137
11.174587433973919,2.5038010283680694,0.015161317508149636,1,-1271.6508008101725,-6.907755278982137
11.220143688098853,2.422629325036035,0.0041231088631368575,1,-1271.9792305014328,-6.907755278982137
11.210570031743087,2.4246527517927996,0.021181462004663577,1,-1272.1592866664719,-6.907755278982137
11.270182126224222,2.471063763745657,0.12078704720174,1,-1273.138800918872,-6.907755278982137
