infWeight,lengthCostWeight,freqCostWeight,typWeight,empiricalVsTruthConditional,logLikelihood,outputProb
14.84304129723468,0,0,0,0.4706403852906093,0.00903571334056183,-1465.1004114179964,-7.600902459542082
14.960797077743422,0,0,0,0.536507114116104,0.013364108584688013,-1463.1485956972938,-7.600902459542082
14.84465944669218,0,0,0,0.5828196607995793,0.025032305372268283,-1466.2380863915873,-7.600902459542082
14.842773101432336,0,0,0,0.5918631889391704,0.022117133030805154,-1466.9952636517323,-7.600902459542082
14.92844314803378,0,0,0,0.585778308892624,0.025117140476811545,-1466.8312710694133,-7.600902459542082
14.827069252124142,0,0,0,0.5011553861666485,0.03247573899862642,-1463.7970002886336,-7.600902459542082
14.843084374861878,0,0,0,0.547378399735318,0.051443975886557684,-1464.8504091288312,-7.600902459542082
14.853418393666008,0,0,0,0.5056956861168159,0.010513261605206832,-1462.9913735726277,-7.600902459542082
14.923266378045163,0,0,0,0.4837319655343903,0.010513261605206832,-1463.839964117429,-7.600902459542082
15.018362001702268,0,0,0,0.5189963075332358,0.010513261605206832,-1462.737200560062,-7.600902459542082
14.880799085600382,0,0,0,0.5039459267631188,0.004010952902850368,-1462.83737839356,-7.600902459542082
15.01243462911815,0,0,0,0.5004359782673433,0.004010952902850368,-1462.752216827431,-7.600902459542082
14.888749838480805,0,0,0,0.5227876299992218,0.009431011110751116,-1462.7528451403762,-7.600902459542082
14.709717414341947,0,0,0,0.5567455398850157,0.058151486275618065,-1465.408689521593,-7.600902459542082
14.554336856724778,0,0,0,0.5237099317833795,0.058151486275618065,-1464.5726484157576,-7.600902459542082
14.483705190103585,0,0,0,0.5021519157569869,0.02526181027069222,-1464.2398929779458,-7.600902459542082
14.36245789555841,0,0,0,0.5359398741275087,0.06877864693532178,-1465.09402520256,-7.600902459542082
14.428386745043184,0,0,0,0.5359398741275087,0.06877864693532178,-1465.0704533984517,-7.600902459542082
14.614236930757846,0,0,0,0.5182653440162555,0.028517343711506493,-1463.5299364799773,-7.600902459542082
14.68544491156944,0,0,0,0.526866032974796,0.040580428116460704,-1463.8261617591443,-7.600902459542082
14.62276306455032,0,0,0,0.5529128963127746,0.04293059845874594,-1464.459735232492,-7.600902459542082
14.672608977090652,0,0,0,0.5003713277634247,0.009815202160050034,-1463.4899317836334,-7.600902459542082
14.57154779201382,0,0,0,0.5133197348564877,0.03569631946184574,-1463.925883882521,-7.600902459542082
14.594890479417606,0,0,0,0.5159657927230015,0.0005163217923068768,-1462.8285455001412,-7.600902459542082
14.763604572787965,0,0,0,0.5210249147377922,0.04515798127782897,-1463.9548752304659,-7.600902459542082
14.853893647482703,0,0,0,0.5264487928245231,0.01763395642450935,-1463.0255061814296,-7.600902459542082
14.923349942406723,0,0,0,0.5264487928245231,0.002437264843763676,-1462.5909679900199,-7.600902459542082
14.97689091768124,0,0,0,0.5699655648320928,0.048135841578084114,-1466.5070988188966,-7.600902459542082
15.031076671043495,0,0,0,0.4984138701111093,0.048135841578084114,-1464.1016791352783,-7.600902459542082
15.03817674084575,0,0,0,0.5259262152481838,0.01652635526449511,-1463.0127770181607,-7.600902459542082
15.129880376532759,0,0,0,0.5259262152481838,0.011323621369873397,-1462.896780114433,-7.600902459542082
15.025988950906408,0,0,0,0.5012904556002482,0.061959849367359,-1464.5677585758417,-7.600902459542082
15.031001491099683,0,0,0,0.5112221010960653,0.0078020072964728755,-1462.6536881301477,-7.600902459542082
