alpha,lengthCost,freqCost,typWeight,logLikelihood,outputProb
6.032536575117524,2.5409328841594836,0.7992526836214803,1.511508023095368,-1249.3382301405768,-6.907755278982137
6.0674092032180535,2.5409328841594836,0.7858956579026455,1.511508023095368,-1249.2787661922844,-6.907755278982137
6.0674092032180535,2.576739942160881,0.7403134001676794,1.511508023095368,-1249.2151454012564,-6.907755278982137
6.0674092032180535,2.576739942160881,0.7403134001676794,1.5748438083717693,-1248.6218093566672,-6.907755278982137
6.0674092032180535,2.576739942160881,0.7403134001676794,1.5277253944537383,-1249.0006182683894,-6.907755278982137
6.0674092032180535,2.5170350442976908,0.7403134001676794,1.5860417330161973,-1248.4974509259052,-6.907755278982137
6.0674092032180535,2.4807137076831864,0.7403134001676794,1.5860417330161973,-1248.5590440876529,-6.214608098422191
6.128263897398966,2.4807137076831864,0.7403134001676794,1.6230197104285233,-1248.8205079783288,-6.907755278982137
6.111960056954849,2.4463873489390595,0.7403134001676794,1.6230197104285233,-1248.948859002719,-6.907755278982137
6.0293576578529,2.4463873489390595,0.7403134001676794,1.5421445332900134,-1248.7856752853265,-6.907755278982137
6.0293576578529,2.543337771802677,0.8000503537140389,1.5421445332900134,-1249.0159367217327,-6.907755278982137
6.0293576578529,2.543337771802677,0.8000503537140389,1.5654578059868347,-1248.8677766164458,-6.907755278982137
6.0293576578529,2.4784722423741843,0.8012270325927124,1.5654578059868347,-1249.0552804399802,-6.907755278982137
5.963502533635612,2.4784722423741843,0.8849295025360079,1.5654578059868347,-1249.8923370453172,-6.907755278982137
5.9854155373868645,2.4784722423741843,0.8849295025360079,1.5719337169737801,-1249.9262319205216,-6.907755278982137
6.043817256396933,2.4784722423741843,0.8849295025360079,1.5719337169737801,-1250.091072489908,-6.907755278982137
6.043817256396933,2.5696449828042063,0.8849295025360079,1.6377609083971982,-1249.7056529643876,-6.907755278982137
6.043817256396933,2.5611844185688653,0.8849295025360079,1.6377609083971982,-1249.744683999196,-6.907755278982137
6.001817057010613,2.5611844185688653,0.8443263784986623,1.6377609083971982,-1249.2091048792201,-6.907755278982137
5.988063244126501,2.5611844185688653,0.8443263784986623,1.6377609083971982,-1249.1817402716085,-6.907755278982137
5.988063244126501,2.5009532804265526,0.8443263784986623,1.6377609083971982,-1249.4463833912862,-6.907755278982137
5.988063244126501,2.4571584158242143,0.8523170445847701,1.6377609083971982,-1249.899442001101,-6.907755278982137
5.988063244126501,2.4571584158242143,0.7899752324815422,1.6377609083971982,-1249.1281229259228,-6.907755278982137
5.988063244126501,2.4571584158242143,0.7002429020697076,1.6377609083971982,-1248.371310584981,-6.907755278982137
5.9001858038216195,2.4571584158242143,0.7002429020697076,1.6377609083971982,-1248.3368185646605,-6.907755278982137
5.836638676202852,2.4571584158242143,0.7002429020697076,1.587582090672512,-1248.4062777317895,-6.907755278982137
5.836638676202852,2.4571584158242143,0.6456448347490107,1.587582090672512,-1248.311465813273,-6.907755278982137
