infWeight,lengthCostWeight,freqCostWeight,typWeight,logLikelihood,outputProb
5.979402373032728,0.05187170443671433,0.02357840485972683,4.450144993191084,-1333.8995315959462,-6.907755278982137
6.115245966287413,0.08119514593860584,0.03382134812669423,4.450144993191084,-1334.5815540622282,-6.907755278982137
6.236407176172442,0.015674075568017497,0.10897064822726524,4.4811081314026024,-1335.4008201413349,-6.907755278982137
6.210633240034886,0.11248458600880609,0.08724810368382012,4.596992309580987,-1337.0086426338116,-6.907755278982137
6.150168640725397,0.034122421179689076,0.048763231193572516,4.563286839847883,-1334.227628106726,-6.907755278982137
6.1975016968325605,0.0014809060153360813,0.08148799359629123,4.699300734608862,-1334.6366390811982,-6.907755278982137
6.176927516004152,0.0014809060153360813,0.107504869068733,4.777664940481501,-1335.4249438516415,-6.907755278982137
6.25897563789048,0.0014809060153360813,0.13700293055990947,4.59281694935957,-1335.903265639329,-6.907755278982137
6.203742024535395,0.0014809060153360813,0.035082613239594086,4.477749481893573,-1333.8777780515334,-6.907755278982137
6.146543301129796,0.01068310727561963,0.02985532918327476,4.494011130373422,-1333.7035428589181,-6.907755278982137
6.178169470792719,0.024440062265609616,0.02985532918327476,4.543746374736968,-1333.805539471531,-6.907755278982137
6.200157173024573,0.024440062265609616,0.08680785135310953,4.331955451428389,-1335.1856991982634,-6.907755278982137
6.27023655115635,0.09684740804417723,0.01762042157136361,4.486518445474525,-1334.6119708968872,-6.907755278982137
6.110414716275492,0.06283944701180025,0.01666248314287147,4.437726216859614,-1333.956899402685,-6.907755278982137
6.191806859336875,0.13033596958249435,0.053764275331651755,4.479592155016458,-1336.1994445598616,-6.907755278982137
6.19670537649662,0.1155471877775304,0.05693923310916529,4.6195070416698805,-1336.1416034308686,-6.907755278982137
6.228102955501608,0.1376324391107224,0.05693923310916529,4.677413469602783,-1336.9187780779434,-6.907755278982137
6.229207698348991,0.025162677901769483,0.05693923310916529,4.563811336693783,-1334.3831773183017,-6.907755278982137
6.298597373673774,0.025162677901769483,0.05398799687508146,4.418475951024762,-1334.6592056349714,-6.907755278982137
6.171124885138206,0.023087632484013517,0.01908949074198881,4.390668704317382,-1333.8706462088494,-6.907755278982137
6.091509338282131,0.029522705628615906,0.021425363848716263,4.355992626448593,-1333.8646178318945,-6.907755278982137
6.1595032732003245,0.029522705628615906,0.021425363848716263,4.286159904164693,-1334.2189450807243,-6.907755278982137
6.160391550092108,0.003195946252642106,0.060292921319127134,4.265663912569604,-1334.6991697896033,-6.907755278982137
6.159856483060947,0.00426189694425931,0.08210056915581418,4.276388277023531,-1334.9876059433452,-6.907755278982137
6.169901792006648,0.00426189694425931,0.0786062392298805,4.155439907827846,-1335.4349795779133,-6.907755278982137
6.182383580925024,0.022134388939728477,0.054497961751142125,4.155439907827846,-1335.22364652746,-6.907755278982137
6.135337313078425,0.015988658703925275,0.12630664144533815,4.243597287920735,-1336.0087928962007,-6.907755278982137
6.266638427088117,0.01948680716904208,0.180839225387975,4.285449843158444,-1337.5089501116715,-6.907755278982137
6.35069709639073,0.01948680716904208,0.10401765832490541,4.310409136119729,-1335.8998871253252,-6.907755278982137
6.188192325271747,0.01948680716904208,0.04240144603823427,4.399766086650511,-1334.1991899314464,-6.907755278982137
6.2515504910145765,0.00412131099431699,0.04240144603823427,4.368831539390108,-1334.386171775714,-6.907755278982137
6.295181538676925,0.10025436810228977,0.007776687632523904,4.308465281923732,-1334.8053000682937,-6.907755278982137
6.295181538676925,0.03086373346742001,0.08867812405714161,4.285016530662275,-1335.637133777142,-6.907755278982137
6.2878275700845645,0.12844067110416685,0.05618923636558715,4.4272289621675975,-1336.249450962406,-6.907755278982137
6.32106204442688,0.07638589558248057,0.0034948866686687354,4.580109975536784,-1334.1099823409295,-6.907755278982137
6.346432864340104,0.1830646899164666,0.009525403824292003,4.580109975536784,-1336.3958751358516,-6.907755278982137
6.38843610091143,0.1830646899164666,0.009525403824292003,4.7501044852691345,-1336.8725734691905,-6.907755278982137
6.361196032492525,0.1401612438828696,0.03193092969267545,4.756590488230309,-1336.395975019187,-6.907755278982137
6.30107116540902,0.1604462544069637,0.03193092969267545,4.638554771480582,-1336.6032830822646,-6.907755278982137
6.30107116540902,0.163444131529798,0.08112775053360546,4.657041521559901,-1338.572482713778,-6.907755278982137
6.324191588629118,0.08171126652592907,0.07547836662797829,4.7588053961782375,-1336.244191049679,-6.907755278982137
6.050426487624726,0.06995988473596583,0.07547836662797829,4.876129186901694,-1336.6024188044423,-6.907755278982137
5.954442844959058,0.06995988473596583,0.045683886191645796,4.94833071966186,-1336.182618483341,-6.907755278982137
5.902011119108728,0.03816436321934626,0.021380304661006305,4.94833071966186,-1334.7692648674033,-6.907755278982137
