infWeight,lengthCostWeight,freqCostWeight,typWeight,empiricalVsTruthConditional,logLikelihood,outputProb
19.09659922016113,0,0,0,0.38233164001901454,0.028842283702627407,-1462.4421554182782,-7.600902459542082
19.14080793578438,0,0,0,0.38233164001901454,0.017283747009235927,-1462.0888217864947,-7.600902459542082
19.151869893262905,0,0,0,0.38233164001901454,0.0633420912189791,-1463.459353694403,-7.600902459542082
19.214443977040048,0,0,0,0.39943589412321157,0.007512922004483866,-1461.426953134728,-7.600902459542082
19.33620882015936,0,0,0,0.39943589412321157,0.047035851668913914,-1462.605318934221,-7.600902459542082
19.27070636218674,0,0,0,0.3975550560531468,0.047035851668913914,-1462.5710387412835,-7.600902459542082
19.20622516833506,0,0,0,0.3975550560531468,0.01696576622699388,-1461.6598145980938,-7.600902459542082
19.318996769332134,0,0,0,0.4263017456298024,0.034055555901636524,-1463.6481568655522,-7.600902459542082
19.231411518345393,0,0,0,0.3479763515078724,0.004698402795186975,-1465.3787454194746,-7.600902459542082
19.08113222667276,0,0,0,0.3940867936955095,0.004698402795186975,-1461.4426396077122,-7.600902459542082
19.145584532947083,0,0,0,0.3901219008275569,0.03557069077439799,-1462.2928480760902,-7.600902459542082
19.232202898853263,0,0,0,0.3901219008275569,0.06316859135873297,-1463.172180218951,-7.600902459542082
19.395607058240834,0,0,0,0.4025379782327712,0.046662721242223634,-1462.6947200302366,-7.600902459542082
19.26127538820988,0,0,0,0.36568082112532857,0.018432164184541903,-1463.1590812185623,-7.600902459542082
19.415677745270347,0,0,0,0.3813688477286399,0.08658055639306755,-1464.1540751932275,-7.600902459542082
19.480181406766913,0,0,0,0.3946715308604091,0.06919463132725011,-1463.3787780000994,-7.600902459542082
19.496540914012858,0,0,0,0.3911324596748948,0.05999263515346945,-1462.9722389325627,-7.600902459542082
19.435723325007395,0,0,0,0.4062301096757203,0.02109145517857486,-1462.0265445400926,-7.600902459542082
19.36534165139569,0,0,0,0.3939226972655654,0.03873696382432414,-1462.2608813606503,-7.600902459542082
19.074299583633223,0,0,0,0.3688817993057221,0.02427497231008561,-1463.3878631145662,-7.600902459542082
19.120085127980243,0,0,0,0.4130350531329662,0.02427497231008561,-1462.1818534881577,-7.600902459542082
19.106880289318767,0,0,0,0.4100455940486193,0.02427497231008561,-1462.063241207246,-7.600902459542082
19.084672522128358,0,0,0,0.47924105085146435,0.004611314238308914,-1469.4622543238163,-7.600902459542082
18.932909360809976,0,0,0,0.3813653460488916,0.00048434282020169716,-1462.091623018177,-7.600902459542082
18.957693426546435,0,0,0,0.3813653460488916,0.013380855990909815,-1462.3205985450386,-7.600902459542082
