infWeight,colorCost,sizeCost,typeCost,typWeight,logLikelihood,outputProb
6.822496140905404,0.7131602634616157,0,4.6059917590754145,3.4068426954181112,-1294.9443187204242,-6.907755278982137
6.850373245760073,0.5847817210570491,0,4.6059917590754145,3.439655902010636,-1294.9800134220507,-6.907755278982137
6.802479748034467,0.6520433046030972,0,4.62821906085323,3.4017630075336056,-1294.5171836293857,-6.907755278982137
6.711586027086598,0.6520433046030972,0,4.710624450200297,3.289178114446681,-1295.2468276806892,-6.907755278982137
6.741575284049283,0.6491913087306643,0,4.700608487881206,3.369872145510915,-1294.708983023369,-6.907755278982137
6.775780918111883,0.6575446780692599,0,4.696394062456782,3.385938054393236,-1294.6102665907283,-6.907755278982137
6.770686002193503,0.6041083581239043,0,4.717491908374196,3.331511845812085,-1295.2754913965682,-6.907755278982137
6.791662553849604,0.6725581339999072,0,4.741637573142053,3.331511845812085,-1294.9645815133615,-6.907755278982137
6.833811662553443,0.5853018632647314,0,4.719060861627328,3.402887045256575,-1295.1745411181662,-6.907755278982137
6.892523231360314,0.6849239490544035,0,4.669286267780402,3.325794957266867,-1295.056336571749,-6.907755278982137
6.974248902274894,0.5992616407151601,0,4.665737961496591,3.3623255118640536,-1295.571788416651,-6.907755278982137
6.884996637485081,0.6562296986591267,0,4.6839420795181015,3.3623255118640536,-1294.784304117087,-6.907755278982137
6.791641659612735,0.7316209368069192,0,4.598345651295531,3.418706914330397,-1295.2896892535427,-6.907755278982137
6.791641659612735,0.7021337564983414,0,4.502954745145236,3.5146417845441658,-1294.4512695081544,-6.907755278982137
6.776219016723104,0.67607946043966,0,4.474931160174043,3.548659528128675,-1294.059753642056,-6.907755278982137
6.850471260193162,0.646009472364153,0,4.5574441149509965,3.636454339238774,-1293.6502620346664,-6.907755278982137
6.7798624857774605,0.6349866636255781,0,4.437289116628631,3.697455802550241,-1293.562115349873,-6.907755278982137
6.789037544179414,0.6091546501767262,0,4.451541448264474,3.7383015820514833,-1293.5476578195426,-6.907755278982137
6.703778026381301,0.5560638499888078,0,4.366326129838413,3.766030612734964,-1294.0415031266377,-6.907755278982137
6.642945479378626,0.6459819039819504,0,4.366326129838413,3.7695206348976065,-1293.8468663319243,-6.907755278982137
6.6491968157091605,0.5833096578442106,0,4.39459879445684,3.7782226246310993,-1293.7479643866016,-6.907755278982137
6.740140528732763,0.6018944726776407,0,4.311589420589889,3.7782226246310993,-1293.568536038201,-6.907755278982137
6.862571117268801,0.6461953074391277,0,4.292322702628146,3.8387514027275493,-1293.5688798309552,-6.907755278982137
6.862571117268801,0.5977394603289846,0,4.2775885419178845,3.7873638800672427,-1293.5930176644547,-6.907755278982137
6.7780246340014925,0.665006320598754,0,4.2775885419178845,3.723291769083744,-1293.7398131947352,-6.907755278982137
6.699739391367997,0.6180214243387425,0,4.160918014101426,3.766033262439053,-1293.5840847754223,-6.907755278982137
6.699739391367997,0.5893082179643558,0,4.0119742238001574,3.697635914643694,-1293.7522322902987,-6.907755278982137
