infWeight,lengthCostWeight,freqCostWeight,typWeight,empiricalVsTruthConditional,logLikelihood,outputProb
19.780104596020866,2.6208944000769705,0.13491587162754276,0.5670157197397292,0.00010943947646774435,-1258.7464478684722,-7.600902459542082
19.86536063285752,2.5810300623532685,0.1438629720713083,0.5670157197397292,0.00010943947646774435,-1258.9270377166122,-7.600902459542082
19.782092820938885,2.586148705519766,0.1438629720713083,0.5733346219174653,0.0038826089642593088,-1259.3390334448457,-7.600902459542082
19.742101677546486,2.644197134906456,0.19095717271595042,0.568015609961012,0.017693978123251165,-1261.20119086014,-7.600902459542082
19.707279995775057,2.5657381753437516,0.18991823521247847,0.5468710666056811,0.017693978123251165,-1261.6746004003876,-7.600902459542082
19.590807394350154,2.544443103810802,0.127696285571817,0.5831526294816374,0.017693978123251165,-1260.9296413577322,-7.600902459542082
19.652297949131786,2.544443103810802,0.1283227371613696,0.5831526294816374,0.017693978123251165,-1260.9546504226298,-7.600902459542082
19.702004939962386,2.487498761992931,0.03555025096081344,0.5831526294816374,0.040993803431503606,-1263.450818358031,-7.600902459542082
19.788772929126605,2.487498761992931,0.03555025096081344,0.5118940052576451,0.040993803431503606,-1263.048985256283,-7.600902459542082
19.870605448067398,2.491069464199274,0.030173650037481105,0.5037734418176203,0.02120429667045058,-1261.6874751807843,-7.600902459542082
19.870605448067398,2.5501039851457175,0.030173650037481105,0.5274504257831811,0.02120429667045058,-1260.0254769463038,-7.600902459542082
19.838686936288777,2.636771394964337,0.030173650037481105,0.560541552165532,0.02120429667045058,-1259.233107292716,-7.600902459542082
19.838226890210887,2.636771394964337,0.1374621346458532,0.5708221707958816,0.02120429667045058,-1260.6154818984817,-7.600902459542082
19.799774496695854,2.635740964021563,0.06442400765192881,0.5226568428799598,0.02120429667045058,-1261.0008093016381,-7.600902459542082
19.82767719530583,2.608831892628252,0.06442400765192881,0.5989557337947278,0.02120429667045058,-1261.3296962320167,-7.600902459542082
19.82767719530583,2.442566205421492,0.24044142291656362,0.5989557337947278,0.02120429667045058,-1264.283799574007,-7.600902459542082
19.82767719530583,2.4926998527255204,0.12458957364557909,0.5989557337947278,0.027810631182123513,-1263.6823664191495,-7.600902459542082
