alpha,lengthCostWeight,freqCostWeight,typWeight,colorCost,typeCost,logLikelihood,outputProb
5.081023156013653,0,0,3.236848958475881,1.4504377402631898,1.8323160160969794,-1470.643721635302,-9.210340371976182
5.005487782455496,0,0,3.4945230726322913,1.431189673190525,1.8031302283263637,-1470.2820129207698,-9.210340371976182
4.952696759957053,0,0,3.541337528815758,1.4469213727831336,1.6392676046026298,-1470.1510794399587,-9.210340371976182
4.816405463086553,0,0,3.44586396534314,1.3762152816414663,1.5226635910758486,-1469.7624840237652,-9.210340371976182
4.74944491230129,0,0,3.4310308177607967,1.4056553959097997,1.4566162158076013,-1469.7394277394096,-9.210340371976182
4.868456154245403,0,0,3.523389497467811,1.444438075393188,1.1664485758907392,-1469.8960499886086,-9.210340371976182
4.646061756772328,0,0,3.409133890282038,1.5726960735517685,1.2562685899102586,-1469.878023175292,-9.210340371976182
4.770064202161066,0,0,3.285034399817865,1.3766495400510406,1.2562685899102586,-1469.9029918372112,-9.210340371976182
4.7934258179416975,0,0,3.285034399817865,1.2501716988018683,1.4337544801507671,-1469.8969085436022,-9.210340371976182
4.673290902980591,0,0,3.285034399817865,1.3160799688114888,1.6366837215698982,-1470.0341827375307,-9.210340371976182
4.66031798825399,0,0,3.2374048228780206,1.2525047868963322,1.6348717334509633,-1470.2081943341325,-9.210340371976182
4.6788146385771885,0,0,3.2140276480797643,1.2623588746147598,1.802741533440608,-1470.2412091188337,-9.210340371976182
4.60475466977065,0,0,3.2140276480797643,1.3489577338971508,1.8806070678961964,-1470.481576649641,-9.210340371976182
4.554802293702032,0,0,3.3291955570035734,1.3313579252578056,1.8087440487199564,-1470.3106442529336,-9.210340371976182
4.664409140888855,0,0,3.466853597768381,1.255857715437942,1.777641213276908,-1469.814163457715,-9.210340371976182
4.712069542147903,0,0,3.510662774679509,1.2712258417856532,1.8749133429720268,-1469.7728757889467,-9.210340371976182
4.594713662365084,0,0,3.536901350996355,1.3200591414267788,1.8834863960425272,-1469.9827362931223,-9.210340371976182
4.624982986073303,0,0,3.6193710534366548,1.156163582550856,1.8945981110523962,-1470.012371618985,-9.210340371976182
4.624982986073303,0,0,3.660999665356909,1.2199013140238548,1.8923098288719842,-1470.0961663875646,-9.210340371976182
4.603992988075653,0,0,3.69543448136,1.2668093036382038,2.0012672425378377,-1470.219726627896,-9.210340371976182
4.395063137443125,0,0,3.838669973618641,1.322722147895394,1.957542256874705,-1471.452370413119,-9.210340371976182
4.371856405926606,0,0,3.728380131080721,1.3487564619909111,2.0443951313431104,-1471.2520032309476,-9.210340371976182
4.389691866921067,0,0,3.50108951843131,1.4030983465227178,2.141798570175911,-1470.949000173916,-9.210340371976182
4.473739334794011,0,0,3.467733984673617,1.429745017325982,2.154939266701207,-1470.4672388874258,-9.210340371976182
4.559060146240062,0,0,3.463649308410822,1.3431402813399678,2.088166675569114,-1470.0912800727328,-9.210340371976182
4.639812710198393,0,0,3.4069452409597774,1.3315349582585074,2.1864153549350904,-1469.8942728228674,-9.210340371976182
4.650235834279797,0,0,3.425075032918619,1.4690001203939818,2.179706413821294,-1469.856242317206,-9.210340371976182
4.765380691292643,0,0,3.389702776799975,1.4003824341832674,2.2062780476127855,-1469.7562547339594,-9.210340371976182
4.59438054424961,0,0,3.382290392311083,1.3941939661440745,2.292834584864047,-1470.052836646865,-9.210340371976182
4.59438054424961,0,0,3.292216623066812,1.3969556174298559,2.3070264131721134,-1470.2507762612552,-9.210340371976182
4.423966674421802,0,0,3.2617457825758502,1.3821854829540658,2.2451391399563936,-1471.3076180663945,-9.210340371976182
4.387188360146013,0,0,3.3932608362971335,1.4127225997478081,2.4333040236511048,-1471.1356414099846,-9.210340371976182
4.41612335751453,0,0,3.5109799782200595,1.319587348141731,2.3217225064138205,-1470.7703092834367,-9.210340371976182
4.577683652218618,0,0,3.71511725875173,1.2233165068020575,2.305963864657963,-1470.3314001354652,-9.210340371976182
4.598888015988245,0,0,3.8678183320269337,1.3480711765855087,2.21356982473649,-1470.8551227494168,-9.210340371976182
4.593881991026654,0,0,3.8678183320269337,1.3560297022112546,2.287568862345044,-1470.8638069769843,-9.210340371976182
4.807903625582302,0,0,3.8241600349352485,1.3971884040036116,2.260050537379796,-1470.6548522880894,-9.210340371976182
4.674218040680135,0,0,3.799095447537891,1.2888608725136175,2.034563111124215,-1470.4747253313371,-9.210340371976182
4.4905693978980175,0,0,3.7265721130642575,1.3477464914248465,2.0104108377958356,-1470.6412886758942,-9.210340371976182
4.426656874715676,0,0,3.6442478721651534,1.3128455071024043,1.9910101479064832,-1470.7733910315142,-9.210340371976182
4.368646699516827,0,0,3.6213728576233835,1.3686438668094019,1.9775500793312217,-1471.1009747193323,-9.210340371976182
4.330489760167136,0,0,3.530213921201371,1.4239209785753841,1.9426150839473244,-1471.3664123428653,-9.210340371976182
4.222856455487207,0,0,3.488784588693079,1.4974544283104314,1.8971507739102655,-1472.4072670515861,-9.210340371976182
4.169737206733475,0,0,3.5961675262437334,1.5709803292678632,1.9893346377347494,-1472.8638116460888,-9.210340371976182
4.212031319123491,0,0,3.5766247997516096,1.7050889710736885,2.042286048777342,-1472.4194384847995,-9.210340371976182
4.2595186337537925,0,0,3.52303891704235,1.662848820195166,2.042286048777342,-1471.991015891123,-9.210340371976182
4.136645379529405,0,0,3.5031918881403974,1.6127125056113183,2.0400734119223367,-1473.3693192926378,-9.210340371976182
4.297093904588643,0,0,3.371660377487716,1.6407532103375266,2.0467848124151677,-1471.9611151497593,-9.210340371976182
4.19786503504901,0,0,3.471362967209692,1.7400703194972305,2.2185549259401607,-1472.7139990556955,-9.210340371976182
4.075231269193141,0,0,3.4138202949955216,1.724182559772569,2.22653279685167,-1474.4709608604517,-9.210340371976182
4.075231269193141,0,0,3.5504096135552876,1.915414048144548,2.305659625290715,-1474.0817793855713,-9.210340371976182
4.202022938394621,0,0,3.527733499885797,1.88947210058443,2.195761857835598,-1472.5686829092467,-9.210340371976182
4.192032316464168,0,0,3.5479645567544367,1.9810664625287344,2.258525042966112,-1472.653255253038,-9.210340371976182
4.2161999872724145,0,0,3.5092082038165024,2.0003767506996977,2.2945974578533956,-1472.4435187408396,-9.210340371976182
4.2161999872724145,0,0,3.532374377129744,2.0061373663464863,2.318460042280669,-1472.4126048131413,-9.210340371976182
4.306163873476521,0,0,3.39966865736009,2.0944268873549396,2.3790786674580837,-1471.791242998743,-9.210340371976182
4.519396894682324,0,0,3.376181836495457,2.011250855359358,2.5268827034337993,-1470.3664598632981,-9.210340371976182
4.558652274922332,0,0,3.483402521358609,1.955543045627357,2.6496048645934156,-1470.0850281435585,-9.210340371976182
4.59220687570461,0,0,3.4126488290265904,1.8667050644266552,2.646056229816616,-1470.0198890224297,-9.210340371976182
4.59220687570461,0,0,3.368112515860788,1.9137821361497378,2.6828092424185956,-1470.0833627336372,-9.210340371976182
4.6786532250012,0,0,3.3063603786251816,2.1089542011032174,2.680202680450283,-1469.971228022413,-9.210340371976182
4.7764536855721085,0,0,3.2558536679218957,2.154709133242779,2.576322465123292,-1469.9674188379072,-9.210340371976182
4.863592241126147,0,0,3.2304408668659725,2.1845814531217287,2.7665171815796374,-1470.0504469056866,-9.210340371976182
4.922483522485159,0,0,3.3118205805130776,2.233874049226678,2.7767920648461932,-1470.0001858566352,-9.210340371976182
4.785215866649461,0,0,3.3660469706109106,2.15204570214407,2.7767920648461932,-1469.7762506127378,-9.210340371976182
4.794026743944743,0,0,3.510033043684484,2.097912035605729,2.715589491371379,-1469.7776142580317,-9.210340371976182
4.790296205876048,0,0,3.614587446277135,2.2391431472101857,2.8055871518278828,-1469.9331240921435,-9.210340371976182
4.729361419771023,0,0,3.581857653778405,2.1587826816163975,2.9773459920809655,-1469.8464952691788,-9.210340371976182
4.691536727622363,0,0,3.5061593238335265,2.243948119415628,3.0315368952460555,-1469.7872627196743,-9.210340371976182
4.731386588328535,0,0,3.378738197178559,2.2085639219051254,2.9239427051301394,-1469.780803513603,-9.210340371976182
4.721239879495535,0,0,3.322302294806101,2.1271385165313204,3.111211672233344,-1469.8699962145304,-9.210340371976182
4.858207488797906,0,0,3.22698970141578,2.103940145032076,2.972512540786485,-1470.054270806659,-9.210340371976182
4.910914064900638,0,0,3.281878627613642,2.1818058577747648,2.9718979616672034,-1470.0163110270103,-9.210340371976182
4.91987694630288,0,0,3.0430774158743077,2.3093326660009246,2.9676767716570613,-1470.7852207598983,-9.210340371976182
4.6864965373959135,0,0,3.063076316836225,2.3093326660009246,2.93026005989816,-1470.947721762013,-9.210340371976182
4.66232058689461,0,0,3.012459669675703,2.3484354742425952,3.0606347753702843,-1471.374007545543,-9.210340371976182
4.812775222774033,0,0,2.942112745894427,2.444850950617301,3.0606347753702843,-1471.4348844147337,-9.210340371976182
4.7457208038966945,0,0,2.946717845615381,2.417902439175087,3.271894246041598,-1471.5621825106568,-9.210340371976182
4.732502884714355,0,0,2.9555901567344387,2.423356857996149,3.112863366278263,-1471.5354236378041,-9.210340371976182
4.841417553345179,0,0,2.833714536386307,2.480027263364499,3.0881098946008474,-1472.2643356390086,-9.210340371976182
4.796293454864556,0,0,2.878390593671968,2.4700694540256474,3.156765538325305,-1471.9771793115133,-9.210340371976182
4.694022207180784,0,0,2.992217236268368,2.5616289809999597,2.8831022381659226,-1471.3949531651808,-9.210340371976182
4.661470478748817,0,0,3.033526650015627,2.585986769815185,3.1183009125561214,-1471.2303067284051,-9.210340371976182
4.675670985448121,0,0,3.1173267482583107,2.5895847786212385,3.2250650482319188,-1470.6767806476753,-9.210340371976182
4.5895298784583884,0,0,3.100484074296486,2.474903559963349,3.225111321942628,-1471.1250702402574,-9.210340371976182
4.701216771518977,0,0,3.088297072181735,2.586998168863923,3.4097579187809015,-1470.75567458973,-9.210340371976182
4.820002801390553,0,0,3.1168891027947327,2.6751296573635504,3.3804434517628716,-1470.4210274671407,-9.210340371976182
4.995691119149855,0,0,3.064550712393607,2.6793933260300733,3.2873324852797676,-1470.8156892976306,-9.210340371976182
4.992252522834731,0,0,3.3542463215483593,2.6793933260300733,3.221778528837252,-1470.171282945585,-9.210340371976182
5.042070968431208,0,0,3.305117901635413,2.5909619403189166,3.147922785978398,-1470.3941448097937,-9.210340371976182
5.085819058458044,0,0,3.2943720471396603,2.469374711559066,3.2960123339061673,-1470.600263208946,-9.210340371976182
5.245550712155077,0,0,3.2825755740327356,2.482635804784411,3.3505089012276037,-1471.5700001752855,-9.210340371976182
5.283607115684143,0,0,3.360296128054697,2.42197810108647,3.319832163671774,-1471.8537416406116,-9.210340371976182
5.002182974587545,0,0,3.3911461009920285,2.4886911674084593,3.241102179358365,-1470.2015977797087,-9.210340371976182
5.0073134299585975,0,0,3.384042982057194,2.488926139325136,3.255905731204598,-1470.221144294561,-9.210340371976182
4.980767529585854,0,0,3.3717989837578797,2.4503438485625297,3.2957324582154985,-1470.1257399526132,-9.210340371976182
4.980767529585854,0,0,3.246733373192239,2.5783063388213283,3.540421634236057,-1470.2481371660117,-9.210340371976182
5.057099693323778,0,0,3.2849121626322573,2.525969944890574,3.489191199004922,-1470.4768492567111,-9.210340371976182
4.972305261619563,0,0,3.2420214113682366,2.7132083385656793,3.4045400668861525,-1470.2319136572282,-9.210340371976182
5.051806700383988,0,0,3.0883375809986435,2.705158674795576,3.3530558345207098,-1470.8901948876116,-9.210340371976182
5.055807667651248,0,0,3.210639868054801,2.655569758616635,3.4506513542814954,-1470.5791423087346,-9.210340371976182
4.861573898630404,0,0,3.18828150890779,2.720764858847969,3.4506513542814954,-1470.1647170577462,-9.210340371976182
4.955028916614631,0,0,3.11413913112761,2.616616513767171,3.4106847600309678,-1470.5366538230276,-9.210340371976182
4.890103660642252,0,0,3.11413913112761,2.6002482403038796,3.535464983332635,-1470.4463397824372,-9.210340371976182
4.963917696728258,0,0,3.0373221912925077,2.626337666888815,3.639484799530913,-1470.8700200813607,-9.210340371976182
5.003703952632676,0,0,3.017125958598552,2.494834542025122,3.600919753388707,-1471.042599633028,-9.210340371976182
5.100493587525136,0,0,3.1021343147658023,2.4186700259106995,3.6373532930035246,-1471.0348005166818,-9.210340371976182
5.095791665777287,0,0,3.0133003819868427,2.4637028263047607,3.429082946441261,-1471.3374095209733,-9.210340371976182
5.113566838532952,0,0,2.858064341286992,2.621624675672017,3.385327993789408,-1472.2128670087923,-9.210340371976182
5.238107520348232,0,0,2.842085615777346,2.589137636467149,3.3615241442657187,-1472.8097831484104,-9.210340371976182
5.124886081938196,0,0,2.9130829080721448,2.6084225551621865,3.271294984094624,-1471.9279126033573,-9.210340371976182
5.194599787064528,0,0,2.8284866386858565,2.78532432032229,3.2845200403640176,-1472.6899781191464,-9.210340371976182
5.273908243543542,0,0,2.780998238506014,2.746013610313614,3.4037001398948465,-1473.351846831435,-9.210340371976182
5.218328318592874,0,0,2.8332844087815525,2.5710167508326167,3.26240140866404,-1472.7654000003006,-9.210340371976182
5.142253904097693,0,0,2.7564935460436906,2.633227646830062,3.225706808310224,-1473.0073752610845,-9.210340371976182
5.142253904097693,0,0,2.7696752517955563,2.6246551455890303,3.298419546411761,-1472.907065740129,-9.210340371976182
5.158787088880922,0,0,2.9016107753056506,2.6361920126772045,3.31759504136116,-1472.1211105395869,-9.210340371976182
4.957300687567999,0,0,2.9681833920688545,2.5644908758516807,3.4147199267846315,-1471.2201125118486,-9.210340371976182
5.103795877284629,0,0,2.8885364972900414,2.6837255893322998,3.3606976202938297,-1471.9961844516665,-9.210340371976182
5.069787737847443,0,0,2.917432097857602,2.7049481660069503,3.4486489974681853,-1471.7283877312734,-9.210340371976182
5.05993588040751,0,0,3.0047140844959292,2.6280467698084715,3.5954233440838568,-1471.2511548890689,-9.210340371976182
4.887682937260116,0,0,3.097962953552387,2.465530558996493,3.485645118605783,-1470.510628727805,-9.210340371976182
4.936819450046727,0,0,3.1554506525616635,2.316354504073607,3.572504123874544,-1470.3626840793797,-9.210340371976182
4.990496825111266,0,0,3.149734212875076,2.2142387325898314,3.6192430128502777,-1470.5033420552163,-9.210340371976182
4.883561646797867,0,0,3.2200105521107214,2.3655409151734093,3.5958601081035413,-1470.0980918890166,-9.210340371976182
4.823004564729057,0,0,3.2037059366036633,2.286961243997823,3.443899177818194,-1470.102436862673,-9.210340371976182
4.892068165769535,0,0,3.189958911500069,2.3645510912384644,3.492311255127489,-1470.1895354367468,-9.210340371976182
4.889651852475733,0,0,3.2067396112255624,2.3103764145009573,3.4541551626568765,-1470.140041087484,-9.210340371976182
4.851700971712397,0,0,3.1359672476073834,2.2837381656668825,3.4723629085476047,-1470.3403458653443,-9.210340371976182
4.879851008518269,0,0,3.1510203530000793,2.337072110885742,3.3872889553465875,-1470.300541751627,-9.210340371976182
4.80397942233495,0,0,3.1474294437113364,2.2905829557671797,3.528147161845571,-1470.3025605845014,-9.210340371976182
4.74992245172708,0,0,3.198363003309492,2.1860429631803346,3.4055966022808217,-1470.1622839007307,-9.210340371976182
4.762448064604985,0,0,3.203398858340715,2.0776784792271337,3.4317872994687457,-1470.130877211874,-9.210340371976182
4.768363557685266,0,0,3.1731716298589925,2.0808560498996935,3.383664516338802,-1470.231986342578,-9.210340371976182
4.761684313473202,0,0,3.1117599036700057,2.091224248704564,3.470671409314609,-1470.501819618925,-9.210340371976182
4.902022678692098,0,0,3.1647775172701436,1.909198399056128,3.4052900434957953,-1470.278421010248,-9.210340371976182
4.973913722424084,0,0,2.9379976948339017,1.893513530842819,3.4734369810269037,-1471.418246120484,-9.210340371976182
5.079417231948108,0,0,2.9556752254443337,1.9751805587393774,3.3663783643649574,-1471.5491703826076,-9.210340371976182
5.242919327328786,0,0,3.0697502795278417,1.9535717559008519,3.3594986517786873,-1471.8939864354957,-9.210340371976182
5.016168442502083,0,0,3.076546925883757,1.9638606374774115,3.3594986517786873,-1470.8214854251326,-9.210340371976182
4.934674680596821,0,0,3.2004895588326394,1.9889720265769946,3.2888334210200174,-1470.230921080733,-9.210340371976182
4.992002075129221,0,0,3.184383484335174,1.9069413986049857,3.402666413530217,-1470.4133649637956,-9.210340371976182
4.913482248237223,0,0,3.196169570476596,1.829209103452011,3.597321129653869,-1470.2032495217056,-9.210340371976182
4.975912228678592,0,0,3.1780507624350927,2.0269693228999293,3.5479616466832207,-1470.3850240025427,-9.210340371976182
4.943570798426465,0,0,3.108265596533406,1.8230844840234663,3.466162337847582,-1470.5371785633833,-9.210340371976182
4.974219749733442,0,0,3.145726546447359,1.776294991289681,3.4607232394561276,-1470.4732690148103,-9.210340371976182
4.974219749733442,0,0,3.0404821133425326,1.9217188818648947,3.434025979449032,-1470.8737586082764,-9.210340371976182
4.861661174424825,0,0,3.096113005959747,1.9098775480523136,3.470827822191154,-1470.5069566723987,-9.210340371976182
4.81118223389694,0,0,3.2122826056690563,1.916778433119974,3.5343010561467083,-1470.0766699542953,-9.210340371976182
4.982375639414085,0,0,3.2534483675826973,1.9726064015135245,3.662267597055918,-1470.241576667224,-9.210340371976182
5.017919551067381,0,0,3.3815868894250016,1.9662131460626653,3.694146231699626,-1470.26310556951,-9.210340371976182
5.093908917845419,0,0,3.3066014916068185,1.9662131460626653,3.5588726630926115,-1470.6311423275251,-9.210340371976182
5.042004495667274,0,0,3.2869547396138974,2.0755461924606147,3.5737373219349777,-1470.410734954903,-9.210340371976182
4.914747389326817,0,0,3.2869547396138974,2.142280874767891,3.4570289277092003,-1470.0162447712419,-9.210340371976182
4.7836391028111045,0,0,3.3959644916074,2.2807975357601458,3.4088070836348328,-1469.7530795680896,-9.210340371976182
4.792685326161616,0,0,3.457354147629112,2.2807975357601458,3.510021519800174,-1469.7467033067885,-9.210340371976182
4.69775274321024,0,0,3.381976834335633,2.17567885196892,3.605438328511285,-1469.8132717127653,-9.210340371976182
4.7944462306179965,0,0,3.433025307626189,2.0390856618633,3.503660286449781,-1469.745479488612,-9.210340371976182
4.64781491195533,0,0,3.559267232183035,2.0106431223631525,3.3722775477638,-1469.8876864071858,-9.210340371976182
4.672989359695807,0,0,3.563230510347405,2.048728321974596,3.395615769968063,-1469.8570258011423,-9.210340371976182
4.816848257920974,0,0,3.370670568021324,2.0760405669626634,3.395615769968063,-1469.7855044953235,-9.210340371976182
4.835409759498403,0,0,3.3334561626001924,2.150404903861825,3.2103177188505962,-1469.8369840464752,-9.210340371976182
4.655602483055314,0,0,3.3334561626001924,2.2369089080683056,3.1322961858548872,-1469.965138333954,-9.210340371976182
4.655602483055314,0,0,3.549955756175563,2.3010972951784683,3.1190736976948483,-1469.8659104385313,-9.210340371976182
4.608022548592639,0,0,3.6067195240502645,2.367287541845257,3.1242958630745936,-1470.0257602387876,-9.210340371976182
4.6434662460191065,0,0,3.4471505470620034,2.352887000940693,3.1417255806161544,-1469.8581228191797,-9.210340371976182
4.555034647414867,0,0,3.4910737315854865,2.3090044699189765,3.0950965359065337,-1470.0963239938694,-9.210340371976182
4.571718401926226,0,0,3.486979718692046,2.459835312323989,3.220775796655272,-1470.0396899754737,-9.210340371976182
4.571718401926226,0,0,3.644358092826281,2.5652154121542226,3.1796464641392843,-1470.1802168528664,-9.210340371976182
4.499750443162267,0,0,3.6752002339492,2.614363278547465,3.0970121126567705,-1470.4826353929082,-9.210340371976182
4.573295154932313,0,0,3.688893045402629,2.522228503004974,3.20347261934687,-1470.2734218812889,-9.210340371976182
4.648543570900447,0,0,3.450980704420773,2.5994136546429836,3.20347261934687,-1469.846282694102,-9.210340371976182
4.534852354249327,0,0,3.574982701530652,2.606224984930483,3.055476748946723,-1470.200166486848,-9.210340371976182
4.490290255386242,0,0,3.560919474365724,2.514426069708419,3.086752704014802,-1470.3727493749282,-9.210340371976182
4.484168867750464,0,0,3.7018892463553303,2.748734593672679,3.0131062457845266,-1470.6051739175575,-9.210340371976182
4.52479673245846,0,0,3.6534780457390577,2.805561356549428,3.0419446678458435,-1470.345359389979,-9.210340371976182
4.433180629349755,0,0,3.526725818727833,2.6373565687486833,3.0419446678458435,-1470.6623674235373,-9.210340371976182
4.405868659886258,0,0,3.5099680638469923,2.559459865019271,3.0677028001422375,-1470.8359004257854,-9.210340371976182
4.217541279664988,0,0,3.492187335713395,2.5564128489405142,3.0266931285301584,-1472.4573837091089,-9.210340371976182
4.306762545216601,0,0,3.582086914388138,2.5023363577677147,2.9634905389917825,-1471.5437418994798,-9.210340371976182
4.20356210456501,0,0,3.584758895442758,2.452152038916139,2.9034067419154286,-1472.503522551954,-9.210340371976182
