blue_couch,0.0000
big_couch,0.0000
big_blue_couch,0.0000
tv,0.0000
green_thing,0.0000
green_tv,0.0000
small_tv,0.0000
small_green_thing,0.0000
small_green_tv,0.0000
gray_desk,0.0000
big_gray_thing,0.0000
big_gray_desk,0.0000
couch,0.0000
red_thing,0.0000
red_couch,0.0000
small_couch,0.0000
small_red_thing,0.0000
small_red_couch,0.0000
big_chair,0.0000
big_brown_thing,0.0000
big_brown_chair,0.0000
fan,0.0000
gray_thing,0.0000
gray_fan,0.0000
small_fan,0.0000
small_gray_thing,0.0000
small_gray_fan,0.0000
desk,0.0000
blue_thing,0.0000
blue_desk,0.0000
big_thing,0.0000
big_desk,0.0000
big_blue_thing,0.0000
big_blue_desk,0.0000
thing,0.0000
chair,0.0942
brown_thing,0.0729
brown_chair,0.0829
small_thing,0.0000
small_chair,0.2840
small_brown_thing,0.2235
small_brown_chair,0.2424
