gameid, time, roundNum, trialType, condition,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
1984-6,1455301928798,1,subSuperTrial,basic33,poloShirt,target,4,2,shirt,clothing,cookies,distractor,2,4,NA,snack,lion,distractor,3,3,NA,animal,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301940907,2,colorSizeTrial,color33,big_red_flower,target,1,2,NA,NA,big_purple_flower,distractor,4,4,NA,NA,big_purple_flower,distractor,3,3,NA,NA,big_purple_flower,distractor,2,1,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301949418,3,colorSizeTrial,size22,small_blue_toothbrush,target,4,3,NA,NA,big_blue_toothbrush,distractor,2,2,NA,NA,big_blue_toothbrush,distractor,3,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301957539,4,subSuperTrial,basic23,convertible,target,3,2,car,vehicle,socks,distractor,4,4,NA,clothing,motorcycle,distractor,2,3,NA,vehicle,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301962661,5,colorSizeTrial,size33,small_blue_cushion,target,4,2,NA,NA,big_blue_cushion,distractor,2,3,NA,NA,big_blue_cushion,distractor,1,4,NA,NA,big_blue_cushion,distractor,3,1,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301970699,6,colorSizeTrial,color41,small_purple_ornament,target,2,1,NA,NA,big_blue_ornament,distractor,4,5,NA,NA,big_blue_ornament,distractor,5,4,NA,NA,big_blue_ornament,distractor,1,2,NA,NA,small_blue_ornament,distractor,3,3,NA,NA
1984-6,1455301975717,7,subSuperTrial,basic22,grizzlyBear,target,2,2,bear,animal,lobster,distractor,4,4,NA,animal,snake,distractor,3,3,NA,animal,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301982201,8,subSuperTrial,basic12,germanShepherd,target,4,4,dog,animal,pig,distractor,3,2,NA,animal,greyhound,distractor,2,3,dog,animal,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1984-6,1455301987047,9,colorSizeTrial,size43,big_red_stapler,distractor,4,5,NA,NA,big_purple_stapler,distractor,2,1,NA,NA,big_purple_stapler,distractor,3,4,NA,NA,small_purple_stapler,target,5,3,NA,NA,big_purple_stapler,distractor,1,2,NA,NA
1984-6,1455301993217,10,subSuperTrial,basic12,polarBear,target,4,2,bear,animal,snake,distractor,3,3,NA,animal,koalaBear,distractor,2,4,bear,animal,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
