gameid	time	roundNum	trialType	condition	nameClickedObj	targetStatusClickedObj	spLocsClickedObj	lisLocsClickedObj	basiclevelClickedObj	superdomainClickedObj	alt1Name	alt1TargetStatus	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2TargetStatus	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain	alt3Name	alt3TargetStatus	alt3SpLocs	alt3LisLocs	alt3Basiclevel	alt3superdomain	alt4Name	alt4TargetStatus	alt4SpLocs	alt4LisLocs	alt4Basiclevel	alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor	sub	basic	super	oneMentioned	theMentioned
5895-f	1455301568608	18	subSuperTrial	basic22	husky	target	3	3	dog	animal	horse	distractor	2	2	NA	animal	rhino	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301564323	dog	False	False	False	husky	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301586525	19	subSuperTrial	basic23	goldFish	target	4	4	fish	animal	socks	distractor	2	3	NA	clothing	sheep	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301574778	fish	False	False	False	goldFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301608322	21	subSuperTrial	basic22	hummingBird	target	4	2	bird	animal	iguana	distractor	3	4	NA	animal	cow	distractor	2	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301605231	bird	False	False	False	hummingBird	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301635234	23	subSuperTrial	basic33	parrot	target	2	4	bird	animal	cookies	distractor	4	3	NA	snack	bookcase	distractor	3	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301634094	bird	False	False	False	parrot	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301731423	32	subSuperTrial	basic23	jellyBeans	target	2	2	candy	snack	chips	distractor	3	4	NA	snack	kitten	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	colored candy		1455301730222	colored candy	False	False	False	jellyBeans	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301737802	33	subSuperTrial	basic33	swordFish	target	3	2	fish	animal	ambulance	distractor	2	4	NA	vehicle	cookies	distractor	4	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301736872	fish	False	False	False	swordFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301759415	35	subSuperTrial	basic33	polarBear	target	3	2	bear	animal	lamp	distractor	2	4	NA	furniture	socks	distractor	4	3	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301753512	bear	False	False	False	polarBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301770384	36	subSuperTrial	basic12	skittles	target	2	4	candy	snack	candyCorn	distractor	4	2	candy	snack	pretzels	distractor	3	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	skittles		1455301768770	skittles	False	False	True	skittles	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301777844	37	subSuperTrial	basic23	tShirt	target	2	4	shirt	clothing	dress	distractor	3	2	NA	clothing	horse	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455301775026	shirt	False	False	False	tShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301786645	38	subSuperTrial	basic22	picnicTable	target	2	2	table	furniture	bed	distractor	3	3	NA	furniture	bookcase	distractor	4	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	picnic		1455301783382	picnic	False	False	False	picnicTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301817606	42	subSuperTrial	basic23	eagle	target	3	4	bird	animal	lion	distractor	2	2	NA	animal	pottedPlant	distractor	4	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	eagle		1455301815096	eagle	False	False	True	eagle	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301848608	46	subSuperTrial	basic33	pigeon	target	4	2	bird	animal	motorcycle	distractor	3	3	NA	vehicle	rosemary	distractor	2	4	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301840634	bird	False	False	False	pigeon	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301867448	48	subSuperTrial	basic22	clownFish	target	3	3	fish	animal	crocodile	distractor	2	4	NA	animal	kitten	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301863491	fish	False	False	False	clownFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301881561	50	subSuperTrial	basic12	dressShirt	target	3	3	shirt	clothing	campShirt	distractor	4	2	shirt	clothing	bathrobe	distractor	2	4	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	long sleeved shirt		1455301879889	long sleeved shirt	False	False	False	dressShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301901818	51	subSuperTrial	basic22	rose	target	3	3	flower	plant	rosemary	distractor	2	4	NA	plant	pottedPlant	distractor	4	2	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	red		1455301886325	red	False	False	False	rose	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301917162	53	subSuperTrial	basic12	grizzlyBear	target	3	4	bear	animal	koalaBear	distractor	4	2	bear	animal	lion	distractor	2	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301915240	bear	False	False	False	grizzlyBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301926919	55	subSuperTrial	basic23	sportsCar	target	2	4	car	vehicle	firetruck	distractor	4	2	NA	vehicle	kitten	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301925160	car	False	False	False	sportsCar	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301936920	56	subSuperTrial	basic12	bedsideTable	target	3	2	table	furniture	sideTable	distractor	2	4	table	furniture	bed	distractor	4	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	nightstand		1455301932946	nightstand	False	False	False	bedsideTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301944333	57	subSuperTrial	basic12	hawaiiShirt	target	2	2	shirt	clothing	bathrobe	distractor	4	3	NA	clothing	campShirt	distractor	3	4	shirt	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower shirt		1455301943563	flower shirt	False	False	False	hawaiiShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301951891	58	subSuperTrial	basic33	minivan	target	2	4	car	vehicle	lion	distractor	4	2	NA	animal	rosemary	distractor	3	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	van		1455301948368	van	False	False	False	minivan	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
5895-f	1455301976788	60	subSuperTrial	basic22	blackBear	target	4	4	bear	animal	bison	distractor	2	3	NA	animal	snake	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black bear		1455301963096	black bear	False	False	False	blackBear	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
5895-f	1455301997822	62	subSuperTrial	basic33	sunflower	target	2	4	flower	plant	chips	distractor	3	2	NA	snack	bison	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower		1455301996560	flower	False	False	False	sunflower	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455302007952	64	subSuperTrial	basic33	gummyBears	target	4	2	candy	snack	rosemary	distractor	3	4	NA	plant	lamp	distractor	2	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	gummy		1455302006460	gummy	False	False	False	gummyBears	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
5895-f	1455302036129	68	subSuperTrial	basic23	pug	target	2	3	dog	animal	crocodile	distractor	3	4	NA	animal	wardrobe	distractor	4	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455302035135	dog	False	False	False	pug	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455302048451	70	subSuperTrial	basic22	poloShirt	target	4	2	shirt	clothing	socks	distractor	3	3	NA	clothing	gloves	distractor	2	4	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455302046753	shirt	False	False	False	poloShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
5895-f	1455302060524	72	subSuperTrial	basic23	coffeeTable	target	4	3	table	furniture	bed	distractor	3	2	NA	furniture	lion	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455302059178	table	False	False	False	coffeeTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301129257	2	subSuperTrial	basic12	gummyBears	target	3	3	candy	snack	candyCorn	distractor	4	2	candy	snack	popcorn	distractor	2	4	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bmmy bears		1455301127213	bmmy bears	False	False	False	gummyBears	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301166798	6	subSuperTrial	basic12	germanShepherd	target	4	4	dog	animal	greyhound	distractor	3	3	dog	animal	sheep	distractor	2	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	gSheo___shep		1455301163268___1455301165242	gSheo	False	False	False	germanShepherd	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301197627	10	subSuperTrial	basic12	hawaiiShirt	target	4	4	shirt	clothing	campShirt	distractor	3	2	shirt	clothing	gloves	distractor	2	3	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	leafy		1455301196129	leafy	False	False	False	hawaiiShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301203466	11	subSuperTrial	basic22	dalmatian	target	3	3	dog	animal	rabbit	distractor	2	2	NA	animal	cow	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	spots___not cow		1455301201512___1455301203480	spots	False	False	False	dalmatian	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301217616	13	subSuperTrial	basic33	jellyBeans	target	4	3	candy	snack	motorcycle	distractor	3	2	NA	vehicle	bookcase	distractor	2	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	je bean		1455301216222	je bean	False	False	False	jellyBeans	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301226674	15	subSuperTrial	basic23	picnicTable	target	2	2	table	furniture	hamster	distractor	4	4	NA	animal	lamp	distractor	3	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	picnic		1455301225099	picnic	False	False	False	picnicTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301231507	16	subSuperTrial	basic33	mnMs	target	4	3	candy	snack	bookcase	distractor	3	2	NA	furniture	sheep	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	MM		1455301230334	MM	False	False	False	mnMs	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301242986	18	subSuperTrial	basic33	skittles	target	4	2	candy	snack	pig	distractor	3	4	NA	animal	grasses	distractor	2	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	s		1455301240141	s	False	False	False	skittles	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301248218	19	subSuperTrial	basic23	sunflower	target	2	3	flower	plant	squirrel	distractor	3	4	NA	animal	pottedPlant	distractor	4	2	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	sun___flowe		1455301246510___1455301249167	sun	False	False	False	sunflower	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301264397	22	subSuperTrial	basic12	blackBear	target	4	4	bear	animal	koalaBear	distractor	2	2	bear	animal	sheep	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301262975	bear	False	False	False	blackBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301269344	23	subSuperTrial	basic23	convertible	target	4	2	car	vehicle	bookcase	distractor	2	3	NA	furniture	ambulance	distractor	3	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301267687	car	False	False	False	convertible	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301279479	25	subSuperTrial	basic23	minivan	target	3	3	car	vehicle	bed	distractor	4	2	NA	furniture	firetruck	distractor	2	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	van		1455301277896	van	False	False	False	minivan	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301302930	30	subSuperTrial	basic33	dressShirt	target	3	2	shirt	clothing	lamp	distractor	4	4	NA	furniture	kitten	distractor	2	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301301614	blue	False	False	False	dressShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301321197	34	subSuperTrial	basic22	clownFish	target	2	4	fish	animal	rhino	distractor	3	2	NA	animal	horse	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301319765	fish	False	False	False	clownFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301331418	35	subSuperTrial	basic12	poloShirt	target	3	4	shirt	clothing	campShirt	distractor	4	3	shirt	clothing	bathrobe	distractor	2	2	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	light blue no button		1455301327784	light blue no button	False	False	False	poloShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301337948	36	subSuperTrial	basic33	tShirt	target	4	3	shirt	clothing	train	distractor	3	2	NA	vehicle	hamster	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301336399	blue	False	False	False	tShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301342366	37	subSuperTrial	basic22	husky	target	4	2	dog	animal	rhino	distractor	2	4	NA	animal	hamster	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301340940	dog	False	False	False	husky	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301350924	39	subSuperTrial	basic22	diningTable	target	4	3	table	furniture	wardrobe	distractor	3	2	NA	furniture	lamp	distractor	2	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455301349687	table	False	False	False	diningTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301355137	40	subSuperTrial	basic23	polarBear	target	2	2	bear	animal	iguana	distractor	4	3	NA	animal	motorcycle	distractor	3	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301353724	bear	False	False	False	polarBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301358914	41	subSuperTrial	basic22	pug	target	2	2	dog	animal	snake	distractor	3	4	NA	animal	crocodile	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301357820	dog	False	False	False	pug	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301363807	42	subSuperTrial	basic23	tulip	target	3	3	flower	plant	pottedPlant	distractor	2	4	NA	plant	kitten	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	rodse___rose		1455301362333___1455301364107	rodse	False	False	False	tulip	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301389968	47	subSuperTrial	basic33	sportsCar	target	2	3	car	vehicle	hamster	distractor	3	2	NA	animal	ivy	distractor	4	4	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301388789	car	False	False	False	sportsCar	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301394347	48	subSuperTrial	basic23	pandaBear	target	4	2	bear	animal	bookcase	distractor	2	4	NA	furniture	rhino	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301392857	bear	False	False	False	pandaBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301398596	49	subSuperTrial	basic22	rose	target	3	4	flower	plant	pottedPlant	distractor	2	2	NA	plant	grasses	distractor	4	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	rose		1455301397503	rose	False	False	True	rose	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301404092	50	subSuperTrial	basic12	hummingBird	target	3	4	bird	animal	lobster	distractor	2	2	NA	animal	sparrow	distractor	4	3	bird	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	humming		1455301402611	humming	False	False	False	hummingBird	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301409818	51	subSuperTrial	basic33	bedsideTable	target	3	3	table	furniture	train	distractor	2	2	NA	vehicle	snake	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	wood		1455301408494	wood	False	False	False	bedsideTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301422397	54	subSuperTrial	basic33	goldFish	target	3	2	fish	animal	ivy	distractor	2	3	NA	plant	bathrobe	distractor	4	4	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301421395	fish	False	False	False	goldFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301444276	59	subSuperTrial	basic12	discusFish	distractor	2	4	fish	animal	elephant	distractor	3	3	NA	animal	swordFish	target	4	2	fish	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	fish___point		1455301442059___1455301444473	fish	False	False	False	discusFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301459808	62	subSuperTrial	basic23	pigeon	target	4	4	bird	animal	train	distractor	2	2	NA	vehicle	lion	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	2	2	0	pink___bird		1455301455387___1455301458243	pink	False	False	False	pigeon	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301476857	63	subSuperTrial	basic23	catfish	target	4	2	fish	animal	bed	distractor	3	4	NA	furniture	crocodile	distractor	2	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dinner		1455301465585	dinner	False	False	False	catfish	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301485277	64	subSuperTrial	basic22	eagle	target	4	3	bird	animal	lion	distractor	2	4	NA	animal	iguana	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	nice eagle		1455301483212	nice eagle	False	False	True	eagle	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301500192	65	subSuperTrial	basic12	coffeeTable	target	3	2	table	furniture	sideTable	distractor	2	4	table	furniture	wardrobe	distractor	4	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table not tall		1455301497551	table not tall	False	False	False	coffeeTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301506345	66	subSuperTrial	basic12	suv	target	3	3	car	vehicle	sedan	distractor	2	2	car	vehicle	train	distractor	4	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	white		1455301505148	white	False	False	False	suv	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301511015	67	subSuperTrial	basic22	parrot	target	3	2	bird	animal	sheep	distractor	2	3	NA	animal	rabbit	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	colors		1455301509536	colors	False	False	False	parrot	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301528378	71	subSuperTrial	basic33	daisy	target	2	2	flower	plant	wardrobe	distractor	3	4	NA	furniture	pig	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	rose		1455301526685	rose	False	False	False	daisy	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301532281	72	subSuperTrial	basic22	grizzlyBear	target	4	3	bear	animal	cow	distractor	2	4	NA	animal	crocodile	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301531151	bear	False	False	False	grizzlyBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301219719	1	subSuperTrial	basic23	coffeeTable	target	4	4	table	furniture	socks	distractor	3	2	NA	clothing	bookcase	distractor	2	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455301205654	table	False	False	False	coffeeTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301259313	2	subSuperTrial	basic12	jellyBeans	target	3	2	candy	snack	popcorn	distractor	4	4	NA	snack	candyCorn	distractor	2	3	candy	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	3	2	1	multicolor candies___there are some black ones among them	beans or corns	1455301236571___1455301249649___1455301253790	multicolor candies	False	False	False	jellyBeans	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301307156	6	subSuperTrial	basic12	goldFish	target	3	3	fish	animal	discusFish	distractor	2	4	fish	animal	snake	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	golden fish		1455301304409	golden fish	False	False	False	goldFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301340453	8	subSuperTrial	basic33	hawaiiShirt	target	4	2	shirt	clothing	bison	distractor	3	3	NA	animal	bed	distractor	2	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455301338144	shirt	False	False	False	hawaiiShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301357591	10	subSuperTrial	basic33	pigeon	target	3	4	bird	animal	pretzels	distractor	4	3	NA	snack	bed	distractor	2	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dove		1455301355018	dove	False	False	False	pigeon	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301394457	12	subSuperTrial	basic23	bedsideTable	target	4	2	table	furniture	hamster	distractor	3	3	NA	animal	wardrobe	distractor	2	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	mmm.~~~~~~ orangest one lol		1455301388814	mmm.~~~~~~ orangest one lol	False	False	False	bedsideTable	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
0842-a	1455301414752	14	subSuperTrial	basic12	swordFish	target	4	2	fish	animal	discusFish	distractor	2	3	fish	animal	elephant	distractor	3	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	swordfish		1455301412021	swordfish	False	False	False	swordFish	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301421457	15	subSuperTrial	basic12	grizzlyBear	target	3	3	bear	animal	squirrel	distractor	2	2	NA	animal	koalaBear	distractor	4	4	bear	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301418562	bear	False	False	False	grizzlyBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301445900	18	subSuperTrial	basic33	minivan	target	4	4	car	vehicle	bathrobe	distractor	2	3	NA	clothing	lobster	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301440805	car	False	False	False	minivan	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
