gameid	time	roundNum	trialType	condition	nameClickedObj	targetStatusClickedObj	spLocsClickedObj	lisLocsClickedObj	basiclevelClickedObj	superdomainClickedObj	alt1Name	alt1TargetStatus	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2TargetStatus	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain	alt3Name	alt3TargetStatus	alt3SpLocs	alt3LisLocs	alt3Basiclevel	alt3superdomain	alt4Name	alt4TargetStatus	alt4SpLocs	alt4LisLocs	alt4Basiclevel	alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor	sub	basic	super	oneMentioned	theMentioned
1511-d	1455302553698	59	subSuperTrial	basic22	picnicTable	target	2	2	table	furniture	bookcase	distractor	3	4	NA	furniture	lamp	distractor	4	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455302551995	table	False	False	False	picnicTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
1511-d	1455302560241	60	subSuperTrial	basic22	eagle	target	3	4	bird	animal	iguana	distractor	2	3	NA	animal	elephant	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	hawk		1455302556795	hawk	False	False	False	eagle	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
1511-d	1455302575947	62	subSuperTrial	basic12	hummingBird	target	4	3	bird	animal	sparrow	distractor	2	4	bird	animal	pig	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird in flight		1455302573763	bird in flight	False	False	False	hummingBird	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
1511-d	1455302581135	63	subSuperTrial	basic22	catfish	target	4	2	fish	animal	cow	distractor	2	4	NA	animal	lobster	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	catfish		1455302580135	catfish	False	False	True	catfish	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
1511-d	1455302590849	65	subSuperTrial	basic23	sunflower	target	4	2	flower	plant	pottedPlant	distractor	2	4	NA	plant	train	distractor	3	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	sunflower		1455302589468	sunflower	False	False	True	sunflower	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
1511-d	1455302597658	66	subSuperTrial	basic12	dalmatian	target	3	3	dog	animal	crocodile	distractor	4	4	NA	animal	greyhound	distractor	2	2	dog	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dalmation		1455302596592	dalmation	False	False	False	dalmatian	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
1511-d	1455302631101	71	subSuperTrial	basic23	suv	target	2	4	car	vehicle	rosemary	distractor	3	3	NA	plant	motorcycle	distractor	4	2	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455302629654	car	False	False	False	suv	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
1511-d	1455302637178	72	subSuperTrial	basic22	poloShirt	target	4	2	shirt	clothing	bathrobe	distractor	2	3	NA	clothing	dress	distractor	3	4	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455302635197	shirt	False	False	False	poloShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301002088	1	subSuperTrial	basic33	parrot	target	4	3	bird	animal	popcorn	distractor	2	2	NA	snack	lamp	distractor	3	4	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301000030	bird	False	False	False	parrot	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301017575	2	subSuperTrial	basic12	tShirt	target	4	3	shirt	clothing	gloves	distractor	2	2	NA	clothing	campShirt	distractor	3	4	shirt	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dark blue t		1455301015054	dark blue t	False	False	False	tShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301027129	3	subSuperTrial	basic12	swordFish	target	4	4	fish	animal	rabbit	distractor	2	2	NA	animal	discusFish	distractor	3	3	fish	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	marlin		1455301024953	marlin	False	False	False	swordFish	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301070589	6	subSuperTrial	basic12	eagle	target	3	2	bird	animal	squirrel	distractor	2	3	NA	animal	sparrow	distractor	4	4	bird	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	eagle		1455301069029	eagle	False	False	True	eagle	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301136840	10	subSuperTrial	basic22	bedsideTable	target	4	2	table	furniture	lamp	distractor	3	4	NA	furniture	wardrobe	distractor	2	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	night stand		1455301133442	night stand	False	False	False	bedsideTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301163842	12	subSuperTrial	basic23	picnicTable	target	3	3	table	furniture	rosemary	distractor	4	4	NA	plant	bookcase	distractor	2	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	picnic table		1455301161310	picnic table	False	False	False	picnicTable	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301207635	15	subSuperTrial	basic23	poloShirt	target	4	2	shirt	clothing	socks	distractor	2	3	NA	clothing	firetruck	distractor	3	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	t shirt		1455301206417	t shirt	False	False	False	poloShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301242452	17	subSuperTrial	basic33	rose	target	3	4	flower	plant	crocodile	distractor	4	2	NA	animal	dress	distractor	2	3	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	rose		1455301240970	rose	False	False	True	rose	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301312509	23	subSuperTrial	basic12	hawaiiShirt	target	3	3	shirt	clothing	socks	distractor	2	2	NA	clothing	campShirt	distractor	4	4	shirt	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	hawaii print		1455301311219	hawaii print	False	False	False	hawaiiShirt	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301336403	26	subSuperTrial	basic12	polarBear	target	2	4	bear	animal	bison	distractor	3	3	NA	animal	koalaBear	distractor	4	2	bear	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	polar bear		1455301334352	polar bear	False	False	False	polarBear	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301347051	27	subSuperTrial	basic33	tulip	target	4	4	flower	plant	lion	distractor	3	2	NA	animal	bookcase	distractor	2	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower		1455301343665	flower	False	False	False	tulip	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301357347	28	subSuperTrial	basic22	grizzlyBear	target	4	3	bear	animal	squirrel	distractor	2	4	NA	animal	iguana	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	 bear		1455301356112	 bear	False	False	False	grizzlyBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301367141	29	subSuperTrial	basic12	dalmatian	target	4	4	dog	animal	greyhound	distractor	2	2	dog	animal	kitten	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dalmation		1455301365286	dalmation	False	False	False	dalmatian	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301399160	33	subSuperTrial	basic23	germanShepherd	target	2	3	dog	animal	bison	distractor	3	2	NA	animal	chips	distractor	4	4	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301397597	dog	False	False	False	germanShepherd	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301413651	35	subSuperTrial	basic33	diningTable	target	2	4	table	furniture	lion	distractor	4	2	NA	animal	pottedPlant	distractor	3	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455301412176	table	False	False	False	diningTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301431490	37	subSuperTrial	basic22	hummingBird	target	4	2	bird	animal	rabbit	distractor	2	4	NA	animal	sheep	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301430041	bird	False	False	False	hummingBird	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301439420	38	subSuperTrial	basic12	husky	target	4	2	dog	animal	horse	distractor	3	4	NA	animal	greyhound	distractor	2	3	dog	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	husky		1455301437993	husky	False	False	True	husky	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301451222	40	subSuperTrial	basic23	pug	target	4	3	dog	animal	ambulance	distractor	3	2	NA	vehicle	squirrel	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301450078	dog	False	False	False	pug	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301465690	42	subSuperTrial	basic33	goldFish	target	2	2	fish	animal	gloves	distractor	4	3	NA	clothing	grasses	distractor	3	4	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	goldfish		1455301464443	goldfish	False	False	False	goldFish	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301478141	44	subSuperTrial	basic33	dressShirt	target	3	2	shirt	clothing	bookcase	distractor	2	3	NA	furniture	crocodile	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455301476684	shirt	False	False	False	dressShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301514342	48	subSuperTrial	basic23	sunflower	target	2	4	flower	plant	chips	distractor	4	2	NA	snack	ivy	distractor	3	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower		1455301512932	flower	False	False	False	sunflower	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301520020	49	subSuperTrial	basic22	convertible	target	3	4	car	vehicle	motorcycle	distractor	2	2	NA	vehicle	ambulance	distractor	4	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301518583	car	False	False	False	convertible	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301525530	50	subSuperTrial	basic23	minivan	target	3	3	car	vehicle	socks	distractor	4	4	NA	clothing	ambulance	distractor	2	2	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	van		1455301524082	van	False	False	False	minivan	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301553251	54	subSuperTrial	basic23	pigeon	target	3	3	bird	animal	rabbit	distractor	2	4	NA	animal	motorcycle	distractor	4	2	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455301552000	bird	False	False	False	pigeon	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301559585	55	subSuperTrial	basic22	pandaBear	target	2	3	bear	animal	iguana	distractor	3	4	NA	animal	lobster	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301558085	bear	False	False	False	pandaBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301567130	56	subSuperTrial	basic23	coffeeTable	target	4	2	table	furniture	bookcase	distractor	3	3	NA	furniture	rhino	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455301564580	table	False	False	False	coffeeTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301572771	57	subSuperTrial	basic22	mnMs	target	4	2	candy	snack	cookies	distractor	2	4	NA	snack	popcorn	distractor	3	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	mm		1455301571129	mm	False	False	False	mnMs	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301581010	58	subSuperTrial	basic22	suv	target	2	4	car	vehicle	motorcycle	distractor	4	2	NA	vehicle	ambulance	distractor	3	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	suv		1455301578042	suv	False	False	True	suv	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301595340	60	subSuperTrial	basic23	sportsCar	target	4	3	car	vehicle	kitten	distractor	2	2	NA	animal	train	distractor	3	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301593877	car	False	False	False	sportsCar	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301604201	61	subSuperTrial	basic22	catfish	target	3	3	fish	animal	squirrel	distractor	2	2	NA	animal	iguana	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301602246	fish	False	False	False	catfish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301612000	62	subSuperTrial	basic12	gummyBears	target	4	3	candy	snack	candyCorn	distractor	2	4	candy	snack	pretzels	distractor	3	2	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	gummi		1455301610580	gummi	False	False	False	gummyBears	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301635926	65	subSuperTrial	basic33	skittles	target	4	3	candy	snack	ivy	distractor	2	2	NA	plant	squirrel	distractor	3	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	skittles		1455301634069	skittles	False	False	True	skittles	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3791-8	1455301659110	68	subSuperTrial	basic12	blackBear	target	2	3	bear	animal	koalaBear	distractor	3	4	bear	animal	rabbit	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black bear		1455301657958	black bear	False	False	False	blackBear	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301668017	69	subSuperTrial	basic22	daisy	target	2	4	flower	plant	pottedPlant	distractor	4	2	NA	plant	rosemary	distractor	3	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower		1455301666372	flower	False	False	False	daisy	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301680830	71	subSuperTrial	basic33	clownFish	target	3	2	fish	animal	socks	distractor	4	4	NA	clothing	pretzels	distractor	2	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301679368	fish	False	False	False	clownFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3791-8	1455301691960	72	subSuperTrial	basic33	jellyBeans	target	2	4	candy	snack	bed	distractor	3	2	NA	furniture	bison	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	jeli		1455301690996	jeli	False	False	False	jellyBeans	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455301838067	3	subSuperTrial	basic23	coffeeTable	target	4	3	table	furniture	kitten	distractor	2	4	NA	animal	wardrobe	distractor	3	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455301836224	table	False	False	False	coffeeTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301845668	4	subSuperTrial	basic12	swordFish	target	4	4	fish	animal	discusFish	distractor	3	3	fish	animal	squirrel	distractor	2	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	swordfish		1455301843997	swordfish	False	False	False	swordFish	NA	NA	TRUE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301855822	5	subSuperTrial	basic12	rose	target	2	4	flower	plant	lily	distractor	3	3	flower	plant	grasses	distractor	4	2	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	rose		1455301850114	rose	False	False	True	rose	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3676-c	1455301871769	7	subSuperTrial	basic33	sportsCar	target	4	3	car	vehicle	cow	distractor	2	4	NA	animal	grasses	distractor	3	2	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455301868854	car	False	False	False	sportsCar	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301881799	8	subSuperTrial	basic33	picnicTable	target	2	4	table	furniture	pretzels	distractor	4	3	NA	snack	elephant	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bench		1455301879092	bench	False	False	False	picnicTable	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455301888129	9	subSuperTrial	basic23	tShirt	target	4	4	shirt	clothing	dress	distractor	3	2	NA	clothing	pretzels	distractor	2	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	shirt		1455301886205	shirt	False	False	False	tShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301910518	12	subSuperTrial	basic33	sunflower	target	4	2	flower	plant	bathrobe	distractor	2	3	NA	clothing	horse	distractor	3	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dandelion		1455301908533	dandelion	False	False	False	sunflower	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455301949182	13	subSuperTrial	basic12	husky	target	3	3	dog	animal	greyhound	distractor	4	4	dog	animal	sheep	distractor	2	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	huskie		1455301946644	huskie	False	False	False	husky	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455301957973	14	subSuperTrial	basic23	germanShepherd	target	3	2	dog	animal	bed	distractor	2	4	NA	furniture	elephant	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455301953717	dog	False	False	False	germanShepherd	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301964079	15	subSuperTrial	basic22	grizzlyBear	target	4	4	bear	animal	hamster	distractor	2	2	NA	animal	kitten	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bear		1455301962557	bear	False	False	False	grizzlyBear	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455301999677	20	subSuperTrial	basic33	goldFish	target	2	3	fish	animal	dress	distractor	3	4	NA	clothing	cookies	distractor	4	2	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	fish		1455301996877	fish	False	False	False	goldFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302019114	22	subSuperTrial	basic22	catfish	target	2	2	fish	animal	snake	distractor	3	4	NA	animal	kitten	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bass		1455302013366	bass	False	False	False	catfish	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302030416	23	subSuperTrial	basic12	polarBear	target	4	2	bear	animal	koalaBear	distractor	2	4	bear	animal	pig	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	polar		1455302027670	polar	False	False	False	polarBear	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302038214	24	subSuperTrial	basic22	minivan	target	3	2	car	vehicle	firetruck	distractor	4	4	NA	vehicle	motorcycle	distractor	2	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	van		1455302036589	van	False	False	False	minivan	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302060846	25	subSuperTrial	basic22	diningTable	target	3	3	table	furniture	wardrobe	distractor	2	4	NA	furniture	bookcase	distractor	4	2	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	table		1455302042736	table	False	False	False	diningTable	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302076945	26	subSuperTrial	basic12	hawaiiShirt	target	2	2	shirt	clothing	gloves	distractor	4	4	NA	clothing	campShirt	distractor	3	3	shirt	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	flower shirt		1455302075113	flower shirt	False	False	False	hawaiiShirt	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302104852	28	subSuperTrial	basic23	hummingBird	target	2	4	bird	animal	pretzels	distractor	4	3	NA	snack	sheep	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	bird		1455302088863	bird	False	False	False	hummingBird	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302129797	29	subSuperTrial	basic12	clownFish	target	4	4	fish	animal	discusFish	distractor	2	3	fish	animal	iguana	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	gold and black fish		1455302127993	gold and black fish	False	False	False	clownFish	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302157069	34	subSuperTrial	basic23	dalmatian	target	3	2	dog	animal	lobster	distractor	4	4	NA	animal	firetruck	distractor	2	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dalmatian		1455302154210	dalmatian	False	False	True	dalmatian	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302162219	35	subSuperTrial	basic33	convertible	target	3	2	car	vehicle	cow	distractor	4	3	NA	animal	rosemary	distractor	2	4	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455302159613	car	False	False	False	convertible	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302171974	36	subSuperTrial	basic23	gummyBears	target	3	2	candy	snack	rosemary	distractor	4	4	NA	plant	chips	distractor	2	3	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	gummi		1455302169113	gummi	False	False	False	gummyBears	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302196710	39	subSuperTrial	basic33	skittles	target	3	2	candy	snack	bookcase	distractor	2	3	NA	furniture	hamster	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	skittles		1455302194932	skittles	False	False	True	skittles	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302203630	40	subSuperTrial	basic33	suv	target	3	3	car	vehicle	dress	distractor	4	4	NA	clothing	elephant	distractor	2	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	car		1455302201783	car	False	False	False	suv	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302209708	41	subSuperTrial	basic23	jellyBeans	target	2	4	candy	snack	cookies	distractor	3	3	NA	snack	iguana	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	jelly		1455302208097	jelly	False	False	False	jellyBeans	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302261402	48	subSuperTrial	basic22	pug	target	4	3	dog	animal	crocodile	distractor	2	2	NA	animal	pig	distractor	3	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	dog		1455302255573	dog	False	False	False	pug	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE
3676-c	1455302282165	51	subSuperTrial	basic23	parrot	target	3	3	bird	animal	lobster	distractor	4	4	NA	animal	ivy	distractor	2	2	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	parrot		1455302280821	parrot	False	False	True	parrot	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE
3676-c	1455302289884	52	subSuperTrial	basic22	pandaBear	target	3	3	bear	animal	bison	distractor	2	4	NA	animal	hamster	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	panda		1455302285486	panda	False	False	False	pandaBear	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
