gameid,roundNum,condition,targetName,alt1Name,alt2Name,response
5222-f,2,basic12,tshirt,campshirt,dress,basic
5222-f,4,basic22,mnms,pretzels,cookies,basic
5222-f,7,basic23,gummybears,bed,popcorn,sub
5222-f,16,basic22,germanshepherd,bison,rhino,basic
5222-f,17,basic12,jellybeans,candycorn,chips,sub
5222-f,20,basic33,sportscar,socks,lion,basic
5222-f,26,basic33,husky,pottedplant,chips,basic
5222-f,33,basic12,pug,pig,greyhound,sub
5222-f,34,basic12,dalmatian,greyhound,lion,sub
5222-f,37,basic23,poloshirt,socks,snake,basic
5222-f,38,basic23,pandabear,firetruck,squirrel,sub
5222-f,39,basic22,picnictable,bed,lamp,basic
5222-f,40,basic23,pigeon,bed,hamster,basic
5222-f,41,basic33,suv,pottedplant,rhino,basic
5222-f,42,basic12,eagle,sparrow,rabbit,sub
5222-f,44,basic22,convertible,firetruck,ambulance,basic
5222-f,45,basic22,blackbear,elephant,cow,basic
5222-f,46,basic12,diningtable,sidetable,lamp,basic
5222-f,47,basic22,skittles,popcorn,chips,basic
5222-f,48,basic33,clownfish,socks,lamp,basic
5222-f,50,basic23,tulip,lobster,pottedplant,sub
5222-f,51,basic33,sunflower,motorcycle,cookies,basic
5222-f,54,basic33,coffeetable,hamster,bathrobe,basic
5222-f,56,basic12,goldfish,bison,discusfish,basic
5222-f,57,basic33,hummingbird,chips,dress,basic
5222-f,61,basic23,polarbear,lobster,socks,basic
5222-f,62,basic33,grizzlybear,lamp,popcorn,basic
5222-f,67,basic33,swordfish,bed,bathrobe,basic
5222-f,68,basic22,daisy,pottedplant,grasses,basic
5222-f,72,basic23,parrot,gloves,rhino,basic
8691-9,1,basic12,husky,greyhound,snake,basic
8691-9,2,basic12,swordfish,pig,discusfish,sub
8691-9,3,basic12,hawaiishirt,dress,campshirt,basic
8691-9,5,basic12,catfish,discusfish,kitten,sub
8691-9,7,basic12,skittles,chips,candycorn,sub
8691-9,10,basic33,tulip,popcorn,pig,sub
8691-9,11,basic22,gummybears,pretzels,popcorn,sub
8691-9,14,basic33,minivan,wardrobe,bathrobe,basic
8691-9,16,basic23,hummingbird,gloves,pig,sub
8691-9,19,basic23,eagle,pig,grasses,sub
8691-9,23,basic22,picnictable,lamp,bookcase,sub
8691-9,24,basic33,mnms,lobster,grasses,sub
8691-9,27,basic23,sportscar,rosemary,ambulance,basic
8691-9,30,basic33,poloshirt,kitten,pretzels,basic
8691-9,32,basic33,suv,bookcase,rhino,basic
8691-9,33,basic12,rose,rosemary,lily,sub
8691-9,38,basic23,jellybeans,crocodile,cookies,sub
8691-9,43,basic23,convertible,firetruck,kitten,basic
8691-9,48,basic22,germanshepherd,iguana,lobster,basic
8691-9,49,basic23,dalmatian,socks,hamster,basic
8691-9,54,basic23,diningtable,bed,hamster,basic
8691-9,57,basic12,goldfish,discusfish,crocodile,sub
8691-9,59,basic22,blackbear,rabbit,bison,basic
8691-9,62,basic22,pandabear,iguana,kitten,basic
8691-9,64,basic22,bedsidetable,wardrobe,lamp,sub
8691-9,66,basic33,polarbear,dress,bed,basic
8691-9,69,basic23,parrot,grasses,iguana,basic
8691-9,70,basic33,pug,firetruck,pretzels,basic
8691-9,72,basic33,pigeon,cookies,grasses,sub
4810-9,4,basic12,swordfish,hamster,discusfish,sub
4810-9,6,basic23,blackbear,firetruck,elephant,basic
4810-9,14,basic33,suv,cookies,pig,sub
4810-9,15,basic33,skittles,squirrel,ivy,sub
4810-9,16,basic33,goldfish,popcorn,bookcase,sub
4810-9,19,basic23,husky,elephant,motorcycle,sub
4810-9,20,basic33,hummingbird,bookcase,dress,sub
4810-9,21,basic22,coffeetable,wardrobe,bed,basic
4810-9,25,basic12,pug,greyhound,squirrel,sub
4810-9,27,basic22,dalmatian,cow,sheep,basic
4810-9,29,basic22,polarbear,pig,lobster,basic
4810-9,30,basic23,poloshirt,lobster,bathrobe,basic
4810-9,31,basic23,minivan,firetruck,bison,sub
4810-9,32,basic33,convertible,bathrobe,rosemary,sub
5895-f,2,basic33,daisy,pig,train,sub
5895-f,3,basic12,germanshepherd,greyhound,cow,basic
5895-f,4,basic12,tulip,grasses,lily,basic
5895-f,5,basic22,catfish,cow,squirrel,basic
5895-f,6,basic33,convertible,kitten,gloves,basic
5895-f,8,basic23,mnms,firetruck,chips,sub
5895-f,9,basic23,diningtable,chips,bed,basic
5895-f,12,basic12,pandabear,koalabear,hamster,sub
5895-f,17,basic22,suv,ambulance,train,basic
5895-f,18,basic22,husky,horse,rhino,basic
5895-f,19,basic23,goldfish,socks,sheep,basic
5895-f,21,basic22,hummingbird,iguana,cow,basic
5895-f,23,basic33,parrot,cookies,bookcase,basic
5895-f,32,basic23,jellybeans,chips,kitten,basic
5895-f,33,basic33,swordfish,ambulance,cookies,basic
5895-f,35,basic33,polarbear,lamp,socks,basic
5895-f,36,basic12,skittles,candycorn,pretzels,sub
5895-f,37,basic23,tshirt,dress,horse,basic
5895-f,38,basic22,picnictable,bed,bookcase,sub
5895-f,42,basic23,eagle,lion,pottedplant,sub
5895-f,46,basic33,pigeon,motorcycle,rosemary,basic
5895-f,48,basic22,clownfish,crocodile,kitten,basic
5895-f,50,basic12,dressshirt,campshirt,bathrobe,basic
5895-f,53,basic12,grizzlybear,koalabear,lion,basic
5895-f,55,basic23,sportscar,firetruck,kitten,basic
5895-f,56,basic12,bedsidetable,sidetable,bed,sub
5895-f,57,basic12,hawaiishirt,bathrobe,campshirt,sub
5895-f,58,basic33,minivan,lion,rosemary,sub
5895-f,60,basic22,blackbear,bison,snake,sub
5895-f,62,basic33,sunflower,chips,bison,basic
5895-f,64,basic33,gummybears,rosemary,lamp,sub
5895-f,68,basic23,pug,crocodile,wardrobe,basic
5895-f,70,basic22,poloshirt,socks,gloves,basic
5895-f,72,basic23,coffeetable,bed,lion,basic
3084-5,1,basic23,sunflower,pottedplant,chips,basic
3084-5,2,basic23,tulip,grasses,train,sub
3084-5,3,basic12,coffeetable,lamp,sidetable,sub
3084-5,6,basic33,parrot,socks,cookies,sub
3084-5,9,basic22,husky,crocodile,snake,sub
3084-5,12,basic12,convertible,sedan,train,sub
3084-5,13,basic33,swordfish,cookies,gloves,sub
3084-5,14,basic22,sportscar,motorcycle,ambulance,basic
3084-5,15,basic22,dalmatian,iguana,rabbit,sub
3084-5,17,basic12,germanshepherd,hamster,greyhound,sub
3084-5,19,basic22,mnms,popcorn,pretzels,sub
3084-5,21,basic12,catfish,discusfish,rabbit,sub
3084-5,23,basic12,goldfish,discusfish,rabbit,sub
3084-5,28,basic23,tshirt,wardrobe,bathrobe,sub
3084-5,32,basic33,minivan,elephant,popcorn,basic
3084-5,36,basic22,skittles,chips,cookies,sub
3084-5,38,basic12,jellybeans,cookies,candycorn,sub
3084-5,39,basic22,picnictable,wardrobe,bed,sub
3084-5,42,basic22,hawaiishirt,bathrobe,dress,basic
3084-5,45,basic33,dressshirt,ambulance,pretzels,basic
3084-5,48,basic22,polarbear,cow,elephant,basic
3084-5,49,basic12,hummingbird,sparrow,elephant,sub
3084-5,50,basic33,pandabear,lamp,pottedplant,sub
3084-5,51,basic33,poloshirt,pig,wardrobe,basic
3084-5,52,basic33,rose,chips,squirrel,sub
3084-5,56,basic23,pigeon,rabbit,bookcase,sub
3084-5,57,basic22,diningtable,bed,lamp,basic
3084-5,58,basic23,clownfish,elephant,bookcase,sub
3084-5,59,basic23,grizzlybear,popcorn,snake,basic
3084-5,60,basic33,suv,lion,chips,basic
3084-5,63,basic23,pug,pig,wardrobe,sub
3084-5,65,basic33,eagle,gloves,bed,sub
3084-5,66,basic23,gummybears,pottedplant,chips,sub
3084-5,69,basic23,bedsidetable,chips,bed,sub
3084-5,70,basic12,daisy,lily,rosemary,sub
3084-5,72,basic12,blackbear,koalabear,kitten,sub
3197-1,2,basic22,coffeetable,bed,wardrobe,basic
3197-1,4,basic23,diningtable,wardrobe,dress,basic
3197-1,6,basic12,swordfish,pig,discusfish,sub
3197-1,8,basic22,catfish,snake,iguana,sub
3197-1,9,basic12,eagle,sparrow,horse,sub
3197-1,10,basic33,tshirt,crocodile,cookies,basic
3197-1,17,basic33,rose,chips,dress,sub
3197-1,19,basic23,dressshirt,bed,bathrobe,basic
3197-1,20,basic23,suv,ambulance,bison,sub
3197-1,21,basic33,jellybeans,ivy,rhino,sub
3197-1,23,basic12,minivan,sedan,motorcycle,sub
3197-1,24,basic33,sportscar,bed,bison,sub
3197-1,26,basic23,picnictable,rabbit,wardrobe,sub
3197-1,27,basic22,bedsidetable,bed,lamp,sub
3197-1,28,basic23,hawaiishirt,dress,ivy,basic
3197-1,30,basic12,polarbear,crocodile,koalabear,sub
3197-1,34,basic12,parrot,hamster,sparrow,sub
3197-1,36,basic23,daisy,pottedplant,elephant,basic
3197-1,43,basic33,blackbear,ambulance,dress,sub
3197-1,44,basic22,grizzlybear,bison,iguana,sub
3197-1,45,basic33,hummingbird,popcorn,gloves,sub
3197-1,47,basic22,gummybears,chips,cookies,sub
3197-1,48,basic33,poloshirt,pottedplant,motorcycle,basic
3197-1,49,basic22,pigeon,rhino,crocodile,sub
3197-1,50,basic22,husky,kitten,lion,basic
3197-1,52,basic22,skittles,chips,popcorn,sub
3197-1,54,basic12,mnms,cookies,candycorn,sub
3197-1,56,basic12,germanshepherd,sheep,greyhound,sub
3197-1,59,basic23,convertible,popcorn,train,sub
3197-1,60,basic22,pug,squirrel,crocodile,basic
3197-1,61,basic23,sunflower,lion,rosemary,basic
3197-1,64,basic12,dalmatian,crocodile,greyhound,sub
3197-1,67,basic33,tulip,ambulance,gloves,basic
3197-1,68,basic23,clownfish,bathrobe,lobster,basic
3197-1,69,basic33,pandabear,ivy,train,sub
3197-1,72,basic12,goldfish,lion,discusfish,sub
5611-0,2,basic12,blackbear,sheep,koalabear,basic
5611-0,6,basic23,germanshepherd,bed,iguana,basic
5611-0,7,basic12,jellybeans,candycorn,cookies,sub
5611-0,9,basic22,hummingbird,sheep,crocodile,basic
5611-0,10,basic33,tshirt,train,snake,basic
5611-0,11,basic33,convertible,iguana,ivy,basic
5611-0,14,basic23,gummybears,cookies,bison,sub
5611-0,15,basic22,minivan,firetruck,train,basic
5611-0,20,basic22,hawaiishirt,socks,dress,basic
5611-0,24,basic22,rose,ivy,rosemary,sub
5611-0,26,basic33,daisy,sheep,chips,basic
5611-0,27,basic23,sportscar,firetruck,iguana,basic
5611-0,28,basic23,eagle,lion,wardrobe,sub
5611-0,30,basic33,catfish,bathrobe,train,basic
5611-0,31,basic33,sunflower,lamp,gloves,basic
5611-0,32,basic22,mnms,pretzels,chips,sub
5611-0,33,basic12,grizzlybear,elephant,koalabear,basic
5611-0,34,basic33,pug,pottedplant,lamp,basic
5611-0,36,basic33,swordfish,grasses,ambulance,basic
5611-0,37,basic12,goldfish,sheep,discusfish,sub
5611-0,39,basic33,clownfish,lamp,grasses,basic
5611-0,41,basic23,suv,train,ivy,sub
5611-0,48,basic23,bedsidetable,iguana,bookcase,sub
5611-0,49,basic23,skittles,snake,popcorn,sub
5611-0,51,basic12,diningtable,sidetable,bed,basic
5611-0,55,basic12,dressshirt,campshirt,bathrobe,basic
5611-0,57,basic33,picnictable,rosemary,horse,basic
5611-0,58,basic12,pandabear,snake,koalabear,sub
5611-0,61,basic22,coffeetable,lamp,bed,basic
5611-0,62,basic22,polarbear,cow,lobster,sub
5611-0,63,basic22,husky,lobster,cow,basic
5611-0,65,basic12,parrot,kitten,sparrow,sub
5611-0,66,basic22,pigeon,bison,horse,basic
5611-0,68,basic23,dalmatian,pottedplant,snake,basic
5611-0,69,basic12,poloshirt,campshirt,socks,sub
5611-0,71,basic23,tulip,cookies,rosemary,sub
4205-4,5,basic22,mnms,chips,cookies,basic
4205-4,7,basic33,goldfish,cookies,wardrobe,sub
4205-4,11,basic23,poloshirt,hamster,bathrobe,basic
4205-4,12,basic23,tulip,grasses,motorcycle,sub
4205-4,13,basic33,swordfish,train,bookcase,basic
4205-4,15,basic33,gummybears,bed,sheep,basic
4205-4,16,basic23,germanshepherd,firetruck,squirrel,basic
4205-4,19,basic12,hawaiishirt,dress,campshirt,sub
4205-4,20,basic22,coffeetable,bed,wardrobe,sub
4205-4,23,basic33,dalmatian,wardrobe,cookies,basic
4205-4,29,basic33,sunflower,sheep,chips,sub
4205-4,30,basic23,sportscar,ambulance,grasses,sub
4205-4,33,basic22,grizzlybear,squirrel,iguana,basic
4205-4,37,basic33,skittles,squirrel,wardrobe,sub
4205-4,38,basic33,jellybeans,motorcycle,lion,sub
4205-4,41,basic22,pug,lobster,horse,basic
4205-4,44,basic12,hummingbird,rhino,sparrow,sub
4205-4,45,basic23,picnictable,bed,pottedplant,sub
4205-4,47,basic12,rose,rosemary,lily,sub
4205-4,49,basic22,suv,ambulance,train,sub
4205-4,50,basic22,tshirt,socks,bathrobe,basic
4205-4,52,basic23,eagle,dress,cow,sub
4205-4,54,basic22,daisy,pottedplant,ivy,sub
4205-4,55,basic12,minivan,sedan,train,sub
4205-4,56,basic23,parrot,pig,dress,sub
4205-4,57,basic22,clownfish,kitten,horse,basic
4205-4,58,basic12,bedsidetable,bookcase,sidetable,basic
4205-4,59,basic33,convertible,wardrobe,crocodile,basic
4205-4,60,basic23,polarbear,rosemary,bison,basic
4205-4,63,basic12,blackbear,cow,koalabear,sub
4205-4,65,basic33,diningtable,motorcycle,kitten,basic
4205-4,68,basic23,pigeon,bison,motorcycle,basic
4205-4,70,basic22,dressshirt,socks,bathrobe,basic
4205-4,72,basic12,husky,greyhound,rhino,basic
9554-c,3,basic23,daisy,rosemary,lobster,basic
9554-c,4,basic22,sportscar,ambulance,train,basic
9554-c,7,basic22,pigeon,rabbit,elephant,basic
9554-c,8,basic23,eagle,bison,ambulance,basic
9554-c,9,basic33,husky,cookies,grasses,basic
9554-c,10,basic22,goldfish,rabbit,lobster,basic
9554-c,11,basic22,rose,grasses,rosemary,basic
9554-c,16,basic12,minivan,ambulance,sedan,sub
9554-c,18,basic33,coffeetable,cow,ambulance,basic
9554-c,20,basic23,poloshirt,train,bathrobe,basic
9554-c,23,basic12,tshirt,dress,campshirt,basic
9554-c,33,basic33,sunflower,lobster,bathrobe,basic
9554-c,35,basic33,jellybeans,bathrobe,ambulance,basic
9554-c,36,basic12,germanshepherd,greyhound,lion,basic
9554-c,38,basic33,bedsidetable,bison,dress,sub
9554-c,41,basic23,convertible,bathrobe,motorcycle,basic
9554-c,45,basic12,suv,sedan,train,sub
9554-c,48,basic22,grizzlybear,bison,cow,basic
9554-c,49,basic23,hawaiishirt,bathrobe,crocodile,basic
9554-c,54,basic23,pug,pretzels,crocodile,basic
9554-c,57,basic22,pandabear,bison,elephant,sub
9554-c,58,basic33,picnictable,cow,dress,basic
9554-c,59,basic22,clownfish,rhino,lobster,basic
9554-c,62,basic33,gummybears,rhino,bathrobe,basic
9554-c,64,basic33,blackbear,bookcase,cookies,basic
9554-c,66,basic23,dalmatian,rhino,rosemary,basic
9554-c,68,basic22,swordfish,snake,pig,basic
9554-c,69,basic23,polarbear,popcorn,squirrel,basic
9554-c,70,basic33,skittles,lion,wardrobe,basic
9554-c,72,basic12,catfish,iguana,discusfish,basic
8344-c,4,basic23,rose,rabbit,ivy,sub
8344-c,5,basic22,parrot,lion,lobster,sub
8344-c,6,basic22,hawaiishirt,bathrobe,gloves,sub
8344-c,7,basic23,tulip,grasses,bed,basic
8344-c,8,basic12,polarbear,rabbit,koalabear,sub
8344-c,10,basic33,minivan,squirrel,cookies,sub
8344-c,11,basic33,daisy,pig,pretzels,basic
8344-c,16,basic23,pandabear,iguana,dress,sub
8344-c,19,basic33,sunflower,lamp,snake,sub
8344-c,21,basic12,germanshepherd,greyhound,rabbit,sub
8344-c,23,basic33,mnms,rosemary,firetruck,sub
8344-c,24,basic23,skittles,sheep,popcorn,sub
8344-c,25,basic23,picnictable,bookcase,popcorn,basic
8344-c,28,basic22,bedsidetable,wardrobe,bookcase,sub
8344-c,29,basic23,suv,rabbit,motorcycle,sub
8344-c,31,basic12,poloshirt,bathrobe,campshirt,basic
8344-c,32,basic33,dressshirt,bookcase,popcorn,basic
8344-c,38,basic12,convertible,sedan,motorcycle,sub
8344-c,40,basic22,pigeon,bison,horse,sub
8344-c,41,basic22,tshirt,socks,bathrobe,basic
8344-c,42,basic22,sportscar,motorcycle,train,basic
8344-c,44,basic23,jellybeans,pretzels,squirrel,sub
8344-c,48,basic33,gummybears,ambulance,kitten,sub
8344-c,49,basic12,diningtable,sidetable,wardrobe,basic
8344-c,51,basic22,hummingbird,rhino,bison,basic
8344-c,56,basic22,pug,lion,squirrel,basic
8344-c,57,basic23,dalmatian,kitten,popcorn,sub
8344-c,59,basic33,swordfish,wardrobe,grasses,basic
8344-c,60,basic22,catfish,lion,rhino,basic
8344-c,61,basic23,coffeetable,kitten,wardrobe,basic
8344-c,65,basic12,eagle,hamster,sparrow,sub
8344-c,69,basic12,grizzlybear,koalabear,snake,basic
8344-c,70,basic33,goldfish,cookies,rosemary,basic
8344-c,72,basic33,blackbear,firetruck,cookies,basic
3908-9,6,basic22,eagle,crocodile,sheep,basic
3908-9,7,basic23,jellybeans,chips,ivy,basic
3908-9,16,basic23,dalmatian,firetruck,rhino,super
3908-9,27,basic12,gummybears,candycorn,chips,sub
3908-9,29,basic23,suv,grasses,ambulance,super
3908-9,62,basic22,poloshirt,gloves,dress,super
3908-9,66,basic33,pigeon,popcorn,motorcycle,basic
3908-9,70,basic33,rose,kitten,bed,basic
0327-7,1,basic33,convertible,lamp,rhino,basic
0327-7,4,basic23,mnms,dress,chips,sub
0327-7,7,basic33,pigeon,gloves,popcorn,sub
0327-7,12,basic23,jellybeans,chips,socks,sub
0327-7,15,basic23,clownfish,cookies,lobster,sub
0327-7,16,basic12,tshirt,bathrobe,campshirt,sub
0327-7,17,basic23,coffeetable,kitten,wardrobe,basic
0327-7,19,basic33,hawaiishirt,lion,bookcase,basic
0327-7,20,basic12,rose,lily,rosemary,sub
0327-7,21,basic22,skittles,pretzels,chips,sub
0327-7,22,basic22,sportscar,motorcycle,ambulance,sub
0327-7,23,basic22,picnictable,wardrobe,bookcase,sub
0327-7,27,basic23,pandabear,bathrobe,pig,sub
0327-7,29,basic12,blackbear,koalabear,horse,basic
0327-7,31,basic22,eagle,bison,lobster,sub
0327-7,33,basic33,gummybears,horse,motorcycle,sub
0327-7,34,basic33,dressshirt,popcorn,lamp,basic
0327-7,36,basic12,pug,greyhound,crocodile,sub
0327-7,39,basic23,parrot,pottedplant,elephant,sub
0327-7,40,basic23,daisy,rosemary,wardrobe,sub
0327-7,41,basic23,poloshirt,gloves,ambulance,basic
0327-7,42,basic33,minivan,bathrobe,elephant,sub
0327-7,43,basic22,goldfish,pig,snake,sub
0327-7,44,basic22,catfish,bison,elephant,basic
0327-7,50,basic22,polarbear,crocodile,bison,sub
0327-7,53,basic12,hummingbird,elephant,sparrow,basic
0327-7,54,basic22,grizzlybear,cow,lobster,basic
0327-7,60,basic22,swordfish,lobster,elephant,sub
0327-7,63,basic33,tulip,bison,bed,sub
0327-7,64,basic12,husky,iguana,greyhound,sub
0327-7,66,basic12,germanshepherd,iguana,greyhound,sub
0327-7,67,basic23,diningtable,wardrobe,hamster,basic
0327-7,69,basic33,dalmatian,bed,bathrobe,sub
0327-7,70,basic12,sunflower,pottedplant,lily,sub
7949-f,4,basic23,suv,ambulance,popcorn,sub
7949-f,6,basic22,pug,pig,lobster,sub
7949-f,8,basic22,convertible,motorcycle,firetruck,basic
7949-f,9,basic23,blackbear,cow,bathrobe,basic
7949-f,11,basic22,parrot,rhino,hamster,basic
7949-f,13,basic22,polarbear,snake,horse,basic
7949-f,19,basic12,husky,cow,greyhound,sub
7949-f,20,basic22,swordfish,iguana,lion,sub
7949-f,22,basic33,sportscar,lamp,socks,basic
7949-f,23,basic12,diningtable,lamp,sidetable,basic
7949-f,24,basic33,daisy,bathrobe,lion,basic
7949-f,28,basic33,pigeon,bed,pottedplant,basic
7949-f,34,basic23,germanshepherd,horse,rosemary,basic
7949-f,35,basic23,dressshirt,dress,hamster,basic
7949-f,36,basic12,picnictable,sidetable,lamp,sub
7949-f,39,basic23,clownfish,cow,pottedplant,basic
7949-f,44,basic22,goldfish,sheep,lobster,basic
7949-f,45,basic23,bedsidetable,rhino,bookcase,sub
7949-f,48,basic33,tshirt,bison,ambulance,basic
7949-f,49,basic33,catfish,wardrobe,ambulance,basic
7949-f,51,basic22,pandabear,rhino,elephant,sub
7949-f,53,basic12,hummingbird,elephant,sparrow,sub
7949-f,54,basic12,gummybears,candycorn,popcorn,sub
7949-f,55,basic23,eagle,lobster,bookcase,sub
7949-f,60,basic33,minivan,bathrobe,rosemary,sub
7949-f,63,basic23,skittles,cookies,pottedplant,sub
7949-f,68,basic33,grizzlybear,lamp,pretzels,basic
7949-f,69,basic22,jellybeans,pretzels,chips,sub
7949-f,70,basic23,coffeetable,crocodile,lamp,basic
7949-f,71,basic12,mnms,pretzels,candycorn,sub
0071-5,10,basic23,daisy,pottedplant,squirrel,basic
0071-5,11,basic33,convertible,rhino,chips,sub
0071-5,12,basic12,pigeon,snake,sparrow,basic
0071-5,17,basic33,tulip,train,pig,basic
0071-5,28,basic33,eagle,cookies,motorcycle,basic
0071-5,30,basic22,goldfish,squirrel,lobster,basic
0071-5,33,basic22,picnictable,lamp,bed,sub
0071-5,60,basic12,suv,ambulance,sedan,sub
0071-5,69,basic33,polarbear,train,lamp,sub
3676-c,3,basic23,coffeetable,kitten,wardrobe,basic
3676-c,4,basic12,swordfish,discusfish,squirrel,sub
3676-c,5,basic12,rose,lily,grasses,sub
3676-c,7,basic33,sportscar,cow,grasses,basic
3676-c,9,basic23,tshirt,dress,pretzels,basic
3676-c,12,basic33,sunflower,bathrobe,horse,sub
3676-c,13,basic12,husky,greyhound,sheep,sub
3676-c,14,basic23,germanshepherd,bed,elephant,basic
3676-c,15,basic22,grizzlybear,hamster,kitten,basic
3676-c,20,basic33,goldfish,dress,cookies,basic
3676-c,22,basic22,catfish,snake,kitten,sub
3676-c,23,basic12,polarbear,koalabear,pig,sub
3676-c,24,basic22,minivan,firetruck,motorcycle,sub
3676-c,25,basic22,diningtable,wardrobe,bookcase,basic
3676-c,26,basic12,hawaiishirt,gloves,campshirt,sub
3676-c,28,basic23,hummingbird,pretzels,sheep,basic
3676-c,29,basic12,clownfish,discusfish,iguana,basic
3676-c,34,basic23,dalmatian,lobster,firetruck,sub
3676-c,35,basic33,convertible,cow,rosemary,basic
3676-c,36,basic23,gummybears,rosemary,chips,sub
3676-c,39,basic33,skittles,bookcase,hamster,sub
3676-c,40,basic33,suv,dress,elephant,basic
3676-c,41,basic23,jellybeans,cookies,iguana,sub
3676-c,48,basic22,pug,crocodile,pig,basic
3676-c,51,basic23,parrot,lobster,ivy,sub
3676-c,52,basic22,pandabear,bison,hamster,sub
3676-c,53,basic33,tulip,bed,dress,sub
3676-c,54,basic12,eagle,sheep,sparrow,sub
3676-c,60,basic22,blackbear,rabbit,iguana,basic
3676-c,66,basic12,daisy,lily,ivy,sub
3676-c,68,basic33,poloshirt,ivy,cow,basic
3676-c,69,basic22,pigeon,bison,sheep,basic
3676-c,70,basic22,dressshirt,bathrobe,socks,basic
3676-c,71,basic23,mnms,popcorn,motorcycle,sub
6426-3,3,basic12,pug,kitten,greyhound,sub
6426-3,4,basic23,picnictable,firetruck,bookcase,basic
6426-3,10,basic22,germanshepherd,squirrel,iguana,sub
6426-3,11,basic23,rose,ivy,elephant,sub
6426-3,12,basic22,eagle,hamster,kitten,sub
6426-3,13,basic33,hummingbird,dress,grasses,sub
6426-3,15,basic23,sunflower,train,rosemary,sub
6426-3,16,basic12,mnms,cookies,candycorn,sub
6426-3,17,basic33,gummybears,squirrel,ambulance,sub
6426-3,21,basic22,daisy,ivy,rosemary,sub
6426-3,27,basic33,tshirt,hamster,cookies,basic
6426-3,30,basic23,jellybeans,snake,pretzels,sub
6426-3,31,basic23,minivan,motorcycle,hamster,sub
6426-3,36,basic12,coffeetable,sidetable,bookcase,sub
6426-3,37,basic33,convertible,gloves,wardrobe,sub
6426-3,39,basic22,pigeon,horse,iguana,sub
6426-3,43,basic23,blackbear,pretzels,crocodile,sub
6426-3,44,basic22,dalmatian,crocodile,rabbit,sub
6426-3,49,basic23,suv,ambulance,snake,sub
6426-3,50,basic12,polarbear,koalabear,crocodile,sub
6426-3,51,basic22,grizzlybear,sheep,kitten,sub
6426-3,57,basic22,sportscar,firetruck,train,sub
6426-3,58,basic23,catfish,hamster,train,sub
6426-3,61,basic33,goldfish,gloves,lamp,sub
6426-3,62,basic22,swordfish,bison,pig,sub
6426-3,64,basic33,tulip,snake,popcorn,sub
6426-3,66,basic33,diningtable,bison,dress,sub
6426-3,69,basic33,husky,pretzels,rosemary,sub
6426-3,70,basic22,parrot,cow,lion,sub
6426-3,72,basic12,pandabear,squirrel,koalabear,sub
1984-6,1,basic33,poloshirt,cookies,lion,basic
1984-6,4,basic23,convertible,socks,motorcycle,basic
1984-6,7,basic22,grizzlybear,lobster,snake,basic
1984-6,8,basic12,germanshepherd,pig,greyhound,basic
1984-6,10,basic12,polarbear,snake,koalabear,sub
1984-6,11,basic23,bedsidetable,bed,bison,sub
1984-6,14,basic23,goldfish,hamster,dress,basic
1984-6,15,basic33,mnms,lamp,motorcycle,sub
1984-6,16,basic23,rose,ivy,lobster,sub
1984-6,17,basic23,dalmatian,crocodile,gloves,basic
1984-6,21,basic22,gummybears,pretzels,chips,sub
1984-6,23,basic33,coffeetable,lobster,popcorn,basic
1984-6,24,basic12,minivan,sedan,motorcycle,sub
1984-6,25,basic23,jellybeans,cookies,lion,sub
1984-6,29,basic22,tulip,ivy,rosemary,sub
1984-6,31,basic22,tshirt,bathrobe,socks,basic
1984-6,34,basic22,diningtable,bookcase,wardrobe,basic
1984-6,35,basic33,pandabear,grasses,bookcase,basic
1984-6,36,basic22,hawaiishirt,dress,bathrobe,sub
1984-6,43,basic33,dressshirt,bison,lamp,basic
1984-6,47,basic33,blackbear,popcorn,rosemary,basic
1984-6,52,basic22,hummingbird,bison,iguana,basic
1984-6,53,basic23,pug,hamster,firetruck,basic
1984-6,54,basic12,swordfish,discusfish,squirrel,sub
1984-6,56,basic12,husky,crocodile,greyhound,sub
1984-6,57,basic12,suv,train,sedan,sub
1984-6,59,basic23,pigeon,rhino,pretzels,sub
1984-6,62,basic33,daisy,firetruck,socks,basic
1984-6,63,basic22,sunflower,rosemary,ivy,basic
1984-6,64,basic23,picnictable,train,bookcase,basic
1984-6,65,basic33,skittles,rosemary,bookcase,sub
1984-6,66,basic33,clownfish,pottedplant,bathrobe,basic
1984-6,68,basic22,eagle,rhino,snake,sub
3909-d,1,basic22,mnms,pretzels,popcorn,sub
3909-d,2,basic12,clownfish,discusfish,crocodile,basic
3909-d,3,basic23,hawaiishirt,gloves,snake,basic
3909-d,4,basic12,bedsidetable,bookcase,sidetable,sub
3909-d,5,basic23,blackbear,cow,pretzels,basic
3909-d,6,basic33,dressshirt,hamster,train,basic
3909-d,8,basic22,gummybears,pretzels,cookies,sub
3909-d,11,basic23,goldfish,socks,bison,basic
3909-d,12,basic23,tulip,motorcycle,grasses,sub
1897-b,3,basic12,pug,greyhound,cow,sub
1897-b,4,basic22,dalmatian,iguana,snake,sub
1897-b,5,basic23,daisy,rosemary,gloves,sub
1897-b,7,basic33,husky,dress,bed,sub
1897-b,8,basic23,jellybeans,lamp,pretzels,sub
1897-b,9,basic22,mnms,pretzels,chips,sub
1897-b,12,basic12,rose,lily,ivy,sub
1897-b,13,basic23,picnictable,wardrobe,horse,sub
1897-b,16,basic12,hawaiishirt,gloves,campshirt,sub
1897-b,18,basic12,sunflower,lily,ivy,sub
